experiment	harvest_year	treatment	start_date	end_date	type	operations
W/RN/3	1975	barley second treatment crop	21-Mar-75		diary record	"spring-tine cultivated three times, the second time with crumbler"
W/RN/3	1975	barley second treatment crop	26-Mar-75		diary record	"spring-tine cultivated three times, the second time with crumbler"
W/RN/3	1975	barley second treatment crop	26-Mar-75		diary record	"seed sown, (15:15:15) at 410 kg, combine drilled"
W/RN/3	1975	barley second treatment crop	01-May-75		diary record	"spring-tine cultivated with crumbler, seed re-sown, seed hay undersown (Arable H plots, covered in, rolled"
W/RN/3	1975	barley second treatment crop	17-Jul-75		diary record	thistles hoed by hand
W/RN/3	1975	barley second treatment crop	23-Jul-75		diary record	combine harvested
W/RN/3	1975	barley third treatment crop	17-Dec-74		diary record	ploughed
W/RN/3	1975	barley third treatment crop	26-Feb-74		diary record	"spring-tine cultivated three times, the second time with crumbler"
W/RN/3	1975	barley third treatment crop	21-Mar-74		diary record	"spring-tine cultivated three times, the second time with crumbler"
W/RN/3	1975	barley third treatment crop	26-Mar-74		diary record	"spring-tine cultivated three times, the second time with crumbler"
W/RN/3	1975	barley third treatment crop	26-Mar-74		diary record	"seed sown, (15:15:15) at 410 kg, combine drilled"
W/RN/3	1975	barley third treatment crop	01-May-74		diary record	"spring-tine cultivated with crumbler, seed re-sown, rolled"
W/RN/3	1975	barley third treatment crop	05-Jun-74		diary record	weedkiller applied ioxynil at 0.52 kg plus mecoprop at 1.6 kg in 280 l
W/RN/3	1975	barley third treatment crop	19-Aug-74		diary record	combine Harvested
W/RN/3	1975	potatoes first test crop	09-Oct-74		diary record	first half corrective K applied
W/RN/3	1975	potatoes first test crop	30-Oct-74		diary record	rotary cultivated
W/RN/3	1975	potatoes first test crop	31-Oct-74		diary record	ploughed
W/RN/3	1975	potatoes first test crop	06-Nov-74		diary record	spring-tine cultivated
W/RN/3	1975	potatoes first test crop	06-Jan-75		diary record	Deep-tine cultivated
W/RN/3	1975	potatoes first test crop	08-Jan-75		diary record	"dichlorprop applied, spring-tine cultivated"
W/RN/3	1975	potatoes first test crop	21-Feb-75		diary record	second half corrective K applied
W/RN/3	1975	potatoes first test crop	22-Apr-75		diary record	NPK applied (13:13:20) at 1940 kg.
W/RN/3	1975	potatoes first test crop	25-Apr-75		diary record	Deep-tine cultivated
W/RN/3	1975	potatoes first test crop	28-Apr-75		diary record	spring-tine cultivated
W/RN/3	1975	potatoes first test crop	05-May-75		diary record	"Aldicarb applied, all plots rotary cultivated, potatoes planted"
W/RN/3	1975	potatoes first test crop	10-May-75		diary record	ridges rolled
W/RN/3	1975	potatoes first test crop	22-May-75		diary record	weedkiller applied Linuron at 1.2 kg plus paraquat at 0.28 kg ion in 280 l
W/RN/3	1975	potatoes first test crop	23-Jun-75		diary record	grubbed
W/RN/3	1975	potatoes first test crop	02-Jun-75		diary record	rotary ridged
W/RN/3	1975	potatoes first test crop	25-Jun-75		diary record	insecticide applied demeton-s-methyl at 0.25 kg in 280 l.
W/RN/3	1975	potatoes first test crop	15-Jul-75		diary record	Fungicide applied mancozeb at 1.3 kg 390 l
W/RN/3	1975	potatoes first test crop	26-Sep-75		diary record	Haulm mechanically destroyed
W/RN/3	1975	potatoes first test crop	02-Oct-75		diary record	sprayed with undiluted BOV at 160 l
W/RN/3	1975	potatoes first test crop	06-Oct-75		diary record	lifted
W/RN/3	1975	wheat second test crop	07-Nov-74		diary record	"Magnesian limestone applied at 5 tonnes, deep tine cultivated twice"
W/RN/3	1975	wheat second test crop	08-Nov-74		diary record	"spring-tine cultivated, seed sown, (0:20:20) at 290 kg, combine drilled. "
W/RN/3	1975	wheat second test crop	26-Mar-75		diary record	N applied
W/RN/3	1975	wheat second test crop	22-Apr-75		diary record	harrowed
W/RN/3	1975	wheat second test crop	24-Apr-75		diary record	rolled
W/RN/3	1975	wheat second test crop	08-May-75		diary record	weedkiller applied ioxynil at 0.63 kg plus mecoprop at 1.9 kg in 280 l
W/RN/3	1975	wheat second test crop	12-Aug-75		diary record	combine harvested
W/RN/3	1976	grass ley and clover grass ley first year	03-Sep-75		diary record	"subsoiled, tines 140 cm apart, 50 cm deep"
W/RN/3	1976	grass ley and clover grass ley first year	09-Sep-75		diary record	Deep-tine cultivated
W/RN/3	1976	grass ley and clover grass ley first year	07-Oct-75		diary record	ploughed
W/RN/3	1976	grass ley and clover grass ley first year	09-Mar-76		diary record	spring-tine cultivated
W/RN/3	1976	grass ley and clover grass ley first year	11-Mar-76		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1976	grass ley and clover grass ley first year	20-Apr-76		diary record	power harrowed
W/RN/3	1976	grass ley and clover grass ley second year	29-Dec-75		diary record	Deep-tine cultivated
W/RN/3	1976	grass ley and clover grass ley second year	09-Mar-76		diary record	rotary cultivated
W/RN/3	1976	grass ley and clover grass ley second year	10-Mar-76		diary record	ploughed
W/RN/3	1976	grass ley and clover grass ley second year	11-Mar-76		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1976	grass ley and clover grass ley second year	20-Apr-76		diary record	power harrowed
W/RN/3	1976	grass ley and clover grass ley third year	03-Nov-75		diary record	ploughed
W/RN/3	1976	grass ley and clover grass ley third year	09-Mar-76		diary record	rotary cultivated
W/RN/3	1976	grass ley and clover grass ley third year	10-Mar-76		diary record	ploughed
W/RN/3	1976	grass ley and clover grass ley third year	11-Mar-76		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1976	grass ley and clover grass ley third year	20-Apr-76		diary record	power harrowed
W/RN/3	1976	grass ley and clover grass ley fourth year	14-Oct-75		diary record	rotary cultivated
W/RN/3	1976	grass ley and clover grass ley fourth year	04-Nov-75		diary record	first half corrective K applied
W/RN/3	1976	grass ley and clover grass ley fourth year	21-Nov-75		diary record	rotary cultivated
W/RN/3	1976	grass ley and clover grass ley fourth year	01-Mar-76		diary record	second half corrective K applied
W/RN/3	1976	grass ley and clover grass ley fourth year	10-Mar-76		diary record	ploughed
W/RN/3	1976	grass ley and clover grass ley fourth year	11-Mar-76		diary record	"spring-tine cultivated with crumbler attached, grass ley only"
W/RN/3	1976	grass ley and clover grass ley fourth year	20-Apr-76		diary record	power harrowed grass ley only
W/RN/3	1976	all grass leys and clover grass leys	21-Apr-76		diary record	"PK applied (0:14:28) at 540 kg, N applied N at 80 kg as 'Nitro-chalk' to grass ley only, spring-tine cultivated with crumbler attached "
W/RN/3	1976	all grass leys and clover grass leys	22-Apr-76		diary record	seed sown
W/RN/3	1976	all grass leys and clover grass leys	11-Jun-76		diary record	topped
W/RN/3	1976	all grass leys and clover grass leys	20-Jul-76		diary record	weedkiller applied paraquat at 0.56 kg ion in 280 l
W/RN/3	1976	all grass leys and clover grass leys	23-Jul-76		diary record	"cultivated twice, with duck east field"
W/RN/3	1976	all grass leys and clover grass leys	29-Jul-76		diary record	"cultivated twice, with duck east field"
W/RN/3	1976	all grass leys and clover grass leys	13-Aug-76		diary record	power harrowed
W/RN/3	1976	barley first treatment crop	03-Sep-75		diary record	"subsoiled, tines 140 cm apart, 50 cm deep"
W/RN/3	1976	barley first treatment crop	09-Sep-75		diary record	Deep-tine cultivated
W/RN/3	1976	barley first treatment crop	07-Oct-75		diary record	ploughed
W/RN/3	1976	barley first treatment crop	09-Mar-76		diary record	spring-tine cultivated
W/RN/3	1976	barley first treatment crop	11-Mar-76		diary record	"spring-tine cultivated with crumbler attached, twice"
W/RN/3	1976	barley first treatment crop	22-Mar-76		diary record	"spring-tine cultivated with crumbler attached, twice"
W/RN/3	1976	barley first treatment crop	22-Mar-76		diary record	"seed sown (20:14:14) at 400 kg, combine drilled"
W/RN/3	1976	barley first treatment crop	23-Mar-76		diary record	rolled
W/RN/3	1976	barley first treatment crop	03-May-76		diary record	weedkiller applied ioxynil at 0.52 kg plus mecoprop at 1.6 kg in 260 l
W/RN/3	1976	barley second treatment crop	29-Dec-75		diary record	Deep-tine cultivated
W/RN/3	1976	barley second treatment crop	09-Mar-76		diary record	rotary cultivated
W/RN/3	1976	barley second treatment crop	10-Mar-76		diary record	ploughed
W/RN/3	1976	barley second treatment crop	11-Mar-76		diary record	"spring-tine cultivated with crumbler attached, twice"
W/RN/3	1976	barley second treatment crop	22-Mar-76		diary record	"spring-tine cultivated with crumbler attached, twice"
W/RN/3	1976	barley second treatment crop	22-Mar-76		diary record	"seed sown (20:14:14) at 400 kg, combine drilled"
W/RN/3	1976	barley second treatment crop	03-May-76		diary record	weedkiller applied ioxynil at 0.52 kg plus mecoprop at 1.6 kg in 260 l
W/RN/3	1976	barley second treatment crop	26-Jul-76		diary record	combine harvested
W/RN/3	1976	oats third treatment crop	03-Nov-75		diary record	ploughed
W/RN/3	1976	oats third treatment crop	09-Mar-76		diary record	rotary cultivated
W/RN/3	1976	oats third treatment crop	10-Mar-76		diary record	ploughed
W/RN/3	1976	oats third treatment crop	11-Mar-76		diary record	"spring-tine cultivated with crumbler attached, twice"
W/RN/3	1976	oats third treatment crop	22-Mar-76		diary record	"spring-tine cultivated with crumbler attached, twice"
W/RN/3	1976	oats third treatment crop	22-Mar-76		diary record	seed sown (20:14:14) at 400 kg combine drilled.
W/RN/3	1976	oats third treatment crop	25-Mar-76		diary record	rolled
W/RN/3	1976	oats third treatment crop	03-May-76		diary record	weedkiller applied ioxynil at 0.52 kg plus mecoprop at 1.6 kg in 260 l
W/RN/3	1976	oats third treatment crop	04-Aug-76		diary record	combine harvested
W/RN/3	1976	fallow first treatment year	03-Sep-75		diary record	"subsoiled, tines 140 cm apart, 50 cm deep"
W/RN/3	1976	fallow first treatment year	09-Sep-75		diary record	Deep-tine cultivated
W/RN/3	1976	fallow first treatment year	07-Oct-75		diary record	ploughed
W/RN/3	1976	fallow first treatment year	09-Mar-76		diary record	spring-tine cultivated
W/RN/3	1976	fallow first treatment year	11-Mar-76		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1976	fallow first treatment year	18-Jun-76		diary record	spring-tine cultivated
W/RN/3	1976	fallow first treatment year	23-Jul-76		diary record	"cultivated twice, with duck east field"
W/RN/3	1976	fallow first treatment year	29-Jul-76		diary record	"cultivated twice, with duck east field"
W/RN/3	1976	fallow first treatment year	13-Aug-76		diary record	power harrowed
W/RN/3	1976	fallow second treatment year	29-Dec-75		diary record	Deep-tine cultivated
W/RN/3	1976	fallow second treatment year	09-Mar-76		diary record	rotary cultivated
W/RN/3	1976	fallow second treatment year	10-Mar-76		diary record	ploughed
W/RN/3	1976	fallow second treatment year	11-Mar-76		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1976	fallow second treatment year	16-Jun-76		diary record	spring-tine cultivated
W/RN/3	1976	fallow second treatment year	23-Jul-76		diary record	"cultivated twice, with duck east field"
W/RN/3	1976	fallow second treatment year	29-Jul-76		diary record	"cultivated twice, with duck east field"
W/RN/3	1976	fallow second treatment year	13-Aug-76		diary record	power harrowed
W/RN/3	1976	winter wheat first test crop	14-Oct-75		diary record	rotary cultivated
W/RN/3	1976	winter wheat first test crop	04-Nov-75		diary record	"first half corrective K applied, ploughed"
W/RN/3	1976	winter wheat first test crop	05-Nov-75		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1976	winter wheat first test crop	07-Nov-75		diary record	"Aldicarb applied Aldicarb to first test area only at 10 kg, rotary cultivated"
W/RN/3	1976	winter wheat first test crop	10-Nov-75		diary record	"seed sown, (0:20:20) at 300 kg combine drilled."
W/RN/3	1976	winter wheat first test crop	01-Mar-76		diary record	second half corrective K applied
W/RN/3	1976	winter wheat first test crop	10-Mar-76		diary record	rolled
W/RN/3	1976	winter wheat first test crop	15-Apr-76		diary record	N applied
W/RN/3	1976	winter wheat first test crop	20-Apr-76		diary record	weedkiller applied ioxynil at 0.63 kg plus mecoprop at 1.9 kg in 280 l.
W/RN/3	1976	winter wheat first test crop	02-Aug-76		diary record	combine harvested
W/RN/3	1976	winter wheat second test crop	13-Oct-75		diary record	"Magnesian limestone applied at 5 tonnes, deep-tine cultivated"
W/RN/3	1976	winter wheat second test crop	14-Oct-75		diary record	spring-tine cultivated
W/RN/3	1976	winter wheat second test crop	15-Oct-75		diary record	"seed sown, (0:20:20) at 300 kg combine drilled."
W/RN/3	1976	winter wheat second test crop	10-Mar-76		diary record	rolled
W/RN/3	1976	winter wheat second test crop	14-Apr-76		diary record	N applied
W/RN/3	1976	winter wheat second test crop	20-Apr-76		diary record	weedkiller applied ioxynil at 0.63 kg plus mecoprop at 1.9 kg in 280 l.
W/RN/3	1976	winter wheat second test crop	02-Aug-76		diary record	combine harvested
W/RN/3	1977	grass ley and clover grass ley first year	07-Sep-76		diary record	"subsoiled, tines 140 cm apart, 50 cm deep"
W/RN/3	1977	grass ley and clover grass ley first year	24-Sep-76		diary record	glyphosate applied glyphosate at 1.7 kg in 280 l
W/RN/3	1977	grass ley and clover grass ley first year	01-Nov-76		diary record	ploughed
W/RN/3	1977	grass ley and clover grass ley first year	10-Mar-77		diary record	spring-tine cultivated
W/RN/3	1977	grass ley and clover grass ley first year	25-Apr-77		diary record	"PK applied (0:14:28) at 500 kg, N applied to grass ley only N at 70 kg as 'Nitro-chalk'."
W/RN/3	1977	grass ley and clover grass ley first year	18-May-77		diary record	"spring-tine cultivated with crumbler attached, seed sown"
W/RN/3	1977	grass ley and clover grass ley first year	23-Sep-77		diary record	cut
W/RN/3	1977	grass ley and clover grass ley second year	13-Oct-76		diary record	re-sown by hand
W/RN/3	1977	grass ley and clover grass ley second year	07-Apr-77		diary record	"NK applied to grass ley (25:0:16) at 300 kg, and K applied to clover grass ley K20 at 48 kg"
W/RN/3	1977	grass ley and clover grass ley second year	01-Jul-77		diary record	grass ley cut
W/RN/3	1977	grass ley and clover grass ley second year	19-Jul-77		diary record	K applied to clover grass ley K20 at 48 kg
W/RN/3	1977	grass ley and clover grass ley second year	21-Jul-77		diary record	NK applied to grass ley  (25:0:16) at 400 kg
W/RN/3	1977	grass ley and clover grass ley second year	22-Sep-77		diary record	grass ley and clover grass ley cut
W/RN/3	1977	grass ley and clover grass ley third year	06-Sep-76		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1977	grass ley and clover grass ley third year	08-Oct-76		diary record	weedkiller applied paraquat at 0.84 kg ion in 280 l
W/RN/3	1977	grass ley and clover grass ley third year	13-Oct-76		diary record	re-sown by hand
W/RN/3	1977	grass ley and clover grass ley third year	07-Apr-77		diary record	"NK applied to grass ley (25:0:16) at 300 kg, and K applied to clover grass ley K20 at 48 kg"
W/RN/3	1977	grass ley and clover grass ley third year	01-Jul-77		diary record	grass ley cut
W/RN/3	1977	grass ley and clover grass ley third year	19-Jul-77		diary record	K applied to clover grass ley K20 at 48 kg
W/RN/3	1977	grass ley and clover grass ley third year	21-Jul-77		diary record	NK applied to grass ley (25:0:16) at 400 kg
W/RN/3	1977	grass ley and clover grass ley third year	22-Sep-77		diary record	all ley cut
W/RN/3	1977	grass ley and clover grass ley fourth and fifth year	08-Oct-76		diary record	weedkiller applied paraquat at 0.84 kg ion in 280 l
W/RN/3	1977	grass ley and clover grass ley fourth and fifth year	13-Oct-76		diary record	re-sown by hand
W/RN/3	1977	grass ley and clover grass ley fourth and fifth year	07-Apr-77		diary record	"NK applied to grass ley (25:0:16) at 300 kg, and K applied to clover grass ley K20 at 48 kg"
W/RN/3	1977	grass ley and clover grass ley fourth and fifth year	01-Jul-77		diary record	grass ley cut
W/RN/3	1977	grass ley and clover grass ley fourth and fifth year	19-Jul-77		diary record	K applied to clover grass ley K20 at 48 kg
W/RN/3	1977	grass ley and clover grass ley fourth and fifth year	21-Jul-77		diary record	NK applied to grass ley (25:0:16) at 400 kg
W/RN/3	1977	grass ley and clover grass ley fourth and fifth year	23-Sep-77		diary record	all ley cut
W/RN/3	1977	barley first and second treatment crop	07-Sep-76		diary record	"subsoiled, tines 140 cm apart, 50 om deep (first treatment crop only)"
W/RN/3	1977	barley first and second treatment crop	24-Sep-76		diary record	glyphosate applied glyphosate at 1.7 kg in 280 l
W/RN/3	1977	barley first and second treatment crop	01-Nov-76		diary record	ploughed first treatment crop
W/RN/3	1977	barley first and second treatment crop	09-Nov-76		diary record	ploughed second treatment crop
W/RN/3	1977	barley first and second treatment crop	10-Mar-77		diary record	spring-tine cultivated
W/RN/3	1977	barley first and second treatment crop	08-Apr-77		diary record	"rotary cultivated, seed sown"
W/RN/3	1977	barley first and second treatment crop	12-Apr-77		diary record	NPK applied (20:14:14) at 400 kg
W/RN/3	1977	barley first and second treatment crop	19-May-77		diary record	ioxynil plus mecoprop applied
W/RN/3	1977	barley first and second treatment crop	30-Aug-77		diary record	combine harvested
W/RN/3	1977	oats third treatment crop	24-Sep-76		diary record	glyphosate applied glyphosate at 1.7 kg in 280 l
W/RN/3	1977	oats third treatment crop	08-Oct-76		diary record	paraquat applied paraquat at 0.84 kg ion in 280 l
W/RN/3	1977	oats third treatment crop	09-Nov-76		diary record	ploughed
W/RN/3	1977	oats third treatment crop	10-Mar-77		diary record	spring-tine cultivated
W/RN/3	1977	oats third treatment crop	08-Apr-77		diary record	"rotary cultivated, seed sown"
W/RN/3	1977	oats third treatment crop	12-Apr-77		diary record	NPK applied (20:14:14) at 400 kg.
W/RN/3	1977	oats third treatment crop	19-May-77		diary record	ioxynil plus mecoprop applied ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 220 l.
W/RN/3	1977	oats third treatment crop	03-Sep-77		diary record	combine harvested
W/RN/3	1977	fallow first treatment year	07-Sep-76		diary record	"subsoiled, tines 140 am apart, 50 om deep"
W/RN/3	1977	fallow first treatment year	24-Sep-76		diary record	glyphosate applied glyphosate at 1.7 kg in 280 l
W/RN/3	1977	fallow first treatment year	01-Nov-76		diary record	ploughed
W/RN/3	1977	fallow first treatment year	10-Mar-77		diary record	spring-tine cultivated twice
W/RN/3	1977	fallow first treatment year	30-Jun-77		diary record	spring-tine cultivated twice
W/RN/3	1977	fallow first treatment year	17-Jun-77		diary record	rotary cultivated twice
W/RN/3	1977	fallow first treatment year	16-Aug-77		diary record	rotary cultivated twice
W/RN/3	1977	fallow second treatment year	24-Sep-76		diary record	paraquat applied paraquat at 0.84 kg ion in 280 l
W/RN/3	1977	fallow second treatment year	09-Nov-76		diary record	ploughed
W/RN/3	1977	fallow second treatment year	10-Mar-77		diary record	spring-tine cultivated twice
W/RN/3	1977	fallow second treatment year	30-Jun-77		diary record	spring-tine cultivated twice
W/RN/3	1977	fallow second treatment year	17-Jun-77		diary record	rotary cultivated twice
W/RN/3	1977	fallow second treatment year	16-Aug-77		diary record	rotary cultivated twice
W/RN/3	1977	winter wheat first test crop	08-Oct-76		diary record	paraquat applied paraquat at 0.84 kg ion in 280 l
W/RN/3	1977	winter wheat first test crop	08-Nov-76		diary record	ploughed
W/RN/3	1977	winter wheat first test crop	11-Nov-76		diary record	Corrective K applied
W/RN/3	1977	winter wheat first test crop	24-Nov-76		diary record	"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg."
W/RN/3	1977	winter wheat first test crop	14-Apr-76		diary record	N applied
W/RN/3	1977	winter wheat first test crop	15-May-76		diary record	ioxynil plus mecoprop applied ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 220 l.
W/RN/3	1977	winter wheat first test crop	11-Jul-76		diary record	insecticide applied pirimicarb at 0.14 kg in 270 l.
W/RN/3	1977	winter wheat first test crop	07-Sep-76		diary record	combine harvested
W/RN/3	1977	barley second test crop	06-Sep-76		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1977	barley second test crop	24-Sep-76		diary record	glyphosate applied glyphosate at 1.7 kg in 280 l
W/RN/3	1977	barley second test crop	08-Oct-76		diary record	paraquat applied paraquat at 0.84 kg ion in 280 l
W/RN/3	1977	barley second test crop	09-Nov-76		diary record	ploughed
W/RN/3	1977	barley second test crop	10-Mar-77		diary record	spring-tine cultivated
W/RN/3	1977	barley second test crop	08-Apr-77		diary record	"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg."
W/RN/3	1977	barley second test crop	12-Apr-77		diary record	N applied
W/RN/3	1977	barley second test crop	19-May-77		diary record	weedkiller applied ioxynil at 0.53 kg plus mecoprop at 1.6 kg ion in 280 l
W/RN/3	1977	barley second test crop	30-Aug-77		diary record	combine harvested
W/RN/3	1978	grass ley and clover grass ley first year	27-Sep-77		diary record	ploughed
W/RN/3	1978	grass ley and clover grass ley first year	13-Mar-78		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1978	grass ley and clover grass ley first year	17-Apr-78		diary record	"PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk 25'."
W/RN/3	1978	grass ley and clover grass ley first year	08-May-78		diary record	paraquat applied paraquat at 0.84 kg ion in 280 l
W/RN/3	1978	grass ley and clover grass ley first year	10-May-78		diary record	"spring-tine cultivated, seed sown"
W/RN/3	1978	grass ley and clover grass ley first year	09-Jun-78		diary record	dinoseb amine applied dinoseb amine at 2.0 kg in 450 l
W/RN/3	1978	grass ley and clover grass ley first year	13-Sep-78		diary record	cut once
W/RN/3	1978	grass ley and clover grass ley second third fourth fifth and sixth years	21-Oct-77		diary record	Magnesian limestone at 5 tonnes applied to fifth year only
W/RN/3	1978	grass ley and clover grass ley second third fourth fifth and sixth years	06-Jan-78		diary record	PK applied (0:14:28) at 540 kg
W/RN/3	1978	grass ley and clover grass ley second third fourth fifth and sixth years	08-Mar-78		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg"
W/RN/3	1978	grass ley and clover grass ley second third fourth fifth and sixth years	20-Jun-78		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg"
W/RN/3	1978	grass ley and clover grass ley second third fourth fifth and sixth years	12-Jun-78		diary record	cut twice
W/RN/3	1978	grass ley and clover grass ley second third fourth fifth and sixth years	13-Sep-78		diary record	cut twice
W/RN/3	1978	barley first and second treatment crop	27-Sep-77		diary record	ploughed
W/RN/3	1978	barley first and second treatment crop	15-Mar-78		diary record	"spring-tine cultivated with crumbler attached, seed sown"
W/RN/3	1978	barley first and second treatment crop	07-Apr-78		diary record	"spring-tine cultivated, seed re-sown, (20:14:14) at 400 kg combine drilled"
W/RN/3	1978	barley first and second treatment crop	15-May-78		diary record	"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg in 280 1) and fungicide applied Tridemorph at 0.53 kg in 280 l."
W/RN/3	1978	barley first and second treatment crop	04-Sep-78		diary record	combine harvested
W/RN/3	1978	oats third treatment crop	27-Sep-77		diary record	ploughed
W/RN/3	1978	oats third treatment crop	13-Mar-78		diary record	"spring-tine cultivated with crumbler attached, seed sown, (20:14:14) at 400 kg combine drilled. "
W/RN/3	1978	oats third treatment crop	15-May-78		diary record	"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg in 280 1)"
W/RN/3	1978	oats third treatment crop	04-Sep-78		diary record	combine harvested
W/RN/3	1978	fallow first treatment year	27-Sep-77		diary record	ploughed
W/RN/3	1978	fallow first treatment year	13-Mar-78		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1978	fallow first treatment year	08-May-78		diary record	weedkiller applied paraquat at 0.84 kg ion in 280 l
W/RN/3	1978	fallow first treatment year	10-May-78		diary record	spring-tine cultivated twice
W/RN/3	1978	fallow first treatment year	24-Jul-78		diary record	spring-tine cultivated twice
W/RN/3	1978	fallow first treatment year	16-Jun-78		diary record	rotary cultivated twice
W/RN/3	1978	fallow first treatment year	08-Sep-78		diary record	rotary cultivated twice
W/RN/3	1978	fallow second treatment year	27-Sep-77		diary record	ploughed
W/RN/3	1978	fallow second treatment year	13-Mar-77		diary record	spray spring-tine cultivated with crumbler attached
W/RN/3	1978	fallow second treatment year	24-Jul-77		diary record	spring-tine cultivated
W/RN/3	1978	fallow second treatment year	08-Sep-77		diary record	rotary cultivated
W/RN/3	1978	winter wheat first test crop	26-Sep-77		diary record	paraquat applied paraquat at 0.84 kg-ion in 220 l
W/RN/3	1978	winter wheat first test crop	07-Oct-77		diary record	ploughed
W/RN/3	1978	winter wheat first test crop	10-Oct-77		diary record	Corrective K applied
W/RN/3	1978	winter wheat first test crop	24-Oct-77		diary record	"Aldicarb applied Aldicarb at 10 kg, rotary cultivated"
W/RN/3	1978	winter wheat first test crop	25-Oct-77		diary record	"spring-tine cultivated, seed sown, (0:20:20) at 310 kg combine drilled."
W/RN/3	1978	winter wheat first test crop	07-Apr-78		diary record	N applied
W/RN/3	1978	winter wheat first test crop	10-May-78		diary record	"mecoprop, bromoxynil and ioxynil applied mecoprop, bromoxynil and ioxynil ('Brittox' at 3.5 kg in 280 l)."
W/RN/3	1978	winter wheat first test crop	25-Aug-78		diary record	combine harvested
W/RN/3	1978	barley second test crop	21-Oct-77		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1978	barley second test crop	08-Nov-77		diary record	ploughed
W/RN/3	1978	barley second test crop	13-Mar-78		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1978	barley second test crop	03-Apr-78		diary record	"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated with crumbler attached, seed sown, (0:20:20) at 300 kg combine drilled."
W/RN/3	1978	barley second test crop	07-Apr-78		diary record	N applied
W/RN/3	1978	barley second test crop	15-May-78		diary record	"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg in 280 1) and fungicide applied Tridemorph at 0.53 kg in 280 l."
W/RN/3	1978	barley second test crop	23-Aug-78		diary record	combine harvested
W/RN/3	1979	grass ley and clover grass ley first year	21-Nov-78		diary record	ploughed
W/RN/3	1979	grass ley and clover grass ley first year	17-Apr-79		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1979	grass ley and clover grass ley first year	11-May-79		diary record	"PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk' to grass ley only"
W/RN/3	1979	grass ley and clover grass ley first year	04-Jun-79		diary record	"rotary cultivated, seed sown"
W/RN/3	1979	grass ley and clover grass ley first year	04-Sep-79		diary record	cut
W/RN/3	1979	grass ley and clover grass ley second third fourth fifth sixth and seventh years	09-Oct-78		diary record	Magnesian limestone applied to fifth year only at 5 tonnes
W/RN/3	1979	grass ley and clover grass ley second third fourth fifth sixth and seventh years	09-Nov-78		diary record	Corrective K applied to four year only
W/RN/3	1979	grass ley and clover grass ley second third fourth fifth sixth and seventh years	26-Feb-79		diary record	PK applied (0:14:28) at 540 kg
W/RN/3	1979	grass ley and clover grass ley second third fourth fifth sixth and seventh years	30-Apr-79		diary record	"NK applied - grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg"
W/RN/3	1979	grass ley and clover grass ley second third fourth fifth sixth and seventh years	05-Jul-79		diary record	"NK applied - grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg"
W/RN/3	1979	grass ley and clover grass ley second third fourth fifth sixth and seventh years	19-Jun-79		diary record	cut
W/RN/3	1979	grass ley and clover grass ley second third fourth fifth sixth and seventh years	04-Sep-79		diary record	cut
W/RN/3	1979	barley first and second treatment crop	21-Nov-78		diary record	ploughed
W/RN/3	1979	barley first and second treatment crop	17-Apr-79		diary record	spring-tine cultivated with crumbler attached twice
W/RN/3	1979	barley first and second treatment crop	21-Apr-79		diary record	spring-tine cultivated with crumbler attached twice
W/RN/3	1979	barley first and second treatment crop	23-Apr-79		diary record	"seed sown, (20:14:14) at 400 kg, combine drilled."
W/RN/3	1979	barley first and second treatment crop	05-Jun-79		diary record	weedkiller applied bromoxynil and ioxynil ('Oxytril CM' at 2.1 kg) in 250 l
W/RN/3	1979	barley first and second treatment crop	29-Aug-79		diary record	combine harvested
W/RN/3	1979	oats third treatment crop	21-Nov-78		diary record	ploughed
