experiment,year,cropped section,start date,end date,operation,operation type
Broadbalk,1978,fallow sections,06-Jul-78,,ploughed twice,
Broadbalk,1978,fallow sections,15-Jun-78,,Heavy spring-tine cultivated,
Broadbalk,1978,fallow sections,12-Jul-78,,Spring-tine cultivated,
Broadbalk,1979,potatoes,14-May-79,,planted,
Broadbalk,1979,potatoes,18-May-79,,Grubbed twice,
Broadbalk,1979,potatoes,03-Jul-79,,Grubbed twice,
Broadbalk,1979,potatoes,30-May-79,,Weedkillers applied,
Broadbalk,1979,potatoes,26-Jun-79,,"Fungicide, insecticide applied",
Broadbalk,1979,potatoes,20-Jul-79,,"Insecticide, Fungicide applied July,",
Broadbalk,1979,potatoes,03-Aug-79,,Fungicide applied,
Broadbalk,1979,potatoes,15-Aug-79,,Fungicide applied,
Broadbalk,1979,potatoes,04-Sep-78,,Haulm pulverized,
Broadbalk,1979,potatoes,14-Sep-79,,Lifted,
Broadbalk,1979,fallow sections,03-Oct-78,,Chalk applied,
Broadbalk,1979,fallow sections,01-May-79,,Spring-tine cultivated,
Broadbalk,1979,fallow sections,23-May-79,,ploughed twice,
Broadbalk,1979,fallow sections,10-Jul-79,,ploughed twice,
Broadbalk,1979,fallow sections,14-Jun-79,,Heavy spring-tine cultivated twice,
Broadbalk,1979,fallow sections,31-Jul-79,,Heavy spring-tine cultivated twice,
Broadbalk,1979,all sections,02-Oct-78,,"Sulphate of potash, sulphate of soda, kieserite, castor meal applied",
Broadbalk,1979,all sections,03-Oct-78,,Superphosphate applied,
Broadbalk,1979,all sections,04-Oct-78,,FYM applied,
Broadbalk,1979,all sections,05-Oct-78,,ploughed,
Broadbalk,1979,cropped sections,22-Sep-78,,W. wheat glyphosate applied,
Broadbalk,1979,cropped sections,03-Oct-78,,Chalk applied,
Broadbalk,1979,cropped sections,09-Oct-78,,"disced harrowed, rotary harrowed",
Broadbalk,1979,cropped sections,10-Oct-78,,seed sown,
Broadbalk,1979,cropped sections,12-Oct-78,,Qiortoluron applied,
Broadbalk,1979,cropped sections,03-May-79,,N applied,
Broadbalk,1979,cropped sections,09-May-79,,'Banlene Plus' applied,
Broadbalk,1979,cropped sections,27-Jun-79,,Triadimefon applied,
Broadbalk,1979,cropped sections,28-Aug-79,,combine harvested,
Broadbalk,1980,potatoes,25-Jan-80,,Chisel ploughed,
Broadbalk,1980,potatoes,17-Apr-80,,"Spring-tine cultivated, N applied",
Broadbalk,1980,potatoes,18-Apr-80,,"Spike rotary cultivated, potatoes planted",
Broadbalk,1980,potatoes,25-Apr-80,,Grubbed,
Broadbalk,1980,potatoes,02-May-80,,rotary ridged,
Broadbalk,1980,potatoes,19-May-80,,Weedkiller applied,
Broadbalk,1980,potatoes,18-Jun-80,,Fungicide applied with pirimicarb,
Broadbalk,1980,potatoes,24-Jul-80,,"June,'11 July,",
Broadbalk,1980,potatoes,05-Aug-80,,"June,'11 July,",
Broadbalk,1980,potatoes,18-Aug-80,,Fungicide applied alone,
Broadbalk,1980,potatoes,28-Aug-80,,Haulm mechanically destroyed,
Broadbalk,1980,potatoes,04-Sep-80,,Lifted,
Broadbalk,1980,all sections,19-Sep-79,,Chalk applied,
Broadbalk,1980,all sections,24-Sep-79,,"Sulphate of potash, sulphate of soda,, kieserite applied",
Broadbalk,1980,all sections,25-Sep-79,,Castor meal and superphosphate applied,
Broadbalk,1980,all sections,26-Sep-79,,FYM applied,
Broadbalk,1980,all sections,27-Sep-79,,ploughed,
Broadbalk,1980,cropped sections,01-Oct-79,,W. wheat rotary harrowed,
Broadbalk,1980,cropped sections,02-Oct-79,,sections 1 2 rotary harrowed again,
Broadbalk,1980,cropped sections,04-Oct-79,,seed sown,
Broadbalk,1980,cropped sections,08-Oct-79,,Chlortoluron applied,
Broadbalk,1980,cropped sections,29-Feb-80,,'Folimat' applied sections 3 only),
Broadbalk,1980,cropped sections,10-Apr-80,,N and 'Banlene Plus' applied,
Broadbalk,1980,cropped sections,03-Jun-80,,Fungicide applied,
Broadbalk,1980,cropped sections,23-Jun-80,,Demeton-s-methyl applied,
Broadbalk,1980,cropped sections,21-Aug-80,,combine harvested,
Broadbalk,1980,fallow sections,01-Feb-80,,Chisel ploughed,
Broadbalk,1980,fallow sections,21-Apr-80,,Heavy spring-tine cultivated,
Broadbalk,1980,fallow sections,12-May-80,,ploughed twice,
Broadbalk,1980,fallow sections,17-Jun-80,,ploughed twice,
Broadbalk,1980,fallow sections,23-May-80,,Spring-tine cultivated twice,
Broadbalk,1980,fallow sections,19-Jun-80,,Spring-tine cultivated twice,
Broadbalk,1980,fallow sections,01-Aug-80,,rotary harrowed,
Broadbalk,1981,potatoes,16-Jan-81,,Chisel ploughed,
Broadbalk,1981,potatoes,16-Apr-81,,Spring-tine cultivated,
Broadbalk,1981,potatoes,17-Apr-81,,N applied,
Broadbalk,1981,potatoes,13-May-81,,"Spike rotary cultivated, potatoes planted",
Broadbalk,1981,potatoes,01-Jun-81,,Weedkillers applied,
Broadbalk,1981,potatoes,23-Jun-81,,Fungicide applied with pirimicarb,
Broadbalk,1981,potatoes,01-Jul-81,,Fungicide applied with pirimicarb,
Broadbalk,1981,potatoes,13-Jul-81,,Fungicide applied with pirimicarb,
Broadbalk,1981,potatoes,27-Jul-81,,Fungicide applied with pirimicarb,
Broadbalk,1981,potatoes,11-Aug-81,,Fungicide applied with pirimicarb,
Broadbalk,1981,potatoes,09-Jul-81,,ridged,
Broadbalk,1981,potatoes,24-Aug-81,,Haulm mechanically destroyed,
Broadbalk,1981,potatoes,25-Aug-81,,desiccant applied,
Broadbalk,1981,potatoes,14-Sep-81,,Lifted,
Broadbalk,1981,fallow sections,04-Sep-80,,Chalk applied,
Broadbalk,1981,fallow sections,06-Jan-81,,Chisel ploughed sections 4 only,
Broadbalk,1981,fallow sections,16-Jan-81,,Chisel ploughed sections 8 only,
Broadbalk,1981,fallow sections,16-Apr-81,,Spring-tine cultivated four times,
Broadbalk,1981,fallow sections,30-Jun-81,,Spring-tine cultivated four times,
Broadbalk,1981,fallow sections,20-Jul-81,,Spring-tine cultivated four times,
Broadbalk,1981,fallow sections,11-Aug-81,,Spring-tine cultivated four times,
Broadbalk,1981,fallow sections,15-May-81,,rotary harrowed,
Broadbalk,1981,fallow sections,16-Jun-81,,ploughed twice,
Broadbalk,1981,fallow sections,16-Jul-81,,ploughed twice,
Broadbalk,1981,fallow sections,19-Jun-81,,Heavy spring-tine cultivated,
Broadbalk,1981,all sections,08-Sep-80,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, castor meal applied",
Broadbalk,1981,all sections,10-Sep-80,,FYM applied,
Broadbalk,1981,all sections,11-Sep-80,,ploughed,
Broadbalk,1981,all sections,15-Sep-80,,Rolled,
Broadbalk,1981,cropped sections,02-Sep-80,,W. wheat glyphosate applied,
Broadbalk,1981,cropped sections,30-Sep-80,,rotary harrowed,
Broadbalk,1981,cropped sections,01-Oct-80,,seed sown,
Broadbalk,1981,cropped sections,03-Oct-80,,Chlortoluron applied,
Broadbalk,1981,cropped sections,15-Apr-81,,N applied,
Broadbalk,1981,cropped sections,21-Apr-81,,'Brittox' applied,
Broadbalk,1981,cropped sections,05-May-81,,Prochloraz applied alone,
Broadbalk,1981,cropped sections,19-Jun-81,,"Prochloraz, Mancozeb,, zineb applied",
Broadbalk,1981,cropped sections,22-Jun-81,,"Prochloraz, Mancozeb,, zineb applied",
Broadbalk,1981,cropped sections,19-Aug-81,,combine harvested,
Broadbalk,1982,potatoes,16-Apr-82,,Spring-tine cultivated,
Broadbalk,1982,potatoes,17-Apr-82,,N applied,
Broadbalk,1982,potatoes,20-Apr-82,,"Spike rotary cultivated, potatoes planted",
Broadbalk,1982,potatoes,10-May-82,,rotary ridged,
Broadbalk,1982,potatoes,17-May-82,,Weedkillers applied,
Broadbalk,1982,potatoes,14-Jun-82,,Mancozeb with the insecticide applied,
Broadbalk,1982,potatoes,30-Jun-82,,Mancozeb with the insecticide applied,
Broadbalk,1982,potatoes,12-Jul-82,,Mancozeb applied,
Broadbalk,1982,potatoes,26-Jul-82,,"Ofurace, Mancozeb with the insecticide applied",
Broadbalk,1982,potatoes,09-Aug-82,,Ofurace and Mancozeb applied,
Broadbalk,1982,potatoes,21-Aug-82,,Haulm mechanically destroyed,
Broadbalk,1982,potatoes,24-Aug-82,,desiccant applied,
Broadbalk,1982,potatoes,13-Sep-82,,Lifted,
Broadbalk,1982,winter wheat,14-Oct-81,,rotary harrowed,
Broadbalk,1982,winter wheat,16-Oct-81,,seed sown,
Broadbalk,1982,winter wheat,17-Oct-81,,Chlortoluron applied,
Broadbalk,1982,winter wheat,15-Apr-82,,N applied,
Broadbalk,1982,winter wheat,16-Apr-82,,"mecoprop, bromoxynil, ioxynil applied",
Broadbalk,1982,winter wheat,26-May-82,,Propiconazole applied,
Broadbalk,1982,winter wheat,17-Jun-82,,Propiconazole with insecticide applied,
Broadbalk,1982,winter wheat,10-Aug-82,,glyphosate applied,
Broadbalk,1982,winter wheat,20-Aug-82,,combine harvested,
Broadbalk,1982,fallow sections,11-Sep-81,,Chalk applied,
Broadbalk,1982,fallow sections,16-Apr-82,,Spring-tine cultivated,
Broadbalk,1982,fallow sections,04-May-82,,ploughed,
Broadbalk,1982,fallow sections,12-May-82,,"Rolled, spring-tine cultivated",
Broadbalk,1982,fallow sections,21-Jun-82,,ploughed,
Broadbalk,1982,fallow sections,30-Jun-82,,Spring-tine cultivated,
Broadbalk,1982,fallow sections,28-Jul-82,,rotary harrowed,
Broadbalk,1983,potatoes,10-Feb-83,,Chisel ploughed,
Broadbalk,1983,potatoes,05-May-83,,"N applied, heavy spring-tine cultivated",
Broadbalk,1983,potatoes,10-May-83,,"rotary harrowed, potatoes planted",
Broadbalk,1983,potatoes,26-May-83,,rotary ridged,
Broadbalk,1983,potatoes,03-Jun-83,,Weedkillers applied,
Broadbalk,1983,potatoes,22-Jun-83,,Mancozeb applied,
Broadbalk,1983,potatoes,01-Jul-83,,Fentin hydroxide with the insecticide applied,
Broadbalk,1983,potatoes,08-Jul-83,,Fentin hydroxide with the insecticide applied,
Broadbalk,1983,potatoes,18-Jul-83,,Fentin hydroxide with the insecticide applied,
Broadbalk,1983,potatoes,28-Jul-83,,Fentin hydroxide with the insecticide applied,
Broadbalk,1983,potatoes,11-Aug-83,,Fentin hydroxide applied,
Broadbalk,1983,potatoes,30-Aug-83,,Haulm mechanically destroyed,
Broadbalk,1983,potatoes,01-Sep-83,,Lifted,
Broadbalk,1983,fallow sections,02-Sep-82,,Chalk applied,
Broadbalk,1983,fallow sections,10-Feb-83,,Chisel ploughed,
Broadbalk,1983,fallow sections,27-May-83,,Heavy spring-tine cultivated,
Broadbalk,1983,fallow sections,17-Jun-83,,ploughed,
Broadbalk,1983,fallow sections,23-Jun-83,,Spring-tine cultivated,
Broadbalk,1983,fallow sections,13-Jul-83,,ploughed,
Broadbalk,1983,fallow sections,21-Jul-83,,Spring-tine cultivated,
Broadbalk,1983,all sections,16-Sep-82,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, castor meal applied",
Broadbalk,1983,all sections,20-Sep-82,,"FYM applied, ploughed",
Broadbalk,1983,all sections,28-Oct-82,,Spring-tine cultivated,
Broadbalk,1983,cropped sections,02-Sep-82,,"W. wheat Chalk to sections 6, 8, 9",
Broadbalk,1983,cropped sections,16-Sep-82,,autumn N applied to plot 18,
Broadbalk,1983,cropped sections,04-Nov-82,,"rotary harrowed, seed sown",
Broadbalk,1983,cropped sections,15-Apr-83,,spring N applied,
Broadbalk,1983,cropped sections,16-Apr-83,,Weedkillers applied,
Broadbalk,1983,cropped sections,26-May-83,,Propiconazole applied,
Broadbalk,1983,cropped sections,30-Jun-83,,Propiconazole applied,
Broadbalk,1983,cropped sections,10-Aug-83,,combine harvested,
Broadbalk,1984,potatoes,13-Dec-83,,Chisel ploughed,
Broadbalk,1984,potatoes,03-Apr-84,,N applied,
Broadbalk,1984,potatoes,04-Apr-84,,"rotary harrowed, potatoes planted",
Broadbalk,1984,potatoes,10-Apr-84,,rotary ridged,
Broadbalk,1984,potatoes,03-May-84,,Weedkillers applied,
Broadbalk,1984,potatoes,19-Jun-84,,Fentin hydroxide with the insecticide applied,
Broadbalk,1984,potatoes,16-Jul-84,,Fentin hydroxide with the insecticide applied,
Broadbalk,1984,potatoes,03-Jul-84,,Fentin hydroxide applied,
Broadbalk,1984,potatoes,30-Jul-84,,Fentin hydroxide applied,
Broadbalk,1984,potatoes,13-Aug-84,,Fentin hydroxide applied,
Broadbalk,1984,potatoes,28-Aug-84,,Fentin hydroxide applied,
Broadbalk,1984,potatoes,03-Sep-83,,Haulm mechanically destroyed,
Broadbalk,1984,potatoes,04-Sep-84,,Lifted,
Broadbalk,1984,fallow sections,31-Aug-84,,Chalk applied,
Broadbalk,1984,fallow sections,13-Dec-83,,Chisel ploughed,
Broadbalk,1984,fallow sections,01-May-84,,ploughed,
Broadbalk,1984,fallow sections,08-May-84,,Heavy spring-tine cultivated,
Broadbalk,1984,fallow sections,18-Jun-84,,ploughed,
Broadbalk,1984,fallow sections,25-Jun-84,,Spring-tine cultivated,
Broadbalk,1984,fallow sections,23-Jul-84,,rotary cultivated,
Broadbalk,1984,all sections,06-Sep-83,,"Sulphate of potash, sulphate of soda, kieserite, castor meal applied",
Broadbalk,1984,all sections,07-Sep-83,,Superphosphate applied,
Broadbalk,1984,all sections,08-Sep-83,,FYM applied,
Broadbalk,1984,all sections,09-Sep-83,,ploughed,
Broadbalk,1984,all sections,04-Oct-83,,Spring-tine cultivated,
Broadbalk,1984,cropped sections,31-Aug-84,,"W. wheat Chalk to sections 0, 5",
Broadbalk,1984,cropped sections,07-Sep-83,,autumn N applied,
Broadbalk,1984,cropped sections,06-Oct-83,,"rotary harrowed, seed sown",
Broadbalk,1984,cropped sections,01-Dec-83,,Chlortoluron applied (except sections 8),
Broadbalk,1984,cropped sections,10-Apr-84,,Cyanazine and mecoprop applied (except sections 8),
Broadbalk,1984,cropped sections,13-Apr-84,,spring N applied,
Broadbalk,1984,cropped sections,11-Jun-84,,Fungicide applied,
Broadbalk,1984,cropped sections,28-Jun-84,,Insecticide applied,
Broadbalk,1984,cropped sections,14-Aug-84,,combine harvested,
Broadbalk,1985,winter wheat,08-Sep-84,,"t Chalk to sections 1, 2, 3",
Broadbalk,1985,winter wheat,28-Sep-84,,autumn N treatments applied,
Broadbalk,1985,winter wheat,31-Oct-84,,"rotary harrowed, seed sown",
Broadbalk,1985,winter wheat,10-Apr-85,,Weedkillers applied (except sections 8),
Broadbalk,1985,winter wheat,18-Apr-85,,spring N treatments applied.,
Broadbalk,1985,winter wheat,19-Apr-85,,"Prochloraz, carbendazim, the growth regulator applied (except sections 6)",
Broadbalk,1985,winter wheat,14-Jun-85,,"Fenpropimorph, captafol applied (except sections 6)",
Broadbalk,1985,winter wheat,02-Jul-85,,"Propiconazole, Sept' applied (except sections 6)",
Broadbalk,1985,winter wheat,17-Jul-85,,Insecticide applied (except sections 6),
Broadbalk,1985,winter wheat,06-Sep-84,,combine harvested,
Broadbalk,1985,potatoes,24-Apr-85,,planted,
Broadbalk,1985,potatoes,17-May-85,,Weedkillers applied,
Broadbalk,1985,potatoes,20-Jun-85,,Mancozeb applied,
Broadbalk,1985,potatoes,06-Aug-85,,Mancozeb applied,
Broadbalk,1985,potatoes,03-Jul-85,,Mancozeb with the insecticide applied,
Broadbalk,1985,potatoes,23-Jul-85,,Mancozeb with the insecticide applied,
Broadbalk,1985,potatoes,21-Aug-85,,Fentin hydroxide applied,
Broadbalk,1985,potatoes,03-Sep-84,,Haulm mechanically destroyed,
Broadbalk,1985,potatoes,05-Sep-84,,Haulm desiccant applied,
Broadbalk,1985,potatoes,17-Sep-85,,Lifted,
Broadbalk,1985,all sections,18-Sep-84,,"Kieserite, sulphate of soda, castor meal applied",
Broadbalk,1985,all sections,28-Sep-84,,"Sulphate of potash, superphosphate applied",
Broadbalk,1985,all sections,01-Oct-84,,"FYM applied, ploughed",
Broadbalk,1985,all sections,16-Oct-84,,Spring-tine cultivated,
Broadbalk,1985,fallow sections,02-May-85,,ploughed,
Broadbalk,1985,fallow sections,15-Jul-85,,ploughed,
Broadbalk,1985,fallow sections,16-May-85,,Spring-tine cultivated,
Broadbalk,1985,fallow sections,02-Aug-85,,Spring-tine cultivated,
Broadbalk,1986,winter wheat,19-Sep-85,,"t Chalk to sections 6, 7, 8, 9",
Broadbalk,1986,winter wheat,23-Sep-85,,autumn N treatments applied,
Broadbalk,1986,winter wheat,03-Oct-85,,"rotary harrowed, seed sown",
Broadbalk,1986,winter wheat,31-Oct-85,,Insecticide applied (to sections 4 only),
Broadbalk,1986,winter wheat,28-Apr-86,,Weedkillers applied (except sections 8),
Broadbalk,1986,winter wheat,01-May-86,,"Prochloraz, carbendazim and the growth regulator applied (except sections 6)",
Broadbalk,1986,winter wheat,02-May-86,,spring N treatments applied.,
Broadbalk,1986,winter wheat,16-Jun-86,,"Fenpropimorph, captafol applied (except sections 6)",
Broadbalk,1986,winter wheat,01-Jul-86,,"Propiconazole, Sept' applied (except sections 6)",
Broadbalk,1986,winter wheat,02-Sep-85,,combine harvested,
Broadbalk,1986,potatoes,07-May-86,,planted,
Broadbalk,1986,potatoes,30-May-86,,Weedkiller applied,
Broadbalk,1986,potatoes,30-Jun-86,,Mancozeb applied,
Broadbalk,1986,potatoes,14-Jul-86,,Mancozeb applied,
Broadbalk,1986,potatoes,28-Jul-86,,Mancozeb with insecticide applied,
Broadbalk,1986,potatoes,12-Aug-86,,Mancozeb with insecticide applied,
Broadbalk,1986,potatoes,29-Aug-86,,Haulm desiccant applied,
Broadbalk,1986,potatoes,15-Sep-85,,Haulm mechanically destroyed,
Broadbalk,1986,potatoes,16-Sep-86,,Lifted,
Broadbalk,1986,all sections,23-Sep-85,,"Superphosphate, sulphate of potash, sulphate of soda, castor meal applied",
Broadbalk,1986,all sections,24-Sep-85,,Kieserite applied,
Broadbalk,1986,all sections,25-Sep-85,,FYM applied,
Broadbalk,1986,all sections,26-Sep-85,,ploughed,
Broadbalk,1986,all sections,30-Sep-85,,rotary harrowed,
Broadbalk,1986,fallow sections,13-May-86,,Spring-tine cultivated,
Broadbalk,1986,fallow sections,06-Jun-86,,Spring-tine cultivated,
Broadbalk,1986,fallow sections,19-Jun-86,,Spring-tine cultivated,
Broadbalk,1986,fallow sections,28-Jul-86,,Spring-tine cultivated,
Broadbalk,1986,fallow sections,04-Jul-86,,cultivated with thistle bar,
Broadbalk,1986,fallow sections,22-Aug-86,,cultivated with thistle bar,
Broadbalk,1987,winter wheat,05-Sep-86,,Straw cropped sections 0,
Broadbalk,1987,winter wheat,26-Sep-86,,"Chalk applied sections 0, 4, 5)",
Broadbalk,1987,winter wheat,10-Oct-86,,"rotary harrowed, seed sown",
Broadbalk,1987,winter wheat,17-Oct-86,,Methabenzthiazuron applied (except sections 8),
Broadbalk,1987,winter wheat,14-Apr-87,,N treatments applied,
Broadbalk,1987,winter wheat,15-Apr-87,,remaining weedkillers applied (except sections 8),
Broadbalk,1987,winter wheat,06-May-87,,"Prochloraz, carbendazim, the growth regulator applied (except sections 6)",
Broadbalk,1987,winter wheat,16-Jun-87,,Fenpropimorph with chlorothalonil applied (except to sections 6),
Broadbalk,1987,winter wheat,10-Jul-87,,"Propiconazole with carbendazim, Mancozeb applied (except sections 6)",
Broadbalk,1987,winter wheat,08-Sep-86,,combine harvested,
Broadbalk,1987,potatoes,17-Feb-87,,Heavy spring-tine cultivated,
Broadbalk,1987,potatoes,14-Apr-87,,N treatments applied,
Broadbalk,1987,potatoes,16-Apr-87,,"rotary harrowed, potatoes planted",
Broadbalk,1987,potatoes,27-Apr-87,,rotary ridged,
Broadbalk,1987,potatoes,30-Apr-87,,Weedkiller applied,
Broadbalk,1987,potatoes,24-Jun-87,,Mancozeb applied,
Broadbalk,1987,potatoes,08-Jul-87,,Mancozeb applied,
Broadbalk,1987,potatoes,28-Jul-87,,Mancozeb applied,
Broadbalk,1987,potatoes,10-Aug-87,,Mancozeb applied,
Broadbalk,1987,potatoes,08-Jul-87,,Pirimicarb applied,
Broadbalk,1987,potatoes,28-Aug-87,,Fentin hydroxide applied,
Broadbalk,1987,potatoes,04-Sep-86,,Haulm desiccant applied,
Broadbalk,1987,potatoes,23-Sep-87,,Lifted,
Broadbalk,1987,fallow sections,17-Feb-87,,Heavy spring-tine cultivated,
Broadbalk,1987,fallow sections,27-Apr-87,,rotary harrowed,
Broadbalk,1987,fallow sections,28-Apr-87,,Deep-tine cultivated,
Broadbalk,1987,fallow sections,29-Apr-87,,Spring-tine cultivated,
Broadbalk,1987,fallow sections,22-Jun-87,,glyphosate applied,
Broadbalk,1987,fallow sections,30-Jun-87,,Heavy spring-tine cultivated,
Broadbalk,1987,fallow sections,17-Aug-87,,glyphosate applied,
Broadbalk,1987,all sections,19-Sep-86,,"Kieserite, sulphate of soda, castor meal applied",
Broadbalk,1987,all sections,22-Sep-86,,Sulphate of potash applied,
Broadbalk,1987,all sections,06-Oct-86,,Superphosphate Red seed,
Broadbalk,1988,winter wheat,09-Sep-87,,Straw cropped sections 0,
Broadbalk,1988,winter wheat,28-Sep-87,,autumn N treatments applied,
Broadbalk,1988,winter wheat,05-Nov-87,,"rotary harrowed, Brimstone seed sown",
Broadbalk,1988,winter wheat,06-Nov-87,,"rotary harrowed, Squareheads Master seed sown",
Broadbalk,1988,winter wheat,08-Apr-88,,spring N treatments applied.,
Broadbalk,1988,winter wheat,26-Apr-88,,"Fluroxypyr, clopyralid and bromoxynil applied",
Broadbalk,1988,winter wheat,06-May-88,,"Growth regulator with prochloraz and carbendazim applied (except to sections 6), diclofop-methyl with fluroxypyr applied",
Broadbalk,1988,winter wheat,06-Jun-88,,Propiconazole with tridemorph and pirimicarb applied (except to sections 6),
Broadbalk,1988,winter wheat,23-Jun-88,,"Carbendazim, Mancozeb, propiconazole applied (except to sections 6)",
Broadbalk,1988,winter wheat,05-Sep-87,,combine harvested Brimstone (except sections 9),
Broadbalk,1988,winter wheat,06-Sep-87,,"combine harvested Brimstone sections 9), Squareheads Master",
Broadbalk,1988,potatoes,07-Apr-88,,N treatments applied,
Broadbalk,1988,potatoes,08-Apr-88,,"Heavy spring-tine cultivated, rotary harrowed, potatoes planted",
Broadbalk,1988,potatoes,25-Apr-88,,rotary ridged,
Broadbalk,1988,potatoes,05-May-88,,Weedkiller applied,
Broadbalk,1988,potatoes,15-Jun-88,,Mancozeb with pirimicarb applied,
Broadbalk,1988,potatoes,30-Jun-88,,Mancozeb with pirimicarb applied,
Broadbalk,1988,potatoes,08-Jul-88,,Manganese zinc ethylene bisdithiocarbamate applied,
Broadbalk,1988,potatoes,18-Jul-88,,Mancozeb applied,
Broadbalk,1988,potatoes,01-Aug-88,,Mancozeb applied,
Broadbalk,1988,potatoes,15-Aug-88,,Mancozeb applied,
Broadbalk,1988,potatoes,30-Aug-88,,Fentin hydroxide applied,
Broadbalk,1988,potatoes,05-Sep-87,,Haulm mechanically destroyed,
Broadbalk,1988,potatoes,15-Sep-88,,Lifted,
Broadbalk,1988,all sections,28-Sep-87,,"Triple superphosphate, sulphate of potash, sulphate of soda, kieserite, castor meal, FYM applied",
Broadbalk,1988,all sections,30-Sep-87,,ploughed,
Broadbalk,1988,fallow sections,29-Apr-88,,Heavy spring-tine cultivated,
Broadbalk,1988,fallow sections,13-May-88,,cultivated by rotary grubber,
Broadbalk,1988,fallow sections,13-Jun-88,,cultivated by rotary grubber,
Broadbalk,1988,fallow sections,15-Jul-88,,ploughed,
Broadbalk,1988,fallow sections,29-Jul-88,,disced and rolled,
Broadbalk,1988,fallow sections,01-Aug-88,,ploughed,
Broadbalk,1989,winter wheat,09-Sep-88,,Straw cropped sections 0,
Broadbalk,1989,winter wheat,20-Sep-88,,"glyphosate applied (except to sections 2, 8)",
Broadbalk,1989,winter wheat,07-Oct-88,,autumn N treatments applied,
Broadbalk,1989,winter wheat,11-Oct-88,,"Chalk applied sections 1, 3)",
Broadbalk,1989,winter wheat,26-Oct-88,,"rotary harrowed, Brimstone seed sown",
Broadbalk,1989,winter wheat,27-Oct-88,,"rotary harrowed, Squareheads Master seed sown",
Broadbalk,1989,winter wheat,15-Nov-88,,Isoproturon applied (except to sections lb,
Broadbalk,1989,winter wheat,18-Apr-89,,spring N treatments applied.,
Broadbalk,1989,winter wheat,19-Apr-89,,"Prochloraz, carbendazim with the growth regulator applied (except to sections 6)",
Broadbalk,1989,winter wheat,05-May-89,,"mecoprop, bromoxynil, ioxynil with isoproturon applied (except to sections 8)",
Broadbalk,1989,winter wheat,31-May-89,,Fenpropimorph with chlorothalonil applied (except to sections 6),
Broadbalk,1989,winter wheat,20-Jun-89,,"Propiconazole with carbendazim, Mancozeb applied (except sections 6)",
Broadbalk,1989,winter wheat,07-Aug-89,,combine harvested Brimstone,
Broadbalk,1989,winter wheat,08-Aug-89,,Squareheads Master,
Broadbalk,1989,potatoes,29-Mar-89,,Deep-tine cultivated,
Broadbalk,1989,potatoes,18-Apr-89,,N treatments applied,
Broadbalk,1989,potatoes,24-Apr-89,,"rotary harrowed, potatoes planted",
Broadbalk,1989,potatoes,25-May-89,,rotary ridged,
Broadbalk,1989,potatoes,31-May-89,,Weedkiller applied,
Broadbalk,1989,potatoes,03-Jul-89,,Mancozeb applied,
Broadbalk,1989,potatoes,28-Jul-89,,"duty,",
Broadbalk,1989,potatoes,14-Aug-89,,"duty,",
Broadbalk,1989,potatoes,30-Aug-89,,Fentin hydroxide applied,
Broadbalk,1989,potatoes,05-Sep-88,,Haulm mechanically destroyed,
Broadbalk,1989,potatoes,12-Sep-89,,Lifted,
Broadbalk,1989,fallow sections,20-Sep-88,,glyphosate applied,
Broadbalk,1989,fallow sections,09-May-89,,rotary cultivated,
Broadbalk,1989,fallow sections,19-Jun-89,,rotary cultivated,
Broadbalk,1989,fallow sections,12-Jul-89,,cultivated with thistle bar,
Broadbalk,1989,all sections,26-Sep-88,,"P applied to plots 17, 18",
Broadbalk,1989,all sections,07-Oct-88,,P applied to remaining plots,
Broadbalk,1989,all sections,05-Oct-88,,"K, Na, Mg applied",
Broadbalk,1989,all sections,14-Oct-88,,"FYM applied, ploughed",
Broadbalk,1989,all sections,24-Oct-88,,rotary harrowed,
Broadbalk,1990,winter wheat,16-Aug-90,,Straw cropped sections 0,
Broadbalk,1990,winter wheat,29-Aug-90,,"glyphosate applied (except to sections 7, 8)",
Broadbalk,1990,winter wheat,13-Sep-89,,"Chalk applied sections 2, 8)",
Broadbalk,1990,winter wheat,15-Sep-89,,autumn N treatments applied,
Broadbalk,1990,winter wheat,11-Oct-89,,"rotary harrowed, all seed sown.",
Broadbalk,1990,winter wheat,17-Nov-89,,Isoproturon with mecoprop applied (except to sections 8),
Broadbalk,1990,winter wheat,09-Apr-90,,spring N treatments applied.,
Broadbalk,1990,winter wheat,24-Apr-90,,Prochloraz with the growth regulator applied (except to sections 6),
Broadbalk,1990,winter wheat,25-Apr-90,,"mecoprop, bromoxynil, ioxynil applied to sections 0, 1, 2, 3 and separately to sections 6, 7, 9",
Broadbalk,1990,winter wheat,17-May-90,,"Chlorothalonil with fenpropimorph (except to sections 6), fluroxypyr (except to sections 8) applied",
Broadbalk,1990,winter wheat,14-Jun-90,,Propiconazole with carbendazim and Mancozeb applied (except to sections 6),
Broadbalk,1990,winter wheat,08-Aug-90,,combine harvested,
Broadbalk,1990,potatoes,29-Aug-90,,glyphosate applied,
Broadbalk,1990,potatoes,24-Nov-89,,Deep-tine cultivated,
Broadbalk,1990,potatoes,05-Apr-90,,"N treatments applied, rotary harrowed, potatoes planted, rotary ridged",
Broadbalk,1990,potatoes,06-Apr-90,,Linuron applied,
