Experiment,year,section,new start date,new end date,operation,plots,flag,operation type,amount,unit,water,water unit,variety,dressing,machine,method
Exhaustion Land,2000,k test,10/09/1999,,Triple superphosphate at 300 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2000,p test,10/09/1999,,Muriate of potash at 250 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2000,p test,10/09/1999,,Triple superphosphate at 300 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2001,all plots,20/10/2000,,ploughed,,1,tillage process,,,,,,,,
Exhaustion Land,2001,all plots,26/10/2000,,combination drilled,,1,seeding process,450,seeds/m2,,,Hereward,Sibutol,Accord drill,
Exhaustion Land,2001,all plots,21/01/2001,,ploughed,,1,tillage process,,,,,,,,
Exhaustion Land,2001,all plots,02/04/2001,,combination drilled,,1,seeding process,350,seeds/m2,,,Axona,Sibutol,Accord drill,
Exhaustion Land,2001,all plots,15/05/2001,,33.5%N at 433 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2001,all plots,15/05/2001,,Ally at 20 g in 100 l,,1,,,,,,,,,
Exhaustion Land,2001,all plots,15/05/2001,,Starane 2 at 0.5 l in 100 l,,1,,,,,,,,,
Exhaustion Land,2001,all plots,13/06/2001,,Folicur at 0.7 l in 100 l,,1,,,,,,,,,
Exhaustion Land,2001,all plots,20/08/2001,,Azural at 4.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2001,all plots,07/09/2001,,combine harvested plots for yield and discards,,1,harvesting process,,,,,,,,
Exhaustion Land,2001,all plots,11/09/2001,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2001,all plots,,,Winter wheat failed re-sown to spring wheat,,1,,,,,,,,,
Exhaustion Land,2001,all plots,07/09/2001,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2001,all plots,07/09/2001,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2001,all plots,07/09/2001,,straw swathed,,1,swathing process,,,,,,,,
Exhaustion Land,2001,k test,17/10/2000,,"P basal (triple superphosphate at 98 kg) plots 2, 4, 6, 8 & 10",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2001,p test,17/10/2000,,P test (triple superphosphate at 98 kg) plots 011-013 031-033 051-053 071-073 & 091-093,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2001,p test,18/10/2000,,"K basal/100 kg (muriate of potash at 250 kg) plots 1, 3, 5, 7 & 9",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2002,all plots,04/10/2001,,K K basal/100 kg Muriate of potash at 250 kg) plots 1 3 5 7 & 9 T P P test (triple superphosphate at 98 kg) plots 011-013 031-033 051-053 071-073 & 091-093,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2002,all plots,04/10/2001,,Subsoiled,,1,,,,,,,,,
Exhaustion Land,2002,all plots,13/10/2001,,combination drilled,,1,seeding process,350,seeds/m2,,,Hereward,Sibutol,,
Exhaustion Land,2002,all plots,11/12/2001,,Hawk at 2.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,04/10/2001,,ploughed,,1,tillage process,,,,,,,,
Exhaustion Land,2002,all plots,11/12/2001,,Tolkan Liquid at 1.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,11/12/2001,,Phase II at 1.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,04/04/2002,,Opus at 0.4 l in 100 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,04/04/2002,,Twist at 0.6 l in 100 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,04/04/2002,,BASF 3C Chlormequat 720 at 1.25 l in 100 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,04/04/2002,,Moddus at 0.2 l in 100 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,29/04/2002,,33.5%N at 567 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2002,all plots,20/05/2002,,Rotavated down paths,,1,,,,,,,,,
Exhaustion Land,2002,all plots,31/05/2002,,Starane 2 at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,31/05/2002,,Opus at 0.5 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,31/05/2002,,Twist at 0.8 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,04/07/2002,,Rogued wild oats,,1,hand picking process,,,,,,,,
Exhaustion Land,2002,all plots,01/08/2002,,Roundup Biactive at 3.0 l in 100 l,,1,,,,,,,,,
Exhaustion Land,2002,all plots,12/08/2002,,combine harvested plots for yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2002,all plots,12/08/2002,,straw swathed,,1,swathing process,,,,,,,,
Exhaustion Land,2002,all plots,12/08/2002,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2002,all plots,12/08/2002,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2002,all plots,24/08/2002,,Carted bales,,1,,,,,,,,,
Exhaustion Land,2002,all plots,04/10/2001,,ploughed,,1,tillage process,,,,,,,,
Exhaustion Land,2002,p test,04/10/2001,,"P basal (triple superphosphate at 98 kg) plots 2, 4, 6, 8 & 10",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2002,p test,04/10/2001,,P test (triple superphosphate at 98 kg) plots 011-013 031-033 051-053 071-073 & 091-093,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2003,all plots,05/09/2002,,Flat-lifted,,1,,,,,,,,,
Exhaustion Land,2003,all plots,01/10/2002,,Kieserite at 200 kg,,1,,,,,,,,,
Exhaustion Land,2003,all plots,03/10/2002,,applied chalk,,1,liming process,4,t/ha,,,,,,
Exhaustion Land,2003,all plots,05/10/2002,,rolled,,1,tillage process,,,,,,,,
Exhaustion Land,2003,all plots,07/10/2002,,combination drilled,,1,seeding process,400,seeds/m2,,,Hereward,Sibutol,,
Exhaustion Land,2003,all plots,08/10/2002,,rolled,,1,tillage process,,,,,,,,
Exhaustion Land,2003,all plots,17/02/2003,,Lexus 50 DF at 20 g in 200 l,,1,,,,,,,,,
Exhaustion Land,2003,all plots,10/03/2003,,Sulphur Gold (30% N 7.6% S) at 167 kg,,1,,,,,,,,,
Exhaustion Land,2003,all plots,29/04/2003,,33.5%N at 448 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2003,all plots,07/05/2003,,Ally at 30 g in 200 l,,1,,,,,,,,,
Exhaustion Land,2003,all plots,10/05/2003,,Opus at 0.5 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2003,all plots,28/05/2003,,Opus at 0.5 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2003,all plots,26/07/2003,,Touchdown at 4.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2003,all plots,06/08/2003,,combine harvested plots for yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2003,all plots,07/08/2003,,combine harvested discards,,1,harvesting process,,,,,,,,
Exhaustion Land,2003,all plots,07/08/2003,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2003,all plots,07/08/2003,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2003,all plots,05/09/2002,,rolled,,1,tillage process,,,,,,,,
Exhaustion Land,2003,all plots,03/10/2002,,ploughed 25 cm wide furrows,,1,tillage process,,,,,,,,
Exhaustion Land,2003,all plots,17/02/2003,,Stomp 400 SC at 3.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2003,all plots,07/05/2003,,Starane 2 at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2003,all plots,10/05/2003,,Amistar at 0.6 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2003,all plots,28/05/2003,,Twist at 1.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2003,k test,01/10/2002,,"P basal (triple superphosphate at 98 kg) plots 2, 4, 6, 8 & 10",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2003,p test,01/10/2002,,"K basal/100 kg (muriate of potash at 250 kg) plots 1, 3, 5, 7 & 9",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2003,p test,01/10/2002,,P test (triple superphosphate at 98 kg) plots 011-013 031-033 051-053 071-073 & 091-093,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2004,all plots,26/09/2003,,K K basal/100 kg Muriate of potash at 250 kg) plots 1 3 5 7 & 9 T P P test (triple superphosphate at 98 kg) plots 011-013 031-033 051-053 071-073 & 091-093,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2004,all plots,26/09/2003,,ploughed 30 cm wide furrows,,1,tillage process,,,,,,,,
Exhaustion Land,2004,all plots,27/09/2003,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2004,all plots,10/10/2003,,combination drilled,,1,seeding process,380,seeds/m2,,,Xi19,Sibutol Secur,,
Exhaustion Land,2004,all plots,10/10/2003,,rolled,,1,tillage process,,,,,,,,
Exhaustion Land,2004,all plots,16/12/2003,,Arelon 500 at 4.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2004,all plots,16/12/2003,,Stomp 400 SC at 2.5 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2004,all plots,30/03/2004,,Ammonium sulphate (21%N) at 238 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2004,all plots,14/04/2004,,Ally at 30 g in 200 l,,1,,,,,,,,,
Exhaustion Land,2004,all plots,14/04/2004,,Oxytril CM at 0.5 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2004,all plots,29/04/2004,,34.5%N at 580 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2004,all plots,13/05/2004,,Opus at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2004,all plots,13/05/2004,,Moddus at 0.15 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2004,all plots,24/05/2004,,Rotavated down paths,,1,,,,,,,,,
Exhaustion Land,2004,all plots,25/05/2004,,34.5%N at 145 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2004,all plots,07/06/2004,,Opus at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2004,all plots,07/06/2004,,Twist at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2004,all plots,14/06/2004,,Dursban 4 at 0.45 in 200 l,,1,,,,,,,,,
Exhaustion Land,2004,all plots,02/09/2004,,combine harvested plots for yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2004,all plots,03/09/2004,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2004,all plots,07/09/2004,,combine harvested discards,,1,harvesting process,,,,,,,,
Exhaustion Land,2004,all plots,07/09/2004,,straw swathed,,1,swathing process,,,,,,,,
Exhaustion Land,2004,all plots,07/09/2004,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2004,p test,26/09/2003,,"P basal (triple superphosphate at 98 kg) plots 2, 4, 6, 8 & 10",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2004,p test,26/09/2003,,P test (triple superphosphate at 98 kg) plots 011-013 031-033 051-053 071-073 & 091-093,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2005,all plots,29/09/2004,,ploughed 25 cm wide furrows,,1,tillage process,,,,,,,,
Exhaustion Land,2005,all plots,30/09/2004,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2005,all plots,05/10/2004,,flexitined,,1,tillage process,,,,,,,,
Exhaustion Land,2005,all plots,05/10/2004,,combination drilled,,1,seeding process,350,seeds/m2,,,Xi19,Sibutol Secur,,
Exhaustion Land,2005,all plots,05/10/2004,,rolled,,1,tillage process,,,,,,,,
Exhaustion Land,2005,all plots,25/11/2004,,Hawk at 2.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,25/11/2004,,Alpha IPU 500 at 2.5 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,25/11/2004,,Nufarm Cropoil at 1.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,25/11/2004,,Hallmark with Zeon Technology at 50 ml in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,15/03/2005,,Ammonium sulphate (21%N) at 238 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2005,all plots,14/04/2005,,34.5%N at 580 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2005,all plots,29/04/2005,,Opus at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,29/04/2005,,Bravo 500 at 1.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,29/04/2005,,Atlas Chlormequat 700 at 2.5 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,03/05/2005,,Ally SX at 30 g in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,10/05/2005,,34.5%N at 145 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2005,all plots,15/05/2005,,Bravo 500 at 1.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,15/05/2005,,Opus at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,15/05/2005,,Starane 2 at 0.5 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,31/05/2005,,Opus at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,31/05/2005,,Amistar Opti at 1.5 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,07/05/2005,,Amistar at 0.3 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,07/05/2005,,Folicur at 0.3 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,07/05/2005,,Dursban 4 at 0.6 in 200 l,,1,,,,,,,,,
Exhaustion Land,2005,all plots,25/07/2005,,Rotavated down paths,,1,,,,,,,,,
Exhaustion Land,2005,all plots,16/08/2005,,combine harvested plots for yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2005,all plots,16/08/2005,,straw swathed,,1,swathing process,,,,,,,,
Exhaustion Land,2005,all plots,17/08/2005,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2005,k test,29/09/2004,,"P basal (triple superphosphate at 98 kg) plots 2, 4, 6, 8 & 10",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2005,p test,29/09/2004,,"K basal/124.5 kg (muriate of potash at 250 kg) plots 1, 3, 5, 7 & 9",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2005,p test,29/09/1957,,P test (triple superphosphate at 98 kg) plots 011-013 031-033 051-053 071-073 & 091-093,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2005,p test,29/09/2004,,P test (triple superphosphate at 98 kg) plots 011-013 031-033 051-053 071-073 & 091-093,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2006,all plots,29/09/2005,,Keiserite (30 Kg Mg),,1,,,,,,,,,
Exhaustion Land,2006,all plots,29/09/2005,,ploughed 25 cm wide furrows,,1,tillage process,,,,,,,,
Exhaustion Land,2006,all plots,04/10/2005,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2006,all plots,07/10/2005,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2006,all plots,07/10/2005,,combination drilled,,1,seeding process,350,seeds/m2,,,Xi19,Redigo Twin,,
Exhaustion Land,2006,all plots,17/10/2005,,Ice at 4.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,05/12/2005,,Hallmark with Zeon Technology at 50 ml in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,13/03/2006,,Ammonium sulphate (21%N) at 238 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2006,all plots,18/04/2006,,34.5%N at 580 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2006,all plots,21/04/2006,,Opus at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,21/04/2006,,Bravo 500 at 1.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,21/04/2006,,Flexity at 0.2 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,17/05/2006,,34.5%N at 145 kg,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2006,all plots,21/05/2006,,Bravo 500 at 1.0 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,21/05/2006,,Opus at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,21/05/2006,,Vivid at 0.4 in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,21/05/2006,,Starane 2 at 0.75 l in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,21/05/2006,,Ally Max SX at 42 g in 200 l,,1,,,,,,,,,
Exhaustion Land,2006,all plots,06/08/2006,,combine harvested discards,,1,harvesting process,,,,,,,,
Exhaustion Land,2006,all plots,06/08/2006,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2006,all plots,23/08/2006,,combine harvested plots for yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2006,all plots,23/08/2006,,straw swathed,,1,swathing process,,,,,,,,
Exhaustion Land,2006,all plots,23/08/2006,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2006,all plots,25/08/2006,,combine harvested discards,,1,harvesting process,,,,,,,,
Exhaustion Land,2006,all plots,25/08/2006,,straw swathed,,1,swathing process,,,,,,,,
Exhaustion Land,2006,all plots,25/08/2006,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2006,p test,07/09/2005,,"P basal (triple superphosphate at 98 kg) plots 2, 4, 6, 8 & 10",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2006,p test,27/09/2005,,P test (triple superphosphate at 98 kg) plots 011-013 031-033 051-053 071-073 & 091-093,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2006,p test,28/09/2005,,"K basal/124.5 kg (muriate of potash at 250 kg) plots 1, 3, 5, 7 & 9",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2007,all plots,13/10/2006,,Barclay Gallup 360,,1,,4,l/200 l/ha,,,,,,
Exhaustion Land,2007,all plots,19/10/2006,,ploughed - thrown north,,1,tillage process,,,,,,,,
Exhaustion Land,2007,all plots,30/10/2006,,combination drilled,,1,seeding process,350,seeds/m2,,,Xi19,Redigo Sib Secure,,
Exhaustion Land,2007,all plots,12/03/2007,,Sulphate of Ammonia,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2007,all plots,11/04/2007,,Pacifica,,1,,0.5,kg/200 l/ha,,,,,,
Exhaustion Land,2007,all plots,11/04/2007,,Biopower,,1,,1,l/200 l/ha,,,,,,
Exhaustion Land,2007,all plots,23/04/2007,,Clean Crop Wanderer,,1,,1,l/200 l/ha,,,,,,
Exhaustion Land,2007,all plots,23/04/2007,,Deuce,,1,,1,l/200 l/ha,,,,,,
Exhaustion Land,2007,all plots,26/04/2007,,Nitraprill,,1,,580,kg/ha,,,,,,
Exhaustion Land,2007,all plots,22/05/2007,,Amistar Opti,,1,,1.25,l/200 l/ha,,,,,,
Exhaustion Land,2007,all plots,22/05/2007,,Opus 0.80,,1,,200,l/ha,,,,,,
Exhaustion Land,2007,all plots,06/06/2007,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2007,all plots,14/06/2007,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2007,all plots,25/06/2007,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2007,all plots,07/08/2007,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2007,all plots,03/09/2007,,combine harvested plots for yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2007,all plots,03/09/2007,,Swath straw,,1,swathing process,,,,,,,,
Exhaustion Land,2007,all plots,03/11/2007,,Ice 4.00,,1,,200,l/ha,,,,,,
Exhaustion Land,2007,all plots,08/12/2007,,Entice,,1,,7,kg/ha,,,,,,
Exhaustion Land,2007,all plots,27/08/2007,,Combine harvest O&E's,,1,harvesting process,,,,,,,,
Exhaustion Land,2007,all plots,27/08/2007,,Chop straw O&E's,,1,,,,,,,,,
Exhaustion Land,2007,k test,12/10/2006,,"t Muriate of Potash - 023, 043, 063, 083, 103",,1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2007,k test,12/10/2006,,"Muriate of Potash 024, 044, 064, 084, 104",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2007,k test,12/10/2006,,"Basal P (triple superphosphate) plots 02, 04, 06, 08 and 10",,1,agronomic fertilization process,98,kg/ha,,,,,,
Exhaustion Land,2007,p test,12/10/2006,,"Triple superphosphate plots 011-013, 031-033, 051-053, 071-073, 091-093",,1,agronomic fertilization process,98,kg/ha,,,,,,
Exhaustion Land,2007,p test,12/10/2006,,"Basal K (muriate of potash) plots 01, 03, 05, 07, 09",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2008,all plots,30/09/2007,,Glyphosate 360,,1,,3,l/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,10/10/2007,11/10/2007,ploughed - thrown south,,1,tillage process,,,,,,,,
Exhaustion Land,2008,all plots,22/10/2007,,combination drilled,,1,seeding process,350,seeds/m2,,,Xi19,Redigo Twin + Deter,,
Exhaustion Land,2008,all plots,23/10/2007,,rolled,,1,tillage process,,,,,,,,
Exhaustion Land,2008,all plots,30/10/2007,,Huron,,1,,5,kg/ha,,,,,,
Exhaustion Land,2008,all plots,02/11/2007,,Liberator,,1,,0.6,l/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,02/11/2007,,Alpha Trifluralin 48 EC,,1,,2,l/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,17/11/2007,,Stomp 400 SC,,1,,3.3,l/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,17/11/2007,,Arelon 500,,1,,2,l/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,17/11/2007,,Hallmark with Zeon Technology,,1,,50,ml/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,01/04/2008,,Sulphate of Ammonia,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2008,all plots,18/04/2008,,Nitraprill,,1,,580,kg/ha,,,,,,
Exhaustion Land,2008,all plots,08/05/2008,,Deuce,,1,,1,l/150 l/ha,,,,,,
Exhaustion Land,2008,all plots,08/05/2008,,Bravo 500,,1,,0.75,l/150 l/ha,,,,,,
Exhaustion Land,2008,all plots,08/05/2008,,Flexity,,1,,0.2,l/150 l/ha,,,,,,
Exhaustion Land,2008,all plots,08/05/2008,,BASF 30 Chlormequat 720,,1,,1,l/150 l/ha,,,,,,
Exhaustion Land,2008,all plots,19/05/2008,,Ally Max SX,,1,,42,g/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,19/05/2008,,Starane 2,,1,,0.75,l/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,21/05/2008,,Nitraprill,,1,,145,kg/ha,,,,,,
Exhaustion Land,2008,all plots,31/05/2008,,Amistar Opti,,1,,1.25,l/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,31/05/2008,,Opus Team,,1,,1,l/200 l/ha,,,,,,
Exhaustion Land,2008,all plots,06/06/2008,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2008,all plots,16/06/2008,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2008,all plots,25/07/2008,,Rogue wild oats / thistles / weeds,,1,hand picking process,,,,,,,,
Exhaustion Land,2008,all plots,27/08/2008,,Combine harvest plots for yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2008,all plots,27/08/2008,,Swath straw,,1,swathing process,,,,,,,,
Exhaustion Land,2008,all plots,27/08/2008,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2008,,27/08/2008,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2008,all plots,30/08/2008,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2008,k test,01/10/2007,,"Muriate of Potash, plots 023, 043, 063, 083 & 103",,1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2008,k test,01/10/2007,,"Basal P (triple superphosphate) plots 02, 04, 06, 08 and 10",,1,agronomic fertilization process,98,kg/ha,,,,,,
Exhaustion Land,2008,k test,01/10/2007,,"Muriate of Potash, plots 024, 044, 064, 084 & 104",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2008,p test,01/10/2007,,"Triple Superphosphate, plots except 011-013, 031-033, 051-053, 071-073 & 091-093",,1,agronomic fertilization process,98,kg/ha,,,,,,
Exhaustion Land,2008,p test,01/10/2007,,"Basal K (muriate of potash) plots 01, 03, 05, 07, 09",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2008,p test,06/10/2007,,applied chalk,"plots 021, 022, 024, 061, 062, 063, 083, 102, 103, 104",1,liming process,2,t/ha,,,,,,
Exhaustion Land,2008,p test,06/10/2007,,applied chalk,"plots 011, 023, 042, 044, 054, 064,071, 082, 084",1,liming process,400,t/ha,,,,,,
Exhaustion Land,2008,p test,06/10/2007,,applied chalk,"plots 041, 043, 051, 081, 101",1,liming process,6,t/ha,,,,,,
Exhaustion Land,2009,all plots,06/10/2008,,ploughed - thrown north,,1,tillage process,,,,,,,,
Exhaustion Land,2009,all plots,11/10/2008,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2009,all plots,16/10/2008,,power harrowed,,1,tillage process,,,,,,,,
Exhaustion Land,2009,all plots,16/10/2008,,combination drilled,,1,seeding process,350,seeds/m2,,,Xi19,Redigo Deter,,
Exhaustion Land,2009,all plots,18/10/2008,,Liberator,,1,,0.6,l/200 l/ha,,,,,,
Exhaustion Land,2009,all plots,17/12/2008,,Stomp 400 SC,,1,,3.3,l/ha,,,,,,
Exhaustion Land,2009,all plots,17/12/2008,,Arelon 500,,1,,3,l/ha,,,,,,
Exhaustion Land,2009,all plots,17/12/2008,,Hallmark with Zeon Technology,,1,,50,ml/ha,,,,,,
Exhaustion Land,2009,all plots,09/03/2009,,Ammonium Sulphate,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2009,all plots,25/03/2009,,Kieserite,,1,,80,kg/ha,,,,,,
Exhaustion Land,2009,all plots,14/04/2009,,Pacifica,,1,,0.4,kg/ha,,,,,,
Exhaustion Land,2009,all plots,20/04/2009,,Nitram,,1,,580,kg/ha,,,,,,
Exhaustion Land,2009,all plots,20/04/2009,,Cherokee,,1,,1,l/ha,,,,,,
Exhaustion Land,2009,all plots,02/05/2009,,Splice,,1,,1,l/ha,,,,,,
Exhaustion Land,2009,all plots,02/05/2009,,Bravo 500,,1,,1,l/ha,,,,,,
Exhaustion Land,2009,all plots,02/05/2009,,Talus,,1,,0.13,l/ha,,,,,,
Exhaustion Land,2009,all plots,02/05/2009,,BASF 3C Chlormequat 720,,1,,2.25,l/ha,,,,,,
Exhaustion Land,2009,all plots,04/05/2009,,Ally Max SX,,1,,42,g/ha,,,,,,
Exhaustion Land,2009,all plots,13/05/2009,,Nitram,,1,,145,kg/ha,,,,,,
Exhaustion Land,2009,all plots,16/05/2009,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2009,all plots,28/05/2009,,Brutus,,1,,1.5,l/ha,,,,,,
Exhaustion Land,2009,all plots,28/05/2009,,Amistar Opti,,1,,1.25,l/ha,,,,,,
Exhaustion Land,2009,all plots,02/06/2009,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2009,all plots,29/06/2009,,Mow / Rotavate paths,,1,,,,,,,,,
