Experiment,Year,section,start date,end date,operation,operation_type,flag,intensity,application_method,orig_operation,amount,amount unit,water,water unit,tank mix,plot,crop,variety,dressing,machine
R/WF/3,1982,fallow,30/06/1982,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1982,fallow,29/07/1982,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1983,wheat,07/09/1982,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1983,wheat,29/10/1982,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1983,wheat,18/01/1983,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1983,wheat,18/01/1983,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1983,wheat,18/01/1983,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1983,wheat,10/08/1983,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1983,fallow,07/09/1982,,ploughed,tillage process,3,1,,fallow plot ploughed,,,,,,,,,,
R/WF/3,1983,fallow,25/05/1983,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1983,fallow,16/06/1983,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1983,fallow,23/06/1983,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1983,fallow,14/07/1983,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1983,fallow,21/07/1983,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1984,wheat,12/09/1983,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1984,wheat,06/10/1983,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1984,wheat,07/10/1983,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1984,wheat,14/08/1984,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1984,fallow,12/09/1983,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1984,fallow,06/10/1983,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1984,fallow,27/04/1984,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1984,fallow,02/05/1984,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1984,fallow,08/05/1984,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1984,fallow,08/05/1984,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1984,fallow,18/06/1984,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1984,fallow,25/06/1984,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1984,fallow,25/06/1984,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1985,wheat,01/10/1984,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1985,wheat,01/11/1984,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1985,wheat,06/09/1985,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1985,fallow,01/10/1984,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1985,fallow,02/05/1985,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1985,fallow,07/05/1985,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1985,fallow,16/05/1985,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1985,fallow,14/06/1985,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1985,fallow,15/07/1985,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1985,fallow,02/08/1985,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1986,wheat,08/10/1985,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1986,wheat,02/09/1986,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1986,fallow,07/10/1985,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1986,fallow,28/04/1986,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1986,fallow,13/05/1986,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1986,fallow,06/06/1986,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1986,fallow,19/06/1986,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1986,fallow,28/07/1986,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1986,fallow,07/07/1986,,cultivated with thistle bar,tillage process,3,1,,cultivated with thistle bar,,,,,,,,,,
R/WF/3,1986,fallow,22/08/1986,,cultivated with thistle bar,tillage process,3,1,,cultivated with thistle bar,,,,,,,,,,
R/WF/3,1987,wheat,11/10/1986,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1987,wheat,01/09/1987,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1987,fallow,10/10/1986,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1987,fallow,27/04/1987,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1987,fallow,28/04/1987,,Deep-tine cultivated,tillage process,3,1,,Deep-tine cultivated,,,,,,,,,,
R/WF/3,1987,fallow,22/06/1987,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1987,fallow,30/06/1987,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1987,fallow,19/08/1987,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1988,wheat,06/11/1987,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1988,wheat,06/09/1988,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1988,fallow,14/12/1987,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1988,fallow,29/04/1988,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1988,fallow,16/05/1988,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1988,fallow,13/06/1988,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1989,wheat,27/10/1988,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1989,wheat,09/08/1989,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1989,fallow,12/12/1988,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1989,fallow,08/05/1989,,rotary cultivated,tillage process,3,1,,rotary cultivated,,,,,,,,,,
R/WF/3,1989,fallow,31/07/1989,,cultivated with thistle bar,tillage process,3,1,,cultivated with thistle bar,,,,,,,,,,
R/WF/3,1990,wheat,12/10/1989,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1990,wheat,12/10/1989,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1990,wheat,09/08/1990,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1990,fallow,08/12/1989,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1990,fallow,23/04/1990,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1990,fallow,15/06/1990,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1990,fallow,17/07/1990,,cultivated with thistle bar,tillage process,3,1,,cultivated with thistle bar,,,,,,,,,,
R/WF/3,1991,wheat,17/10/1990,,rotary harrowed twice,tillage process,3,1,,rotary harrowed twice,,,,,,,,,,
R/WF/3,1991,wheat,25/08/1991,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1991,fallow,24/09/1990,,"Deep tine cultivated with vibrating tines 60 cm apart, 45 cm deep",tillage process,3,1,,"Deep tine cultivated with vibrating tines 60 cm apart, 45 cm deep",,,,,,,,,,
R/WF/3,1991,fallow,04/10/1991,,"ploughed, furrow pressed",tillage process,3,2,,"ploughed, furrow pressed",,,,,,,,,,
R/WF/3,1991,fallow,25/04/1991,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1991,fallow,14/06/1991,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1991,fallow,08/07/1991,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1992,wheat,15/10/1991,,rotary harrowed twice,tillage process,3,1,,rotary harrowed twice,,,,,,,,,,
R/WF/3,1992,wheat,17/10/1991,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1992,wheat,30/07/1992,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1992,fallow,20/09/1991,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1992,fallow,20/09/1991,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1992,fallow,20/09/1991,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1992,fallow,15/01/1992,,Chisel ploughed.,tillage process,3,1,,Chisel ploughed.,,,,,,,,,,
R/WF/3,1992,fallow,18/05/1992,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1992,fallow,25/06/1992,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1993,wheat,14/10/1992,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1993,wheat,19/10/1992,,rotary harrowed twice,tillage process,3,1,,rotary harrowed twice,,,,,,,,,,
R/WF/3,1993,wheat,17/08/1993,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1993,fallow,05/10/1992,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1993,fallow,26/05/1993,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1993,fallow,24/06/1993,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1994,wheat,20/10/1993,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1994,wheat,28/10/1993,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1994,wheat,28/10/1993,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1994,wheat,22/08/1994,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1994,fallow,20/10/1993,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1994,fallow,16/06/1994,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1994,fallow,08/07/1994,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1995,wheat,16/11/1994,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1995,wheat,17/11/1994,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1995,wheat,06/08/1995,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1995,fallow,14/10/1994,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1995,fallow,31/05/1995,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1995,fallow,09/06/1995,,cultivated by rotary grubber,tillage process,3,1,,cultivated by rotary grubber,,,,,,,,,,
R/WF/3,1995,fallow,17/07/1995,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1996,wheat,29/09/1995,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1996,wheat,16/08/1996,,combine harvested,harvesting process,3,,,combine harvested. fallow plot:,,,,,,,,,,
R/WF/3,1996,fallow,11/08/1995,,straw baled,baling process,3,,,straw baled,,,,,,,,,,
R/WF/3,1996,fallow,25/09/1995,,ploughed and furrow pressed,tillage process,3,2,,ploughed and furrow pressed. :,,,,,,,,,,
R/WF/3,1996,fallow,30/04/1996,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1996,fallow,17/07/1996,,shallow cultivated with thistle-bar.,tillage process,3,1,,shallow cultivated with thistle-bar.,,,,,,,,,,
R/WF/3,1997,wheat,05/10/1996,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1997,wheat,16/10/1996,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1997,wheat,16/10/1996,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1997,wheat,14/08/1997,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1997,fallow,05/10/1996,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1997,fallow,15/04/1997,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1997,fallow,08/07/1997,,thistle barred,tillage process,3,1,,thistle barred,,,,,,,,,,
R/WF/3,1997,fallow,14/08/1997,,thistle barred,tillage process,3,1,,thistle barred,,,,,,,,,,
R/WF/3,1998,wheat,23/10/1997,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1998,wheat,16/08/1998,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1998,fallow,23/10/1997,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1998,fallow,29/04/1998,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1998,fallow,20/05/1998,,thistle barred,tillage process,3,1,,thistle barred,,,,,,,,,,
R/WF/3,1998,fallow,09/07/1998,,thistle barred,tillage process,3,1,,Thistie barred.,,,,,,,,,,
R/WF/3,1999,wheat,07/10/1998,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1999,wheat,15/10/1998,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1999,wheat,15/10/1998,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1999,wheat,06/08/1999,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1999,fallow,06/04/1999,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,2000,wheat,12/09/1999,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,2000,wheat,04/10/1999,,flexitined,tillage process,3,1,,flexitined,,,,,,,,,,
R/WF/3,2000,wheat,05/10/1999,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,2000,wheat,17/07/2000,,hand rogued wild oats.,hand picking process,3,,,hand rogued wild oats.,,,,,,,,,,
R/WF/3,2000,wheat,12/08/2000,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,2000,fallow,16/03/2000,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,2000,fallow,06/06/2000,,thistle barred,tillage process,3,1,,thistle barred,,,,,,,,,,
R/WF/3,2000,fallow,29/06/2000,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,2001,wheat,20/10/2000,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,2001,wheat,26/10/2000,,flexitined,tillage process,3,1,,flexitined,,,,,,,,,,
R/WF/3,2001,wheat,21/01/2001,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,2001,wheat,26/07/2001,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,2001,wheat,07/09/2001,,"combine harvested plot for yield, and discard",harvesting process,3,,,": combine harvested plot for yield, and discard",,,,,,,,,,
R/WF/3,2001,wheat,07/09/2001,,straw baled,baling process,3,,,"sampled, baled and weighed straw",,,,,,,,,,
R/WF/3,2001,wheat,07/09/2001,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2001,wheat,07/09/2001,,swathed straw,windrowing,3,,,swathed straw,,,,,,,,,,
R/WF/3,2001,wheat,11/09/2001,,straw baled,baling process,3,,,straw baled,,,,,,,,,,
R/WF/3,2002,fallow,04/10/2001,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,2002,wheat,12/10/2001,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,2002,all plots,10/04/2002,,flexitined,tillage process,3,1,,flexitined,,,,,,,,,,
R/WF/3,2002,all plots,27/06/2002,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,2002,all plots,04/07/2002,,Rogued wild oats.,hand picking process,3,,,: Rogued wild oats.,,,,,,,,,,
R/WF/3,2002,all plots,29/07/2002,,rotavated,tillage process,3,1,,: Rothamsted.,,,,,,,,,,
R/WF/3,2002,wheat,13/08/2002,,combine harvested plots for yield,harvesting process,3,,,"combine harvested, plots for yield.",,,,,,,,,,
R/WF/3,2002,wheat,13/08/2002,,swathed straw,windrowing,3,,,"Swathed straw. sampled, baled and weighed straw.",,,,,,,,,,
R/WF/3,2002,wheat,13/08/2002,,straw baled,baling process,3,,,,,,,,,,,,,
R/WF/3,2002,wheat,13/08/2002,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2002,wheat,24/08/2002,,carted bales,removal process,3,,,: carted barley.,,,,,,,,,,
R/WF/3,2003,all plots,03/10/2002,,"ploughed, 25 cm wide furrows.",tillage process,3,1,,": ploughed, 25 cm wide furrows.",,,,,,,,,,
R/WF/3,2003,all plots,05/10/2002,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,2003,all plots,08/10/2002,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,2003,fallow,30/04/2003,,springtined,tillage process,3,1,,: spring fallow strip,,,,,,,,,,
R/WF/3,2003,fallow,09/06/2003,,rotary harrowed,tillage process,3,1,,: rotary harrowed fallow strip.,,,,,,,,,,
R/WF/3,2003,wheat,06/08/2003,,combine harvested plots for yield,harvesting process,3,,,"combine harvested, plots for yield.",,,,,,,,,,
R/WF/3,2003,wheat,07/08/2003,,combine harvested discard,harvesting process,3,,,: combine harvested discard.,,,,,,,,,,
R/WF/3,2003,wheat,07/08/2003,,straw baled,baling process,3,,,"sampled, baled and weighed straw",,,,,,,,,,
R/WF/3,2003,wheat,07/08/2003,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2004,all plots,17/09/2003,,flexitined,tillage process,3,1,,flexitined,,,,,,,,,,
R/WF/3,2004,all plots,26/09/2003,,ploughed 30 cm wide furrows.,tillage process,3,1,,30 cm wide furrows.,,,,,,,,,,
R/WF/3,2004,all plots,30/09/2003,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,2004,wheat,02/09/2004,,combine harvested plots for yield,harvesting process,3,,,"harvested, plot for yield.",,,,,,,,,,
R/WF/3,2004,wheat,03/09/2004,,sampled and weighed straw,specimen collection process,3,,,and weighed straw,,,,,,,,,,
R/WF/3,2004,wheat,07/09/2004,,harvested discard,harvesting process,3,,,harvested discard,,,,,,,,,,
R/WF/3,2004,wheat,07/09/2004,,swathed and baled straw,baling process,3,,,earthed and barley straw,,,,,,,,,,
R/WF/3,2005,all plots,29/09/2004,,"ploughed, 25 cm wide furrows.",tillage process,3,1,,25 cm wide furrows.,,,,,,,,,,
R/WF/3,2005,all plots,30/09/2004,,cultipressed,tillage process,3,1,,cultipressed,,,,,,,,,,
R/WF/3,2005,all plots,05/10/2004,,flexitined,tillage process,3,1,,flexitined,,,,,,,,,,
R/WF/3,2005,wheat,06/10/2004,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,2005,fallow,07/04/2005,,springtined,tillage process,3,1,,fallow plot.,,,,,,,,,,
R/WF/3,2005,fallow,13/05/2005,,flexitined,tillage process,3,1,,fallow plot.,,,,,,,,,,
R/WF/3,2005,all plots,06/06/2005,,harrowed,tillage process,3,1,,harrowed,,,,,,,,,,
R/WF/3,2005,all plots,12/07/2005,,harrowed,tillage process,3,1,,harrowed,,,,,,,,,,
R/WF/3,2005,wheat,16/08/2005,,"harvested, plot for yield.",harvesting process,3,,,"harvested, plot for yield.",,,,,,,,,,
R/WF/3,2005,wheat,16/08/2005,,swathed straw,windrowing,3,,,carted straw.,,,,,,,,,,
R/WF/3,2005,wheat,17/08/2005,,sampled and weighed straw,specimen collection process,3,,,and weighed straw,,,,,,,,,,
R/WF/3,2006,all plots,29/09/2005,,"ploughed, 25 cm wide furrows.",tillage process,3,1,,25 cm wide furrows.,,,,,,,,,,
R/WF/3,2006,all plots,04/10/2005,,cultipressed,tillage process,3,1,,cultipressed,,,,,,,,,,
R/WF/3,2006,wheat,07/10/2005,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,2006,fallow,07/04/2006,,springtined,tillage process,3,1,,fallow plot.,,,,,,,,,,
R/WF/3,2006,fallow,17/05/2006,,power harrowed,tillage process,3,1,,harrowed fallow plot.,,,,,,,,,,
R/WF/3,2006,fallow,23/06/2006,,rotavated,tillage process,3,1,,fallow plot.,,,,,,,,,,
R/WF/3,2006,wheat,06/08/2006,,combine harvested discard,harvesting process,3,,,harvested discard,,,,,,,,,,
R/WF/3,2006,wheat,06/08/2006,,straw baled,baling process,3,,,barley straw.,,,,,,,,,,
R/WF/3,2006,wheat,23/08/2006,,combine harvested plots for yield,harvesting process,3,,,"harvested, plot for yield.",,,,,,,,,,
R/WF/3,2006,wheat,23/08/2006,,swathed straw,windrowing,3,,,carted straw.,,,,,,,,,,
R/WF/3,2006,wheat,23/08/2006,,sampled and weighed straw,specimen collection process,3,,,sampled and weighed straw.,,,,,,,,,,
R/WF/3,2006,wheat,25/08/2006,,combine harvested remaining discard,harvesting process,3,,,harvested remaining discard,,,,,,,,,,
R/WF/3,2006,wheat,25/08/2006,,straw baled,baling process,3,,,straw baled,,,,,,,,,,
R/WF/3,2007,wheat,04/09/2007,,swathed straw,windrowing,3,,,,,,,,,,,,,
R/WF/3,2007,all plots,19/10/2006,,ploughed - thrown north,tillage process,3,1,,Plougl/ N,,,,,,,,,,
R/WF/3,2007,fallow,12/03/2007,,spring-tine cultivated,tillage process,3,1,,spring tine,,,,,,,,,,
R/WF/3,2007,fallow,02/05/2007,,power harrowed,tillage process,3,1,,Power harrowed fallow plot,,,,,,,,,,
R/WF/3,2007,paths,06/06/2007,,Mow / Rotavate paths,tillage process,3,1,,Mow / Rotavate paths,,,,,,,,,,
R/WF/3,2007,paths,14/06/2007,,Mow / Rotavate paths,tillage process,3,1,,Mow / Rotavate paths,,,,,,,,,,
R/WF/3,2007,fallow,26/07/2007,,rotavated,tillage process,3,1,,rotovated fallows,,,,,,,,,,
R/WF/3,2007,wheat,27/08/2007,,Combine harvest and chop straw - O&E's,harvesting process,3,,,. Combine harvest and chop straw - O&E's,,,,,,,,,,
R/WF/3,2007,wheat,03/09/2007,,combine harvested plots for yield,harvesting process,3,,,"combine harvested, plots for yield.",,,,,,,,,,
R/WF/3,2007,wheat,04/09/2007,,straw baled,baling process,3,,,,,,,,,,,,,
R/WF/3,2007,wheat,04/09/2007,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2008,all plots,10/10/2007,,Ploughed - thrown south,tillage process,3,1,,Plough/S,,,,,,,,,,
R/WF/3,2008,wheat,23/10/2007,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,2008,fallow,02/06/2008,,power harrowed,tillage process,3,1,,Power harrowed fallow plot,,,,,,,,,,
R/WF/3,2008,paths,16/06/2008,,Mow / Rotavate paths,tillage process,3,1,,Mow / Rotavate paths,,,,,,,,,,
R/WF/3,2008,fallow,14/07/2008,,flexitined,tillage process,3,1,,Flexitined - Fallow plots,,,,,,,,,,
R/WF/3,2008,fallow,15/07/2008,,power harrowed,tillage process,3,1,,Power harrowed fallow plot,,,,,,,,,,
R/WF/3,2008,all plots,25/07/2008,,"Rogue wild oats, thistles, weeds",hand picking process,3,,,Rogue wild oats/thistles^weeds,,,,,,,,,,
R/WF/3,2008,wheat,27/08/2008,,combine harvested plots for yield,harvesting process,3,,,,,,,,,,,,,
R/WF/3,2008,wheat,27/08/2008,,swathed straw,windrowing,3,,,,,,,,,,,,,
R/WF/3,2008,wheat,27/08/2008,,straw baled,baling process,3,,,,,,,,,,,,,
R/WF/3,2008,wheat,27/08/2008,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2008,wheat,30/08/2008,,straw baled,baling process,3,,,,,,,,,,,,,
R/WF/3,2009,wheat,15/08/2009,,straw baled,baling process,3,,,,,,,,,,,,,
R/WF/3,2009,wheat,15/08/2009,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2009,all plots,10/10/2008,,ploughed - thrown north,tillage process,3,1,,PliouglVN,,,,,,,,,,
R/WF/3,2009,all plots,11/10/2008,,cultipressed,tillage process,3,1,,cultipressed,,,,,,,,,,
R/WF/3,2009,fallow,26/03/2009,,springtined,tillage process,3,1,,Springtined - Fallow area only,,,,,,,,,,
R/WF/3,2009,paths,02/06/2009,,Mow / Rotavate paths,tillage process,3,1,,Mow / Rotavate paths,,,,,,,,,,
R/WF/3,2009,fallow,03/08/2009,,rotavated,tillage process,3,1,,rotovated fallows,,,,,,,,,,
R/WF/3,2009,wheat,15/08/2009,,combine harvested plots for yield,harvesting process,3,,,"combine harvested, plots for yield.",,,,,,,,,,
R/WF/3,2010,all plots,30/09/2009,,ploughed,tillage process,3,1,,Plough,,,,,,,,,,
R/WF/3,2010,all plots,01/10/2009,,cultipressed,tillage process,3,1,,cultipressed,,,,,,,,,,
R/WF/3,2010,wheat,22/09/2010,,removed bales,removal process,3,,,,,,,,,,,,,
R/WF/3,2010,fallow,27/04/2010,,flexitined,tillage process,3,1,,Flexitined - Fallow plots,,,,,,,,,,
R/WF/3,2010,fallow,27/04/2010,,power harrowed,tillage process,3,1,,Power harrowed fallow plot,,,,,,,,,,
