Experiment,Year,section,start date,end date,operation,operation_type,application_method,orig_operation,amount,amount unit,water,water unit,tank mix,plot,variety,dressing,machine
RWF3,1976,fallow,20/07/1976,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1977,wheat,01/10/1976,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1977,wheat,24/11/1976,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1977,wheat,24/11/1976,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Capelle,organomercury and/or Gamma-HCH,
RWF3,1977,wheat,15/07/1977,,"MCPA, mecoprop and dicamba as Banlene Plus",chemical pest control process,,"MCPA, mecoprop and dicamba as Banlene Plus at 4.9 l in 220 l",4.9,l/ha,220,l/ha,,,,,
RWF3,1977,wheat,24/05/1977,,Primicarb,chemical pest control process,,Primicarb at 0.24 kg in 280 l,0.24,kg/ha,280,l/ha,,,,,
RWF3,1977,wheat,08/09/1977,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1977,fallow,01/10/1976,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1977,fallow,18/05/1977,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1977,fallow,20/07/1977,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1977,fallow,11/08/1977,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1978,wheat,28/09/1977,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1978,wheat,19/10/1977,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1978,wheat,19/10/1977,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Capelle,Chlorfenvinphos,
RWF3,1978,wheat,18/05/1978,,"MCPA, mecoprop and dicamba as Banlene Plus",chemical pest control process,,"MCPA, mecoprop and dicamba as Banlene Plus at 4.9 l in 220 l",4.9,l/ha,220,l/ha,,,,,
RWF3,1978,wheat,30/08/1978,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1978,fallow,28/09/1977,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1978,fallow,25/05/1978,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1978,fallow,15/06/1978,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,1978,fallow,15/06/1978,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1978,fallow,26/06/1978,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1978,fallow,05/07/1978,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1978,fallow,12/07/1978,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,1978,fallow,12/07/1978,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1979,wheat,09/10/1978,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1979,wheat,10/10/1978,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1979,wheat,11/10/1978,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Flanders,Chlorfenvinphos,
RWF3,1979,wheat,09/05/1979,,"MCPA, mecoprop and dicamba as Banlene Plus",chemical pest control process,,"MCPA, mecoprop and dicamba as Banlene Plus at 4.9 l in 220 l",4.9,l/ha,220,l/ha,,,,,
RWF3,1979,wheat,28/08/1979,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1979,fallow,09/10/1978,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1979,fallow,01/05/1979,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1979,fallow,24/05/1979,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1979,fallow,14/06/1979,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1979,fallow,11/07/1979,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1979,fallow,31/07/1979,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1980,wheat,11/10/1979,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1980,wheat,16/10/1979,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1980,wheat,16/10/1979,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Flanders,organomercury and/or Gamma-HCH,
RWF3,1980,wheat,16/04/1980,,"mecoprop, bromoxynil, ioxynil as Brittox",chemical pest control process,,"mecoprop, bromoxynil, ioxynil as Brittox",3.5,l/ha,250,l/ha,,,,,
RWF3,1980,wheat,24/06/1980,,Demeton-s-methyl,chemical pest control process,,Demeton-s-methyl,0.24,kg/ha,250,l/ha,,,,,
RWF3,1980,wheat,21/08/1980,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1980,fallow,11/10/1979,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1980,fallow,21/04/1980,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1980,fallow,09/05/1980,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1980,fallow,16/06/1980,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1980,fallow,22/05/1980,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1980,fallow,19/06/1980,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1980,fallow,01/08/1980,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1981,wheat,01/10/1980,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1981,wheat,01/10/1980,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1981,wheat,01/10/1980,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Flanders,Chlorfenvinphos,
RWF3,1981,wheat,19/08/1981,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1981,fallow,01/10/1980,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1981,fallow,17/06/1981,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1981,fallow,16/07/1981,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1981,fallow,18/04/1981,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1981,fallow,18/04/1981,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1981,fallow,15/05/1981,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1981,fallow,19/06/1981,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1981,fallow,01/07/1981,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1981,fallow,20/07/1981,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1981,fallow,11/08/1981,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1982,wheat,29/09/1981,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1982,wheat,15/10/1981,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1982,wheat,16/10/1981,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Flanders,Chlorfenvinphos,
RWF3,1982,wheat,20/08/1982,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1982,fallow,29/09/1981,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1982,fallow,15/04/1982,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1982,fallow,04/05/1982,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1982,fallow,12/05/1982,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1982,fallow,17/06/1982,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1982,fallow,30/06/1982,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1982,fallow,29/07/1982,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1983,wheat,07/09/1982,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1983,wheat,29/10/1982,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1983,wheat,18/01/1983,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1983,wheat,18/01/1983,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1983,wheat,18/01/1983,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1983,wheat,18/01/1983,,seed sown,seeding process,,seed sown,210,kg/ha,,,,,Flanders,Chlorfenvinphos,
RWF3,1983,wheat,16/04/1983,,Isoproturon,chemical pest control process,,Isoproturon,2.1,kg/ha,250,l/ha,1,,,,
RWF3,1983,wheat,16/04/1983,,"mecoprop, bromoxynil, ioxynil as Brittox",chemical pest control process,,"mecoprop, bromoxynil, ioxynil as Brittox",3.5,l/ha,250,l/ha,1,,,,
RWF3,1983,wheat,10/08/1983,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1983,fallow,07/09/1982,,ploughed,tillage process,,fallow plot ploughed,,,,,,,,,
RWF3,1983,fallow,25/05/1983,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1983,fallow,16/06/1983,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1983,fallow,23/06/1983,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1983,fallow,14/07/1983,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1983,fallow,21/07/1983,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1984,wheat,12/09/1983,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1984,wheat,06/10/1983,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1984,wheat,07/10/1983,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1984,wheat,07/10/1983,,seed sown,seeding process,,seed sown,210,kg/ha,,,,,Flanders,Chlorfenvinphos,
RWF3,1984,wheat,01/12/1983,,chlortoluron,chemical pest control process,,chlortoluron applied,3.5,kg/ha,250,l/ha,,,,,
RWF3,1984,wheat,17/04/1984,,"3, 6-dichloropicolinic acid",chemical pest control process,,"3, 6-dichloropicolinic acid",0.07,kg/ha,250,l/ha,1,,,,
RWF3,2016,wheat,26/08/2016,,round baled and removed straw,baling process,,,,,,,,,,,
RWF3,1984,wheat,17/04/1984,,Bromoxynil,chemical pest control process,,Bromoxynil,0.34,kg/ha,250,l/ha,1,,,,
RWF3,1984,wheat,17/04/1984,,mecoprop as CMPP,chemical pest control process,,mecoprop as CMPP,4.2,l/ha,200,l/ha,1,,,,
RWF3,1984,wheat,28/06/1984,,Primicarb,chemical pest control process,,Primicarb,0.14,kg/ha,200,l/ha,,,,,
RWF3,1984,wheat,14/08/1984,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1984,fallow,12/09/1983,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1984,fallow,06/10/1983,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1984,fallow,27/04/1984,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1984,fallow,02/05/1984,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1984,fallow,08/05/1984,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,1984,fallow,08/05/1984,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1984,fallow,18/06/1984,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1984,fallow,25/06/1984,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,1984,fallow,25/06/1984,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1985,wheat,01/10/1984,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1985,wheat,01/11/1984,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1985,wheat,01/11/1984,,seed sown,seeding process,,seed sown,190,kg/ha,,,,,Brimstone,organomercury and/or Gamma-HCH,
RWF3,1985,wheat,10/06/1985,,Clopyralid,chemical pest control process,,Clopyralid,0.1,kg/ha,500,l/ha,1,,,,
RWF3,1985,wheat,10/06/1985,,"bromoxynil, ioxynil as Deloxil",chemical pest control process,,"bromoxynil, ioxynil as Deloxil",0.7,l/ha,500,l/ha,1,,,,
RWF3,1985,wheat,06/09/1985,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1985,fallow,01/10/1984,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1985,fallow,02/05/1985,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1985,fallow,07/05/1985,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,1985,fallow,16/05/1985,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1985,fallow,14/06/1985,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1985,fallow,15/07/1985,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1985,fallow,02/08/1985,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1986,wheat,01/10/1985,,paraquat,chemical pest control process,,paraquat,0.6,kg/ha,200,l/ha,,,,,
RWF3,1986,wheat,08/10/1985,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1986,wheat,08/10/1985,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Brimstone,organomercury and/or Gamma-HCH,
RWF3,1986,wheat,29/04/1986,,Isoproturon,chemical pest control process,,Isoproturon,2.1,kg/ha,200,l/ha,1,,,,
RWF3,1986,wheat,29/04/1986,,Clopyralid,chemical pest control process,,Clopyralid,0.07,kg/ha,200,l/ha,1,,,,
RWF3,1986,wheat,29/04/1986,,Bromoxynil,chemical pest control process,,Bromoxynil,0.34,kg/ha,200,l/ha,1,,,,
RWF3,1986,wheat,29/04/1986,,Mecoprop,chemical pest control process,,Mecoprop,2.5,kg/ha,200,l/ha,1,,,,
RWF3,1986,wheat,29/04/1986,,Prochloraz,chemical pest control process,,Prochloraz,0.4,kg/ha,200,l/ha,1,,,,
RWF3,1986,wheat,29/04/1986,,Carbendazim,chemical pest control process,,Carbendazim,0.15,kg/ha,200,l/ha,1,,,,
RWF3,1986,wheat,02/09/1986,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1986,fallow,07/10/1985,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1986,fallow,28/04/1986,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1986,fallow,13/05/1986,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1986,fallow,06/06/1986,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1986,fallow,19/06/1986,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1986,fallow,28/07/1986,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1986,fallow,07/07/1986,,cultivated with thistle bar,tillage process,,cultivated with thistle bar,,,,,,,,,
RWF3,1986,fallow,22/08/1986,,cultivated with thistle bar,tillage process,,cultivated with thistle bar,,,,,,,,,
RWF3,1987,wheat,11/10/1986,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1987,wheat,11/10/1986,,seed sown,seeding process,,seed sown,190,kg/ha,,,,,Brimstone,Fonofos,
RWF3,1987,wheat,01/09/1987,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1987,fallow,10/10/1986,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1987,fallow,27/04/1987,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1987,fallow,28/04/1987,,Deep-tine cultivated,tillage process,,Deep-tine cultivated,,,,,,,,,
RWF3,1987,fallow,22/06/1987,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1987,fallow,30/06/1987,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1987,fallow,19/08/1987,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1988,wheat,06/11/1987,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1988,wheat,06/11/1987,,seed sown,seeding process,,seed sown,180,kg/ha,,,,,Brimstone,Fonofos,
RWF3,1988,wheat,06/09/1988,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1988,fallow,14/12/1987,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1988,fallow,29/04/1988,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1988,fallow,16/05/1988,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1988,fallow,13/06/1988,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1989,wheat,27/10/1988,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1989,wheat,28/10/1988,,seed sown,seeding process,,seed sown,180,kg/ha,,,,,Brimstone,Fonofos,
RWF3,1989,wheat,09/08/1989,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1989,fallow,12/12/1988,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1989,fallow,08/05/1989,,rotary cultivated,tillage process,,rotary cultivated,,,,,,,,,
RWF3,1989,fallow,31/07/1989,,cultivated with thistle bar,tillage process,,cultivated with thistle bar,,,,,,,,,
RWF3,1990,wheat,12/10/1989,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1990,wheat,12/10/1989,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1990,wheat,12/10/1989,,seed sown,seeding process,,seed sown,180,kg/ha,,,,,Brimstone,Fonofos,
RWF3,1990,wheat,09/08/1990,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1990,fallow,08/12/1989,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1990,fallow,23/04/1990,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1990,fallow,15/06/1990,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1990,fallow,17/07/1990,,cultivated with thistle bar,tillage process,,cultivated with thistle bar,,,,,,,,,
RWF3,1991,wheat,17/10/1990,,rotary harrowed twice,tillage process,,rotary harrowed twice,,,,,,,,,
RWF3,1991,wheat,17/10/1990,,seed sown,seeding process,,seed sown,180,kg/ha,,,,,Apollo,Fonofos,
RWF3,1991,wheat,25/08/1991,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1991,fallow,24/09/1990,,"Deep tine cultivated with vibrating tines 60 cm apart, 45 cm deep",tillage process,,"Deep tine cultivated with vibrating tines 60 cm apart, 45 cm deep",,,,,,,,,
RWF3,1991,fallow,04/10/1991,,"ploughed, furrow pressed",tillage process,,"ploughed, furrow pressed",,,,,,,,,
RWF3,1991,fallow,25/04/1991,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1991,fallow,14/06/1991,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1991,fallow,08/07/1991,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1992,wheat,15/10/1991,,rotary harrowed twice,tillage process,,rotary harrowed twice,,,,,,,,,
RWF3,1992,wheat,15/10/1991,,seed drilled,seeding process,,seed drilled,200,kg/ha,,,,,Apollo,Fonofos,
RWF3,1992,wheat,17/10/1991,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,1992,wheat,30/07/1992,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1992,fallow,20/09/1991,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1992,fallow,20/09/1991,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1992,fallow,20/09/1991,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,1992,fallow,15/01/1992,,Chisel ploughed.,tillage process,,Chisel ploughed.,,,,,,,,,
RWF3,1992,fallow,18/05/1992,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1992,fallow,25/06/1992,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1993,wheat,14/10/1992,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1993,wheat,19/10/1992,,rotary harrowed twice,tillage process,,rotary harrowed twice,,,,,,,,,
RWF3,1993,wheat,19/10/1992,,seed drilled,seeding process,,seed drilled,380,seeds/m2,,,,,Apollo,Fonofos,
RWF3,1993,wheat,17/08/1993,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1993,fallow,05/10/1992,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1993,fallow,26/05/1993,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1993,fallow,24/06/1993,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1994,wheat,20/10/1993,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1994,wheat,28/10/1993,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1994,wheat,28/10/1993,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1994,wheat,28/10/1993,,seed drilled,seeding process,,seed drilled,380,seeds/m2,,,,,Apollo,Fonofos,
RWF3,1994,wheat,09/05/1994,,Ally,chemical pest control process,,ally at 30 g with Cheetah per at 3.0 1 and Starane 2 at 0.75 1 in 200 1.,30,g/ha,200,l/ha,1,,,,
RWF3,1994,wheat,09/05/1994,,Cheetah Super,chemical pest control process,,ally at 30 g with Cheetah per at 3.0 1 and Starane 2 at 0.75 1 in 200 1.,3,l/ha,200,l/ha,1,,,,
RWF3,1994,wheat,09/05/1994,,Starane 2,chemical pest control process,,ally at 30 g with Cheetah per at 3.0 1 and Starane 2 at 0.75 1 in 200 1.,0.75,l/ha,200,l/ha,1,,,,
RWF3,1994,wheat,09/05/1994,,Halo,chemical pest control process,,Halo at 2.0 1 with new 5C Cycocel at 2.5 1 in 200 1.,2,l/ha,200,l/ha,1,,,,
RWF3,1994,wheat,09/05/1994,,new 5C Cycocel,chemical pest control process,,Halo at 2.0 1 with new 5C Cycocel at 2.5 1 in 200 1.,2.5,l/ha,200,l/ha,1,,,,
RWF3,1994,wheat,13/06/1994,,Halo,chemical pest control process,,Halo at 2.0 1 with Mallard 750 EC at 0.5 1 in 200 1.,2,l/ha,200,l/ha,1,,,,
RWF3,1994,wheat,13/06/1994,,Mallard 750 EC,chemical pest control process,,Halo at 2.0 1 with Mallard 750 EC at 0.5 1 in 200 1.,0.5,l/ha,200,l/ha,1,,,,
RWF3,1994,wheat,17/06/1994,,Hostathion,chemical pest control process,,Hostathion at 840 ml in 200 1.,840,ml/ha,200,l/ha,,,,,
RWF3,1994,wheat,22/08/1994,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1994,fallow,20/10/1993,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1994,fallow,16/06/1994,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1994,fallow,08/07/1994,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1995,wheat,06/10/1994,,Roundup,chemical pest control process,,Roundup at 4.0 l in 200 l,4,l/ha,200,l/ha,,,,,
RWF3,1995,wheat,16/11/1994,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1995,wheat,17/11/1994,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1995,wheat,17/11/1994,,seed drilled,seeding process,,seed drilled,380,seeds/m2,,,,,Apollo,New Kotol,
RWF3,1995,wheat,16/06/1995,,Halo,chemical pest control process,,Halo at 2.0 1 with Patrol at 0.5 1 in 300 1.,2,l/ha,300,l/ha,1,,,,
RWF3,1995,wheat,16/06/1995,,Patrol,chemical pest control process,,Halo at 2.0 1 with Patrol at 0.5 1 in 300 1.,0.5,l/ha,300,l/ha,1,,,,
RWF3,1995,wheat,29/06/1995,,primicarb 50 DG,chemical pest control process,,primicarb 50 DG at 280 g in 200 1.,280,g/ha,200,l/ha,,,,,
RWF3,1995,wheat,06/08/1995,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1995,fallow,06/10/1994,,Roundup,chemical pest control process,,Roundup at 4.0 l in 200 l,4,l/ha,200,l/ha,,,,,
RWF3,1995,fallow,14/10/1994,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1995,fallow,31/05/1995,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1995,fallow,09/06/1995,,cultivated by rotary grubber,tillage process,,cultivated by rotary grubber,,,,,,,,,
RWF3,1995,fallow,17/07/1995,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1996,wheat,29/09/1995,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1996,wheat,29/09/1995,,seed drilled,seeding process,,seed drilled,380,seeds/m2,,,,,Hereward,Fonofos,
RWF3,1996,wheat,26/04/1996,,Ally,chemical pest control process,,ally at 30 g with Cheetah per at 1.25 1 in 200 1.,30,g/ha,200,l/ha,1,,,,
RWF3,1996,wheat,26/04/1996,,Cheetah Super,chemical pest control process,,ally at 30 g with Cheetah per at 1.25 1 in 200 1.,1.25,l/ha,200,l/ha,1,,,,
RWF3,1996,wheat,06/06/1996,,Monicle,chemical pest control process,,Monicle at 1.0 1 in 320 1.,1,l/ha,320,l/ha,,,,,
RWF3,1996,wheat,16/08/1996,,combine harvested,harvesting process,,combine harvested. fallow plot:,,,,,,,,,
RWF3,1996,fallow,11/08/1995,,straw baled,baling process,,straw baled,,,,,,,,,
RWF3,1996,fallow,25/09/1995,,ploughed and furrow pressed. :,tillage process,,ploughed and furrow pressed. :,,,,,,,,,
RWF3,1996,fallow,30/04/1996,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1996,fallow,17/07/1996,,shallow cultivated with thistle-bar.,tillage process,,shallow cultivated with thistle-bar.,,,,,,,,,
RWF3,1997,wheat,05/10/1996,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1997,wheat,16/10/1996,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1997,wheat,16/10/1996,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1997,wheat,16/10/1996,,seed drilled,seeding process,,seed drilled,380,seeds/m2,,,,,Hereward,Beret Gold and Fonofos,
RWF3,1997,wheat,17/03/1997,,Topik,chemical pest control process,,Topik at 1.25 1 with Sprayprover at 1.0 1 in 200 1.,1.25,l/ha,200,l/ha,1,,,,
RWF3,1997,wheat,17/03/1997,,Sprayprover,chemical pest control process,,Topik at 1.25 1 with Sprayprover at 1.0 1 in 200 1.,1,l/ha,200,l/ha,1,,,,
