ID,Experiment,year,section,start date,end date,operation,flag,intensity,plots,amount,unit,operation type,water,water unit,tank mixture,method,variety,dressing,machine,original operation
1169,Hoosfield,2014,All plots,04/12/2013,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721"
1177,Hoosfield,2014,All plots,30/04/2014,,applied Nitrochalk,4,,"by hand - Plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",48,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitrochalk by hand - Plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731"
1178,Hoosfield,2014,All plots,30/04/2014,,applied Nitrochalk,4,,"by hand - Plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",96,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitrochalk by hand - Plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733"
1179,Hoosfield,2014,All plots,30/04/2014,,applied Nitrochalk,4,,"by hand - Plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734",144,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitrochalk by hand - Plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734"
1180,Hoosfield,2014,All plots,30/04/2014,,applied Nitram @ 35% N,4,,"Plots 131 - 134, 141 - 144, 231 - 234, 241 - 244, 331 - 334, 341 - 344, 431 - 434, 441 - 444, 551 - 582",417,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitram @ 35% N - Plots 131 - 134, 141 - 144, 231 - 234, 241 - 244, 331 - 334, 341 - 344, 431 - 434, 441 - 444, 551 - 582"
1181,Hoosfield,2014,all plots,30/04/2014,,applied Nitrochalk,4,,"by hand - Plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",0,kg/ha,agronomic fertilization process,,,,,,,,"Applied Nitrochalk by hand - Plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732"
1189,Hoosfield,2015,All plots,25/11/2014,,applied Mg as Kieserite,4,,"plots 634, 533, 632, 631",35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,"applied Kieserite - plots 634, 533, 632, 631"
1190,Hoosfield,2015,All plots,25/11/2014,,applied P as triple superphosphate,4,,"plots 634, 633, 632, 631",35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,"applied Triple Superphosphate - plots 634, 633, 632, 631"
1191,Hoosfield,2015,all plots,09/12/2014,,applied K as potassium sulphate,4,,"all series C, strip 5 and plots 311 - 334, 411 - 434, 631 - 634",90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,"applied Sulphate of potash onto all series C, strip 5 and plots 311 - 334, 411 - 434, 631 - 634"
1192,Hoosfield,2015,All plots,16/12/2014,,applied Si as sodium silicate,4,,"plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha,agronomic fertilization process,,,,,,,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132"
1193,Hoosfield,2015,All plots,16/12/2014,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721"
1201,Hoosfield,2015,All plots,13/05/2015,,applied Nitram @ 34.5% N,4,,"Old Series 5, Series C and Series AA (except plots 6 and 7)",144,kg/ha,agronomic fertilization process,,,,,,,,"applied N treatments (34.5% N) to Old Series 5, Series C and Series AA plots (except plots 6 and 7)"
1202,Hoosfield,2015,All plots,13/05/2015,,applied Nitrochalk (27% N),4,,"by hand to plots 112, 123, 212, 23, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",0,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitrochalk (27% N) by hand to plots 112, 123, 212, 23, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731"
1203,Hoosfield,2015,All plots,13/05/2015,,applied Nitrochalk (27% N),4,,"by hand to plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",480,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitrochalk (27% N) by hand to plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733"
1204,Hoosfield,2015,All plots,13/05/2015,,applied Nitrochalk (27% N),4,,"by hand to plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734",96,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitrochalk (27% N) by hand to plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734"
1205,Hoosfield,2015,All plots,13/05/2015,,applied Nitrochalk (27% N),4,,"by hand to plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",144,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitrochalk (27% N) by hand to plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732"
1220,Hoosfield,2016,All plots,28/10/2015,,applied P as triple superphosphate,4,,"plots 634, 633, 632, 631",35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,"applied Triple Superphosphate - plots 634, 633, 632, 631"
1221,Hoosfield,2016,All plots,28/10/2015,,applied Mg as Kieserite,4,,"plots 634, 533, 632, 631",35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,"applied Kieserite - plots 634, 533, 632, 631"
1222,Hoosfield,2016,all plots,29/10/2015,,applied K as potassium sulphate,4,,"plots 634 - 631, 561 - 311, 551 - 411, 571 - 241, 581 - 141",90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,"applied Sulphate of potash onto plots 634 - 631, 561 - 311, 551 - 411, 571 - 241, 581 - 141"
1225,Hoosfield,2016,All plots,26/11/2015,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721"
1226,Hoosfield,2016,All plots,26/11/2015,,applied Si as sodium silicate,4,,"plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha,agronomic fertilization process,,,,,,,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132"
1232,Hoosfield,2016,All plots,05/05/2016,,applied Nitram @ 34.5% N,4,,"Old Series 5, Series C and Series AA (except plots 6 and 7)",417,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitram @ 34.5% N to Old Series 5, Series C and Series AA (except plots 6 and 7)"
1233,Hoosfield,2016,All plots,09/05/2016,,applied Nitrochalk,4,,"by hand - Plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",0,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitrochalk to plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733"
1234,Hoosfield,2016,All plots,09/05/2016,,applied Nitrochalk,4,,"plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734",48,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitrochalk to plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734"
