record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,record,tidy_record,Column,rate,unit,water_volume,water_volume_unit
,4999,,W/CS/10,1991,stackyard series c,09-May-91,,,,diary record,,"Mn applied, Manganese at 0.078 kg as 'Vytel Liquid Manganese' in 300 1.",Manganese as 'Vytel Liquid Manganese',0.078,kg/ha,300,l/ha,
,5000,,W/CS/10,1991,stackyard series c,01-Aug-91,,,,diary record,,"desiccant Diquat at 0.60 kg ion applied with a wetting agent, 'Agral' at 0.40 1, in 400 1",Desiccant Diquat applied,0.6,kg ion/ha,400,l/ha,
,5000,,W/CS/10,1991,stackyard series c,01-Aug-91,,,,diary record,,"desiccant Diquat at 0.60 kg ion applied with a wetting agent, 'Agral' at 0.40 1, in 400 1",Agral (wetting agent),0.4,l/ha,400,l/ha,
,5001,,W/CS/10,1991,stackyard series c,13-Aug-91,,,,diary record,,combine harvested,Combine harvested,,,,,
,7388,,W/CS/10,1992,Stackyard C (W).,03-Sep-91,,,,,1,ploughed.,Ploughed,,,,,
,7389,,W/CS/10,1992,Stackyard C (W).,06-Sep-91,,,,,1,"rotary cultivated, Libravo, dressed Hydraguard and Rovral wp, drilled at 6.0 kg, rolled. :",Rotary cultivated,,,,,
,7389,,W/CS/10,1992,Stackyard C (W).,06-Sep-91,,,,,1,"rotary cultivated, Libravo, dressed Hydraguard and Rovral wp, drilled at 6.0 kg, rolled. :","Drilled Libravo, dressed Hydraguard and Rovral WP",6,kg/ha,,,
,7389,,W/CS/10,1992,Stackyard C (W).,06-Sep-91,,,,,1,"rotary cultivated, Libravo, dressed Hydraguard and Rovral wp, drilled at 6.0 kg, rolled. :",Rolled,,,,,
,7390,,W/CS/10,1992,Stackyard C (W).,29-Oct-91,,,,,1,NK as (25:0:16) at 200 kg.,NK as (25:0:16),200,kg/ha,,,
,7391,,W/CS/10,1992,Stackyard C (W).,15-Jan-92,,,,,1,Benazalox at 1.25 kg in 200 1.,Benazalox,1.25,kg/ha,200,l/ha,
,7392,,W/CS/10,1992,Stackyard C (W).,05-Mar-92,,,,,1,sulphur 30: 30 kg S as gypsum,Sulphur 30: as Gypsum (17.5%S),30,kgS/ha,171,kg/ha,
,7393,,W/CS/10,1992,Stackyard C (W).,06-Mar-92,,,,,1,34.5% N at 220 kg.,Nitram (34.5% N),76,kgN/ha,220,kg/ha,
,7394,,W/CS/10,1992,Stackyard C (W).,13-May-92,,,,,1,ploughed (crop failed.,Ploughed (crop failed),,,,,
,7404,,W/CS/10,1993,Stackyard C (W):,02-Oct-92,,,,,1,"rotary harrowed, CH 304/70, cultivated with rhizobium, drilled at 100 kg.",Rotary harrowed,,,,,
,7404,,W/CS/10,1993,Stackyard C (W):,02-Oct-92,,,,,1,"rotary harrowed, CH 304/70, cultivated with rhizobium, drilled at 100 kg.","Drilled CH 304/70, cultivated with rhizobium",100,kg/ha,,,
,7405,,W/CS/10,1993,Stackyard C (W):,12-Oct-92,,,,,1,Opogard 500 FW at 1.8 1 and Scythe at 3.0 1 in 200 1.,Opogard 500 FW,1.8,l/ha,200,l/ha,
,7405,,W/CS/10,1993,Stackyard C (W):,12-Oct-92,,,,,1,Opogard 500 FW at 1.8 1 and Scythe at 3.0 1 in 200 1.,Scythe,3,l/ha,,,
,7406,,W/CS/10,1993,Stackyard C (W):,22-Mar-93,,,,,1,ploughed (crop failed.,Ploughed (crop failed),,,,,
,7407,,W/CS/10,1993,Stackyard C (W):,08-Jul-93,,,,,1,rotary cultivated.,Rotary cultivated,,,,,
,7415,,W/CS/10,1994,Stackyard C (W):,16-Sep-93,,,,,1,ploughed.,Ploughed,,,,,
,7416,,W/CS/10,1994,Stackyard C (W):,24-Sep-93,,,,,1,"rotary harrowed, CH304/70 drilled at 40 seed per mâ€™.",Rotary harrowed,,,,,
,7416,,W/CS/10,1994,Stackyard C (W):,24-Sep-93,,,,,1,"rotary harrowed, CH304/70 drilled at 40 seed per mâ€™.",Drilled CH304/70,40,seeds/m2,,,
,7417,,W/CS/10,1994,Stackyard C (W):,18-Feb-94,,,,,1,Atlantis Simazine at 1.0 1 in 200 1.,Atlantis Simazine,1,l/ha,200,l/ha,
,7418,,W/CS/10,1994,Stackyard C (W):,10-Mar-94,,,,,1,sulphur 30: 30 kg S as gypsum.,Sulphur 30: as Gypsum (17.5%S),30,kgS/ha,171,kg/ha,
,7419,,W/CS/10,1994,Stackyard C (W):,09-May-94,,,,,1,Sportak 45 at 1.5 1 in 200 1.,Sportak 45,1.5,l/ha,200,l/ha,
,7431,,W/CS/10,1995,Stackyard C (W):,23-Sep-94,,,,,1,ploughed,Ploughed,,,,,
,7432,,W/CS/10,1995,Stackyard C (W):,30-Sep-94,,,,,1,"rotary harrowed, Genesis, dressed Rappor, drilled at 300 seed per m. rolled.",Rotary harrowed,,,,,
,7432,,W/CS/10,1995,Stackyard C (W):,30-Sep-94,,,,,1,"rotary harrowed, Genesis, dressed Rappor, drilled at 300 seed per m. rolled.","Drilled Genesis, dressed Rappor",380,seeds/m2,,,
,7432,,W/CS/10,1995,Stackyard C (W):,30-Sep-94,,,,,1,"rotary harrowed, Genesis, dressed Rappor, drilled at 300 seed per m. rolled.",Rolled,,,,,
,7433,,W/CS/10,1995,Stackyard C (W):,28-Nov-94,,,,,1,Panther at 2.0 1 with Decis at 0.20 1 in 200 1.,Panther,2,l/ha,200,l/ha,
,7433,,W/CS/10,1995,Stackyard C (W):,28-Nov-94,,,,,1,Panther at 2.0 1 with Decis at 0.20 1 in 200 1.,Decis,0.2,l/ha,,,
,7434,,W/CS/10,1995,Stackyard C (W):,13-Mar-95,,,,,1,sulphur 30: Gypsum (17.5% S) at 171 kg.,Sulphur 30: as Gypsum (17.5%S),30,kgS/ha,171,kg/ha,
,7435,,W/CS/10,1995,Stackyard C (W):,15-Mar-95,,,,,1,34.5% N at 116 kg.,Nitram (34.5% N),40,kgN/ha,116,kg/ha,
,7436,,W/CS/10,1995,Stackyard C (W):,21-Apr-95,,,,,1,34.5% N at 348 kg.,Nitram (34.5% N),120,kgN/ha,348,kg/ha,
,7437,,W/CS/10,1995,Stackyard C (W):,28-Apr-95,,,,,1,Halo at 2.0 1 in 200 1.,Halo,2,l/ha,200,l/ha,
,7438,,W/CS/10,1995,Stackyard C (W):,01-Jun-95,,,,,1,Cyclone at 1.0 1 with Mallard at 0.3 1 in 200 1.,Cyclone,1,l/ha,200,l/ha,
,7438,,W/CS/10,1995,Stackyard C (W):,01-Jun-95,,,,,1,Cyclone at 1.0 1 with Mallard at 0.3 1 in 200 1.,Mallard,0.3,l/ha,,,
,7439,,W/CS/10,1995,Stackyard C (W):,30-Jun-95,,,,,1,pirimicarb 50 DG at 280 Â¢ in 300 1.,Pirimicarb 50 DG,280,g/ha,300,l/ha,
,7440,,W/CS/10,1995,Stackyard C (W):,04-Aug-95,,,,,1,combine harvested.,Combine harvested,,,,,
,7451,,W/CS/10,1996,Stackyard C (WwW):,25-Aug-95,,,,,1,subsoiled.,Subsoiled,,,,,
,7452,,W/CS/10,1996,Stackyard C (WwW):,19-Sep-95,,,,,1,ploughed.,Ploughed,,,,,
,7453,,W/CS/10,1996,Stackyard C (WwW):,23-Sep-95,,,,,1,rolled.,Rolled,,,,,
,7454,,W/CS/10,1996,Stackyard C (WwW):,03-Oct-95,,,,,1,"rotary harrowed, Hereward, dressed Sibutol, drilled at 375 seed per m*.",Rotary harrowed,,,,,
,7454,,W/CS/10,1996,Stackyard C (WwW):,03-Oct-95,,,,,1,"rotary harrowed, Hereward, dressed Sibutol, drilled at 375 seed per m*.","Drilled Hereward, dressed Sibutol",375,seeds/m2,,,
,7455,,W/CS/10,1996,Stackyard C (WwW):,13-Nov-95,,,,,1,Panther at 2.0 1 in 200 1.,Panther,2,l/ha,200,l/ha,
,7456,,W/CS/10,1996,Stackyard C (WwW):,13-Mar-96,,,,,1,34.5% N at 116 kg.,Nitram (34.5% N),40,kgN/ha,116,kg/ha,
,7457,,W/CS/10,1996,Stackyard C (WwW):,19-Mar-96,,,,,1,sulphur 30: Gypsum (17.5% S) at 171 kg.,Sulphur 30: as Gypsum (17.5%S),30,kgS/ha,171,kg/ha,
,7458,,W/CS/10,1996,Stackyard C (WwW):,16-Apr-96,,,,,1,34.5% N at 348 kg.,Nitram (34.5% N),120,kgN/ha,348,kg/ha,
,7459,,W/CS/10,1996,Stackyard C (WwW):,30-Apr-96,,,,,1,Halo at 1.5 1 in 200 1.,Halo,1.5,l/ha,200,l/ha,
,7460,,W/CS/10,1996,Stackyard C (WwW):,06-Jun-96,,,,,1,Silvacur at 1.0 1 in 300 1.,Silvacur,1,l/ha,300,l/ha,
,7461,,W/CS/10,1996,Stackyard C (WwW):,19-Aug-96,,,,,1,combine harvested.,Combine harvested,,,,,
