source_id,experiment,year,cropped section,new start date,date1,new end date,date2,type,flag,orig_record,record,rate,unit,water_volume,water_volume_unit
523,RFW3,1933,fallow sections,01/06/1933,,,,diary record,1,ploughed,Ploughed,,,,
524,RFW3,1933,fallow sections,31/03/1933,,,,diary record,1,harrowed,Harrowed,,,,
525,RFW3,1934,cropped sections,12/09/1933,,,,diary record,1,ploughed,Ploughed,,,,
526,RFW3,1934,cropped sections,07/04/1934,,,,diary record,1,harrowed,Harrowed,,,,
527,RFW3,1934,cropped sections,09/04/1934,,,,diary record,1,rolled,Rolled,,,,
528,RFW3,1934,cropped sections,13/10/1933,,,,diary record,1,seed sown,Seed sown,,,,
529,RFW3,1934,cropped sections,08/08/1934,,,,diary record,1,harvested,Harvested,,,,
530,RFW3,1934,fallow sections,07/02/1934,,,,diary record,1,ploughed,Ploughed,,,,
531,RFW3,1934,fallow sections,20/04/1934,,,,diary record,1,tractor cultivated,Tractor cultivated,,,,
532,RFW3,1934,fallow sections,04/05/1934,,,,diary record,1,tractor cultivated,Tractor cultivated,,,,
533,RFW3,1934,fallow sections,17/05/1934,,,,diary record,1,horse harrow,Horse harrow,,,,
534,RFW3,1934,fallow sections,17/05/1934,,,,diary record,1,ploughed,Ploughed,,,,
535,RFW3,1934,fallow sections,16/06/1934,,,,diary record,1,tractor cultivated,Tractor cultivated,,,,
536,RFW3,1934,fallow sections,22/06/1934,,,,diary record,1,two horse roll,Two horse roll,,,,
537,RFW3,1934,fallow sections,28/06/1934,,,,diary record,1,ploughed,Ploughed,,,,
538,RFW3,1934,fallow sections,24/07/1934,,,,diary record,1,tractor cultivated,Tractor cultivated,,,,
539,RFW3,1935,cropped sections,23/08/1934,,,,diary record,1,ploughed,Ploughed,,,,
540,RFW3,1935,cropped sections,23/08/1934,,,,diary record,1,cultivated,Cultivated,,,,
541,RFW3,1935,cropped sections,20/10/1934,,,,diary record,1,harrowed,Harrowed,,,,
542,RFW3,1935,cropped sections,21/03/1935,,,,diary record,1,harrowed,Harrowed,,,,
543,RFW3,1935,cropped sections,26/03/1935,,,,diary record,1,rolled,Rolled,,,,
544,RFW3,1935,cropped sections,20/10/1934,,,,diary record,1,seed sown,Seed sown,,,,
545,RFW3,1935,cropped sections,13/08/1935,,,,diary record,1,harvested,Harvested,,,,
546,RFW3,1935,fallow sections,23/08/1934,,,,diary record,1,ploughed,Ploughed,,,,
547,RFW3,1935,fallow sections,28/05/1935,,,,diary record,1,ploughed,Ploughed,,,,
548,RFW3,1935,fallow sections,23/08/1934,,,,diary record,1,cultivated,Cultivated,,,,
549,RFW3,1935,fallow sections,11/05/1935,,,,diary record,1,cultivated,Cultivated,,,,
550,RFW3,1935,fallow sections,03/07/1935,,,,diary record,1,cultivated,Cultivated,,,,
551,RFW3,1936,cropped sections,27/08/1935,,,,diary record,1,ploughed,Ploughed,,,,
552,RFW3,1936,cropped sections,24/10/1935,,,,diary record,1,harrowed,Harrowed,,,,
553,RFW3,1936,cropped sections,26/10/1935,,,,diary record,1,harrowed,Harrowed,,,,
554,RFW3,1936,cropped sections,24/03/1936,,,,diary record,1,harrowed,Harrowed,,,,
555,RFW3,1936,cropped sections,06/05/1936,,,,diary record,1,rolled,Rolled,,,,
556,RFW3,1936,cropped sections,26/10/1935,,,,diary record,1,seed sown,Seed sown,,,,
557,RFW3,1936,cropped sections,01/09/1936,,,,diary record,1,harvested,Harvested,,,,
558,RFW3,1936,fallow sections,27/08/1935,,,,diary record,1,ploughed,Ploughed,,,,
559,RFW3,1936,fallow sections,01/04/1936,,,,diary record,1,ploughed,Ploughed,,,,
560,RFW3,1937,fallow sections,24/08/1936,,,,diary record,1,ploughed,Ploughed,,,,
561,RFW3,1936,fallow sections,14/02/1936,,,,diary record,1,springtine harrowed,Springtine harrowed,,,,
562,RFW3,1936,fallow sections,20/05/1936,,,,diary record,1,cultivated,Cultivated,,,,
563,RFW3,1936,fallow sections,29/06/1936,,,,diary record,1,cultivated,Cultivated,,,,
564,RFW3,1937,cropped sections,16/10/1936,,,,diary record,1,ploughed,Ploughed,,,,
565,RFW3,1937,cropped sections,21/10/1936,,,,diary record,1,harrowed,Harrowed,,,,
566,RFW3,1937,cropped sections,03/05/1937,,,,diary record,1,harrowed,Harrowed,,,,
567,RFW3,1937,cropped sections,21/10/1936,,,,diary record,1,seed sown,Seed sown,,,,
568,RFW3,1937,cropped sections,20/08/1937,,,,diary record,1,harvested,Harvested,,,,
569,RFW3,1937,fallow sections,03/06/1937,,04/06/1937,,diary record,1,ploughed,Ploughed,,,,
570,RFW3,1937,fallow sections,05/10/1936,,,,diary record,1,cultivated,Cultivated,,,,
571,RFW3,1937,fallow sections,09/06/1937,,,,diary record,1,cultivated,Cultivated,,,,
572,RFW3,1937,fallow sections,26/04/1937,,,,diary record,1,springtine harrowed,Springtine harrowed,,,,
573,RFW3,1937,fallow sections,26/03/1937,,,,diary record,1,springtine harrowed,Springtine harrowed,,,,
574,RFW3,1938,cropped sections,23/09/1937,,27/09/1937,,diary record,1,ploughed,Ploughed,,,,
575,RFW3,1938,cropped sections,16/10/1937,,,,diary record,1,cultivated,Cultivated,,,,
576,RFW3,1938,cropped sections,06/11/1937,,,,diary record,1,harrowed,Harrowed,,,,
577,RFW3,1938,cropped sections,17/03/1938,,,,diary record,1,harrowed,Harrowed,,,,
578,RFW3,1938,cropped sections,20/10/1937,,,,diary record,1,springtine harrowed,Springtine harrowed,,,,
579,RFW3,1938,cropped sections,20/10/1937,,,,diary record,1,rolled,Rolled,,,,
580,RFW3,1938,cropped sections,19/03/1938,,,,diary record,1,rolled,Rolled,,,,
581,RFW3,1938,cropped sections,06/11/1937,,,,diary record,1,seed sown,Seed sown,,,,
582,RFW3,1938,cropped sections,11/08/1938,,,,diary record,1,harvested,Harvested,,,,
583,RFW3,1938,fallow sections,23/09/1937,,27/09/1937,,diary record,1,ploughed,Ploughed,,,,
584,RFW3,1938,fallow sections,16/10/1937,,,,diary record,1,cultivated,Cultivated,,,,
585,RFW3,1938,fallow sections,05/03/1938,,,,diary record,1,cultivated,Cultivated,,,,
586,RFW3,1938,fallow sections,07/05/1938,,,,diary record,1,springtine harrowed,Springtine harrowed,,,,
587,RFW3,1938,fallow sections,03/06/1938,,,,diary record,1,springtine harrowed,Springtine harrowed,,,,
588,RFW3,1938,fallow sections,07/05/1938,,,,diary record,1,rolled,Rolled,,,,
589,RFW3,1938,fallow sections,03/06/1938,,,,diary record,1,rolled,Rolled,,,,
590,RFW3,1938,fallow sections,21/06/1938,,,,diary record,1,thistles cut,Thistles cut,,,,
591,RFW3,1938,fallow sections,14/08/1938,,,,diary record,1,thistles cut,Thistles cut,,,,
592,RFW3,1939,cropped sections,26/08/1938,,,,diary record,1,ploughed,Ploughed,,,,
593,RFW3,1940,cropped sections,12/09/1939,,13/09/1939,,diary record,1,ploughed,Ploughed,,,,
594,RFW3,1941,cropped sections,10/09/1940,,11/09/1940,,diary record,1,ploughed,Ploughed,,,,
595,RFW3,1942,cropped sections,19/09/1941,,22/09/1941,,diary record,1,ploughed,Ploughed,,,,
596,RFW3,1943,cropped sections,01/09/1942,,04/09/1942,,diary record,1,ploughed,Ploughed,,,,
597,RFW3,1944,cropped sections,31/08/1943,,09/09/1943,,diary record,1,ploughed,Ploughed,,,,
598,RFW3,1945,cropped sections,21/08/1944,,28/08/1944,,diary record,1,ploughed,Ploughed,,,,
599,RFW3,1946,cropped sections,30/08/1945,,03/09/1945,,diary record,1,ploughed,Ploughed,,,,
600,RFW3,1947,cropped sections,11/10/1946,,15/10/1946,,diary record,1,ploughed,Ploughed,,,,
601,RFW3,1939,cropped sections,24/10/1938,,,,diary record,1,seed sown,Seed sown,,,,
602,RFW3,1940,cropped sections,23/10/1939,,,,diary record,1,seed sown,Seed sown,,,,
603,RFW3,1941,cropped sections,28/10/1940,,,,diary record,1,seed sown,Seed sown,,,,
604,RFW3,1942,cropped sections,21/10/1941,,,,diary record,1,seed sown,Seed sown,,,,
605,RFW3,1943,cropped sections,15/10/1942,,,,diary record,1,seed sown,Seed sown,,,,
606,RFW3,1944,cropped sections,08/10/1943,,,,diary record,1,seed sown,Seed sown,,,,
607,RFW3,1945,cropped sections,30/10/1944,,,,diary record,1,seed sown,Seed sown,,,,
608,RFW3,1946,cropped sections,15/10/1945,,,,diary record,1,seed sown,Seed sown,,,,
609,RFW3,1947,cropped sections,18/10/1946,,,,diary record,1,seed sown,Seed sown,,,,
610,RFW3,1939,cropped sections,24/08/1939,,,,diary record,1,harvested,Harvested,,,,
611,RFW3,1940,cropped sections,08/08/1940,,,,diary record,1,harvested,Harvested,,,,
612,RFW3,1941,cropped sections,21/08/1941,,,,diary record,1,harvested,Harvested,,,,
613,RFW3,1942,cropped sections,17/08/1942,,,,diary record,1,harvested,Harvested,,,,
614,RFW3,1943,cropped sections,03/08/1943,,,,diary record,1,harvested,Harvested,,,,
615,RFW3,1944,cropped sections,10/08/1944,,,,diary record,1,harvested,Harvested,,,,
616,RFW3,1945,cropped sections,11/08/1945,,,,diary record,1,harvested,Harvested,,,,
617,RFW3,1946,cropped sections,16/08/1946,,,,diary record,1,harvested,Harvested,,,,
618,RFW3,1947,cropped sections,12/08/1947,,,,diary record,1,harvested,Harvested,,,,
619,RFW3,1939,fallow sections,,,,,diary record,1,Cultivated 6 times between Aug 1938 and July 1939,Cultivated 6 times between Aug 1938 and July 1939,,,,
620,RFW3,1940,fallow sections,,,,,diary record,1,Cultivated 4 times between Sept 1939 and July 1940,Cultivated 4 times between Sept 1939 and July 1940,,,,
621,RFW3,1941,fallow sections,,,,,diary record,1,Cultivated 4 times between Sept 1940 and May 1941,Cultivated 4 times between Sept 1940 and May 1941,,,,
622,RFW3,1942,fallow sections,,,,,diary record,1,Cultivated 8 times between Sept 1941 and July 1942,Cultivated 8 times between Sept 1941 and July 1942,,,,
623,RFW3,1943,fallow sections,,,,,diary record,1,Cultivated 10 times between Sept 1942 and July 1943,Cultivated 10 times between Sept 1942 and July 1943,,,,
624,RFW3,1944,fallow sections,,,,,diary record,1,Cultivated 5 times between Aug 1943 and June 1944,Cultivated 5 times between Aug 1943 and June 1944,,,,
625,RFW3,1945,fallow sections,,,,,diary record,1,Cultivated 6 times between Aug 1944 and July 1945,Cultivated 6 times between Aug 1944 and July 1945,,,,
626,RFW3,1946,fallow sections,,,,,diary record,1,Cultivated 4 times between Aug 1945 and July 1946,Cultivated 4 times between Aug 1945 and July 1946,,,,
627,RFW3,1947,fallow sections,,,,,diary record,1,Ploughed once and Springtined twice between Oct 1946 and July 1947,Ploughed once and Springtined twice between Oct 1946 and July 1947,,,,
628,RFW3,1948,cropped sections,15/09/1947,,16/09/1947,,diary record,1,ploughed,Ploughed,,,,
629,RFW3,1948,cropped sections,24/10/1947,,,,diary record,1,rolled,Rolled,,,,
630,RFW3,1948,cropped sections,24/10/1947,,,,diary record,1,springtine harrowed,Springtine harrowed,,,,
631,RFW3,1948,cropped sections,25/10/1947,,,,diary record,1,seed drilled,Seed drilled,,,,
632,RFW3,1948,cropped sections,25/10/1947,,,,diary record,1,harrowed in,Harrowed in,,,,
633,RFW3,1948,cropped sections,31/03/1948,,,,diary record,1,ring rolled,Ring rolled,,,,
634,RFW3,1948,cropped sections,29/07/1948,,,,diary record,1,weeds hand pulled,Weeds hand pulled,,,,
635,RFW3,1948,cropped sections,23/08/1948,,,,diary record,1,harvested,Harvested,,,,
636,RFW3,1948,fallow sections,15/09/1947,,16/09/1947,,diary record,1,ploughed,Ploughed,,,,
637,RFW3,1948,fallow sections,24/10/1947,,,,diary record,1,rolled,Rolled,,,,
638,RFW3,1948,fallow sections,24/10/1947,,,,diary record,1,springtine harrowed,Springtine harrowed,,,,
639,RFW3,1948,fallow sections,10/03/1948,,,,diary record,1,springtine harrowed,Springtine harrowed,,,,
640,RFW3,1948,fallow sections,22/04/1948,,,,diary record,1,thistles cut,Thistles cut,,,,
641,RFW3,1948,fallow sections,21/05/1948,,,,diary record,1,ploughed,Ploughed,,,,
642,RFW3,1948,fallow sections,09/06/1948,,,,diary record,1,ring rolled,Ring rolled,,,,
643,RFW3,1949,cropped sections,03/09/1948,,06/09/1948,,diary record,1,ploughed,Ploughed,,,,
644,RFW3,1949,cropped sections,22/10/1948,,,,diary record,1,harrowed twice,Harrowed twice,,,,
645,RFW3,1949,cropped sections,23/10/1948,,,,diary record,1,seed drilled,Seed drilled,,,,
646,RFW3,1949,cropped sections,23/10/1948,,,,diary record,1,harrowed in,Harrowed in,,,,
647,RFW3,1949,cropped sections,11/04/1949,,,,diary record,1,ring rolled,Ring rolled,,,,
648,RFW3,1949,cropped sections,16/08/1949,,,,diary record,1,harvested,Harvested,,,,
649,RFW3,1949,fallow sections,03/09/1948,,,,diary record,1,Ploughed,Ploughed,,B3,,
650,RFW3,1949,fallow sections,01/10/1948,,02/10/1948,,diary record,1,Ploughed,Ploughed,,remainder,,
651,RFW3,1949,fallow sections,03/01/1949,,13/01/1949,,diary record,1,ploughed,Ploughed,,,,
652,RFW3,1949,fallow sections,23/03/1949,,,,diary record,1,spring tined,Springtined,,,,
653,RFW3,1949,fallow sections,14/04/1949,,,,diary record,1,spring tined,Springtined,,,,
654,RFW3,1949,fallow sections,31/05/1949,,,,diary record,1,thistles cut,Thistles cut,,,,
655,RFW3,1949,fallow sections,27/06/1949,,,,diary record,1,thistles cut,Thistles cut,,,,
656,RFW3,1949,fallow sections,05/07/1949,,06/07/1949,,diary record,1,ploughed,Ploughed,,,,
657,RFW3,1949,fallow sections,20/07/1949,,,,diary record,1,harrowed twice,Harrowed twice,,,,
658,RFW3,1949,fallow sections,20/07/1949,,,,diary record,1,ring rolled,Ring rolled,,,,
659,RFW3,1950,cropped sections,30/08/1949,,31/08/1949,,diary record,1,ploughed,Ploughed,,,,
660,RFW3,1950,cropped sections,29/10/1949,,,,diary record,1,springtined,Springtined,,,,
661,RFW3,1950,cropped sections,31/10/1949,,,,diary record,1,harrowed,Harrowed,,,,
662,RFW3,1950,cropped sections,31/10/1949,,,,diary record,1,seed drilled,Seed drilled,,,,
663,RFW3,1950,cropped sections,31/10/1949,,,,diary record,1,harrowed in,Harrowed in,,,,
664,RFW3,1950,cropped sections,08/04/1950,,,,diary record,1,rolled,Rolled,,,,
665,RFW3,1950,cropped sections,20/04/1950,,,,diary record,1,Crop badly damaged by wheat bulb fly so decision made to plough in and resow,Crop badly damaged by wheat bulb fly so decision made to plough in and resow,,,,
666,RFW3,1950,cropped sections,21/04/1950,,,,diary record,1,harrowed three times,Harrowed three times,,,,
667,RFW3,1950,cropped sections,21/04/1950,,,,diary record,1,seed drilled,Seed drilled,,,,
668,RFW3,1950,cropped sections,21/04/1950,,,,diary record,1,ring rolled,Ring rolled,,,,
669,RFW3,1950,cropped sections,21/04/1950,,,,diary record,1,harrowed in,Harrowed in,,,,
670,RFW3,1950,cropped sections,22/04/1950,,,,diary record,1,ring rolled,Ring rolled,,,,
671,RFW3,1950,cropped sections,26/05/1950,,,,diary record,1,thistles cut,Thistles cut,,,,
672,RFW3,1950,cropped sections,08/09/1950,,,,diary record,1,harvested,Harvested,,,,
673,RFW3,1950,cropped sections,30/08/1949,,31/08/1949,,diary record,1,ploughed,Ploughed,,,,
674,RFW3,1950,cropped sections,29/10/1949,,,,diary record,1,springtined,Springtined,,,,
675,RFW3,1950,cropped sections,09/03/1950,,,,diary record,1,springtined,Springtined,,,,
676,RFW3,1950,cropped sections,21/04/1950,,,,diary record,1,harrowed three times,Harrowed three times,,,,
677,RFW3,1950,cropped sections,12/05/1950,,,,diary record,1,ring rolled,Ring rolled,,,,
678,RFW3,1950,cropped sections,30/05/1950,,,,diary record,1,thistle barred,Thistle-barred,,,,
679,RFW3,1950,cropped sections,01/07/1950,,,,diary record,1,ploughed,Ploughed,,,,
680,RFW3,1950,cropped sections,15/07/1950,,,,diary record,1,ploughed,Ploughed,,,,
681,RFW3,1950,cropped sections,31/07/1950,,,,diary record,1,ploughed,Ploughed,,,,
682,RFW3,1951,cropped sections,14/09/1950,,,,diary record,1,ploughed,Ploughed,,,,
683,RFW3,1951,cropped sections,18/10/1950,,,,diary record,1,seed drilled,Seed drilled,bushels/acre,,,
684,RFW3,1951,cropped sections,24/08/1951,,,,diary record,1,harvested,Harvested,,,,
685,RFW3,1951,fallow sections,14/09/1950,,,,diary record,1,ploughed,Ploughed,,,,
686,RFW3,1951,fallow sections,23/04/1951,,,,diary record,1,ploughed,Ploughed,,,,
687,RFW3,1951,fallow sections,10/07/1951,,,,diary record,1,ploughed,Ploughed,,,,
