record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,orig_record,record,Column,rate,unit,water_volume,water_volume_unit
,4421,,R/HB/2,1976,potatoes,,,,,diary record,,Chalk at 2.9 t.,Chalk,2.9,tonnes/ha,,,
,4422,,R/HB/2,1976,all plots,06-Oct-75,,,,diary record,,Silicate of soda applied,Silicate of soda applied,,,,,
,4423,,R/HB/2,1976,all plots,15-Oct-75,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4424,,R/HB/2,1976,all plots,13-Nov-75,,,,diary record,,FYM applied,FYM applied,,,,,
,4425,,R/HB/2,1976,all plots,17-Nov-75,,,,diary record,,ploughed,Ploughed,,,,,
,4426,,R/HB/2,1976,all plots,27-Feb-76,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4427,,R/HB/2,1976,barley,14-Oct-75,,,,diary record,,Heavy spring-tine cultivated (except 'Form of N 1852-1966 N and C' plots and 'extra' plots),Heavy spring-tine cultivated (except 'Form of N 1852-1966 N and C' plots and 'extra' plots),,,,,
,4428,,R/HB/2,1976,barley,01-Mar-76,,,,diary record,,seed sown,Seed sown,,,,,
,4429,,R/HB/2,1976,barley,26-Mar-76,,,,diary record,,N applied,N applied,,,,,
,4430,,R/HB/2,1976,barley,14-May-76,,,,diary record,,Dicamba with mecoprop and MCPA ('Banlene Plus' at 5.6 1 in 220 1) to all remaining plots.,"Banlene Plus (Dicamba, Mecoprop, MCPA) to all remaining plots.",5.6,l/ha,220,l/ha,
,4431,,R/HB/2,1976,barley,25-May-76,,,,diary record,,Dicamba with mecoprop and MCPA ('Tetralex Plus' at 7.0 1 in 220 1) to 'Form of N 1852-1966 N and C' plots,"Tetralex Plus (Dicamba, Mecoprop, MCPA) to 'Form of N 1852-1966 N and C' plots",7,l/ha,220,l/ha,
,4432,,R/HB/2,1976,barley,22-Jul-76,,,,diary record,,combine harvested,Combine harvested,,,,,
,4433,,R/HB/2,1976,potatoes,26-Mar-76,,,,diary record,,N applied,N applied,,,,,
,4434,,R/HB/2,1976,potatoes,29-Mar-76,,,,diary record,,"spike rotary cultivated, seed mechanically planted",Spike rotary cultivated,,,,,
,4434,,R/HB/2,1976,potatoes,29-Mar-76,,,,diary record,,"spike rotary cultivated, seed mechanically planted",Seed mechanically planted,,,,,
,4435,,R/HB/2,1976,potatoes,30-Mar-76,,,,diary record,,grubbed,Grubbed,,,,,
,4436,,R/HB/2,1976,potatoes,05-May-76,,,,diary record,,Linuron at 1.2 kg with paraquat at 0.42 kg ion in 220 1.,Linuron,1.2,kg/ha,220,l/ha,
,4436,,R/HB/2,1976,potatoes,05-May-76,,,,diary record,,Linuron at 1.2 kg with paraquat at 0.42 kg ion in 220 1.,Paraquat,0.42,kg ion/ha,220,l/ha,
,4437,,R/HB/2,1976,potatoes,17-Jun-76,,,,diary record,,pirimicarb at 0.14 kg in 450 1,Pirimicarb,0.14,kg/ha,450,l/ha,
,4438,,R/HB/2,1976,potatoes,21-Jun-76,,,,diary record,,grubbed and rotary ridged,Grubbed,,,,,
,4438,,R/HB/2,1976,potatoes,21-Jun-76,,,,diary record,,grubbed and rotary ridged,Rotary ridged,,,,,
,4439,,R/HB/2,1976,potatoes,28-Jul-76,,,,diary record,,mancozeb at 1.3 kg in 450 1.,Mancozeb,1.3,kg/ha,450,l/ha,
,4440,,R/HB/2,1976,potatoes,23-Sep-76,,,,diary record,,Haulm mechanically destroyed,Haulm mechanically destroyed,,,,,
,4441,,R/HB/2,1976,potatoes,28-Sep-76,,,,diary record,,Haulm desiccant Diquat at 0.6 kg in 220 1.,Haulm desiccant Diquat,0.6,kg/ha,220,l/ha,
,4442,,R/HB/2,1976,potatoes,21-Oct-76,,,,diary record,,lifted,Lifted,,,,,
,4443,,R/HB/2,1976,beans,04-Mar-76,,,,diary record,,seed sown,Seed sown,,,,,
,4444,,R/HB/2,1976,beans,27-Apr-76,,,,diary record,,Tractor hoed,Tractor hoed,,,,,
,4445,,R/HB/2,1976,beans,24-May-76,,,,diary record,,Tractor hoed,Tractor hoed,,,,,
,4446,,R/HB/2,1976,beans,21-Jul-76,,,,diary record,,combine harvested,Combine harvested,,,,,
,4447,,R/HB/2,1977,all plots,25-Oct-76,,,,diary record,,"P, K, Mg and silicate of soda applied","P, K, Mg and silicate of soda applied",,,,,
,4448,,R/HB/2,1977,all plots,26-Oct-76,,,,diary record,,FYM applied,FYM applied,,,,,
,4449,,R/HB/2,1977,all plots,28-Oct-76,,,,diary record,,ploughed,Ploughed,,,,,
,4450,,R/HB/2,1977,all plots,07-Mar-77,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4451,,R/HB/2,1977,barley,06-Aug-76,,,,diary record,,"Diquat at 0.59 kg ion in 450 1 applied in autumn, (to manures C--RTN, CP-RTN, C-KRTN and CPKRTN plots only)","Diquat (to manures C--RTN, CP-RTN, C-KRTN and CPKRTN plots only)",0.59,kg ion/ha,450,l/ha,
,4452,,R/HB/2,1977,barley,08-Mar-77,,,,diary record,,seed sown,Seed sown,,,,,
,4453,,R/HB/2,1977,barley,14-Apr-77,,,,diary record,,N applied,N applied,,,,,
,4454,,R/HB/2,1977,barley,24-May-77,,,,diary record,,Dicamba with mecoprop and MCPA ('Banlene Plus' at 4.9 1 in 220 1) applied in spring.,"Banlene Plus (Dicamba, Mecoprop, MCPA)",4.9,l/ha,220,l/ha,
,4455,,R/HB/2,1977,barley,23-Aug-77,,,,diary record,,combine harvested,Combine harvested,,,,,
,4456,,R/HB/2,1977,potatoes,06-Sep-76,,,,diary record,,Chalk at 2.9 t.,Chalk,2.9,tonnes/ha,,,
,4457,,R/HB/2,1977,potatoes,14-Apr-77,,,,diary record,,N applied,N applied,,,,,
,4458,,R/HB/2,1977,potatoes,19-Apr-77,,,,diary record,,"spike rotary cultivated, potatoes planted",Spike rotary cultivated,,,,,
,4458,,R/HB/2,1977,potatoes,19-Apr-77,,,,diary record,,"spike rotary cultivated, potatoes planted",Potatoes planted,,,,,
,4459,,R/HB/2,1977,potatoes,21-Apr-77,,,,diary record,,grubbed,Grubbed,,,,,
,4460,,R/HB/2,1977,potatoes,21-Jun-77,,,,diary record,,grubbed,Grubbed,,,,,
,4461,,R/HB/2,1977,potatoes,26-May-77,,,,diary record,,rotary ridged,Rotary ridged,,,,,
,4462,,R/HB/2,1977,potatoes,22-Jun-77,,,,diary record,,rotary ridged,Rotary ridged,,,,,
,4463,,R/HB/2,1977,potatoes,28-May-77,,,,diary record,,Linuron at 1.2 kg in 340 1.,Linuron,1.2,kg/ha,340,l/ha,
,4464,,R/HB/2,1977,potatoes,23-Jun-77,,,,diary record,,mancozeb at 1.3 kg in 330 1,Mancozeb,1.3,kg/ha,330,l/ha,
,4465,,R/HB/2,1977,potatoes,05-Jul-77,,,,diary record,,mancozeb at 1.3 kg in 330 1,Mancozeb,1.3,kg/ha,330,l/ha,
,4466,,R/HB/2,1977,potatoes,26-Jul-77,,,,diary record,,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 330 1,Mancozeb,1.3,kg/ha,330,l/ha,
,4466,,R/HB/2,1977,potatoes,26-Jul-77,,,,diary record,,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 330 1,Pirimicarb,0.14,kg/ha,330,l/ha,
,4467,,R/HB/2,1977,potatoes,10-Aug-77,,,,diary record,,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 330 1,Mancozeb,1.3,kg/ha,330,l/ha,
,4467,,R/HB/2,1977,potatoes,10-Aug-77,,,,diary record,,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 330 1,Pirimicarb,0.14,kg/ha,330,l/ha,
,4468,,R/HB/2,1977,potatoes,03-Oct-77,,,,diary record,,Haulm mechanically destroyed,Haulm mechanically destroyed,,,,,
,4469,,R/HB/2,1977,potatoes,03-Nov-77,,,,diary record,,lifted,Lifted,,,,,
,4470,,R/HB/2,1977,beans,09-Mar-77,,,,diary record,,seed sown,Seed sown,,,,,
,4471,,R/HB/2,1977,beans,18-May-77,,,,diary record,,Tractor hoed,Tractor hoed,,,,,
,4472,,R/HB/2,1977,beans,19-Jul-77,,,,diary record,,pirimicarb at 0.14 kg in 280 1.,Pirimicarb,0.14,kg/ha,280,l/ha,
,4473,,R/HB/2,1977,beans,21-Sep-77,,,,diary record,,combine harvested,Combine harvested,,,,,
,4474,,R/HB/2,1978,all plots,13-Dec-77,,,,diary record,,autumn manures applied,Autumn manures applied,,,,,
,4475,,R/HB/2,1978,all plots,14-Dec-77,,,,diary record,,ploughed,Ploughed,,,,,
,4476,,R/HB/2,1978,all plots,10-Mar-78,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4477,,R/HB/2,1978,barley,10-Oct-77,,,,diary record,,glyphosate at 1.7 kg in 220 1,Glyphosate,1.7,kg/ha,220,l/ha,
,4478,,R/HB/2,1978,barley,22-Mar-78,,,,diary record,,seed sown (except 'Form of N 1852-1966 N and C' plots and 'extra' plots),Seed sown (except 'Form of N 1852-1966 N and C' plots and 'extra' plots),,,,,
,4479,,R/HB/2,1978,barley,30-Mar-78,,,,diary record,,seed sown on remaining plots,Seed sown on remaining plots,,,,,
,4480,,R/HB/2,1978,barley,17-May-78,,,,diary record,,N applied,N applied,,,,,
,4481,,R/HB/2,1978,barley,23-May-78,,,,diary record,,"ioxynil, mecoprop and Tridemorph applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots",Ioxynil applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots,0.53,kg/ha,220,l/ha,
,4481,,R/HB/2,1978,barley,23-May-78,,,,diary record,,"ioxynil, mecoprop and Tridemorph applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots",Mecoprop applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots,1.6,kg/ha,220,l/ha,
,4481,,R/HB/2,1978,barley,23-May-78,,,,diary record,,"ioxynil, mecoprop and Tridemorph applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots",Tridemorph applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots,0.53,kg/ha,220,l/ha,
,4482,,R/HB/2,1978,barley,26-May-78,,,,diary record,,ioxynil at 0.53 kg and mecoprop at 1.6 kg and Tridemorph at 0.53 kg in 220 l,"Ioxynil, remaining plots sprayed",0.53,kg/ha,220,l/ha,
,4482,,R/HB/2,1978,barley,26-May-78,,,,diary record,,ioxynil at 0.53 kg and mecoprop at 1.6 kg and Tridemorph at 0.53 kg in 220 l,"Mecoprop, remaining plots sprayed",1.6,kg/ha,220,l/ha,
,4482,,R/HB/2,1978,barley,26-May-78,,,,diary record,,ioxynil at 0.53 kg and mecoprop at 1.6 kg and Tridemorph at 0.53 kg in 220 l,"Tridemorph, remaining plots sprayed",0.53,kg/ha,220,l/ha,
,4483,,R/HB/2,1978,barley,09-Sep-78,,,,diary record,,combine harvested,Combine harvested,,,,,
,4484,,R/HB/2,1978,potatoes,10-Oct-77,,,,diary record,,glyphosate at 1.7 kg in 220 1,Glyphosate,1.7,kg/ha,220,l/ha,
,4485,,R/HB/2,1978,potatoes,11-Oct-77,,,,diary record,,Chalk at 2.9 t.,Chalk,2.9,tonnes/ha,,,
,4486,,R/HB/2,1978,potatoes,11-May-78,,,,diary record,,N applied,N applied,,,,,
,4487,,R/HB/2,1978,potatoes,12-May-78,,,,diary record,,"spike rotary cultivated, potatoes planted",Spike rotary cultivated,,,,,
,4487,,R/HB/2,1978,potatoes,12-May-78,,,,diary record,,"spike rotary cultivated, potatoes planted",Potatoes planted,,,,,
,4488,,R/HB/2,1978,potatoes,15-May-78,,,,diary record,,Linuron at 1.1 kg in 220 1.,Linuron,1.1,kg/ha,220,l/ha,
,4489,,R/HB/2,1978,potatoes,19-Jun-78,,,,diary record,,grubbed and rotary ridged,Grubbed,,,,,
,4489,,R/HB/2,1978,potatoes,19-Jun-78,,,,diary record,,grubbed and rotary ridged,Rotary ridged,,,,,
,4490,,R/HB/2,1978,potatoes,05-Jul-78,,,,diary record,,mancozeb at 1.3 kg in 220 1,Mancozeb,1.3,kg/ha,220,l/ha,
,4491,,R/HB/2,1978,potatoes,17-Jul-78,,,,diary record,,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 220 1,Mancozeb,1.3,kg/ha,220,l/ha,
,4491,,R/HB/2,1978,potatoes,17-Jul-78,,,,diary record,,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 220 1,Pirimicarb,0.14,kg/ha,220,l/ha,
,4492,,R/HB/2,1978,potatoes,04-Aug-78,,,,diary record,,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 220 1,Mancozeb,1.3,kg/ha,220,l/ha,
,4492,,R/HB/2,1978,potatoes,04-Aug-78,,,,diary record,,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 220 1,Pirimicarb,0.14,kg/ha,220,l/ha,
,4493,,R/HB/2,1978,potatoes,17-Aug-78,,,,diary record,,Fentin acetate and maneb ('Fennite A' at 1.7 kg) in 220 1,"Fennite A (Fentin acetate, Maneb)",1.7,kg/ha,220,l/ha,
,4494,,R/HB/2,1978,potatoes,08-Sep-78,,,,diary record,,Fentin acetate and maneb ('Fennite A' at 1.7 kg) in 220 1,"Fennite A (Fentin acetate, Maneb)",1.7,kg/ha,220,l/ha,
,4495,,R/HB/2,1978,potatoes,26-Oct-78,,,,diary record,,lifted,Lifted,,,,,
,4496,,R/HB/2,1978,beans,30-Mar-78,,,,diary record,,seed sown,Seed sown,,,,,
,4497,,R/HB/2,1978,beans,19-May-78,,,,diary record,,Tractor hoed,Tractor hoed,,,,,
,4498,,R/HB/2,1978,beans,08-Jun-78,,,,diary record,,Tractor hoed,Tractor hoed,,,,,
,4499,,R/HB/2,1978,beans,07-Jul-78,,,,diary record,,pirimicarb at 0.14 kg in 220 1.,Pirimicarb,0.14,kg/ha,220,l/ha,
,4500,,R/HB/2,1978,beans,25-Sep-78,,,,diary record,,combine harvested,Combine harvested,,,,,
,4501,,R/HB/2,1979,all plots,13-Nov-78,,,,diary record,,"P, K and Na applied","P, K and Na applied",,,,,
,4502,,R/HB/2,1979,all plots,20-Nov-78,,,,diary record,,Chalk at 2.5 t,Chalk,2.5,tonnes/ha,,,
,4503,,R/HB/2,1979,all plots,23-Nov-78,,,,diary record,,FYM applied,FYM applied,,,,,
,4504,,R/HB/2,1979,all plots,24-Nov-78,,,,diary record,,ploughed,Ploughed,,,,,
,4505,,R/HB/2,1979,all plots,06-Apr-79,,,,diary record,,"spring-tine cultivated, seed sown",Spring-tine cultivated,,,,,
,4505,,R/HB/2,1979,all plots,06-Apr-79,,,,diary record,,"spring-tine cultivated, seed sown",Seed sown,,,,,
,4506,,R/HB/2,1979,all plots,18-May-79,,,,diary record,,N applied,N applied,,,,,
,4507,,R/HB/2,1979,all plots,19-May-79,,,,diary record,,mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 kg) in 220 1.,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,kg/ha,220,l/ha,
,4508,,R/HB/2,1979,all plots,18-Jun-79,,,,diary record,,Tridemorph at 0.53 kg in 220 1.,Tridemorph,0.53,kg/ha,220,l/ha,
,4509,,R/HB/2,1979,all plots,27-Aug-79,,,,diary record,,combine harvested,Combine harvested,,,,,
,4510,,R/HB/2,1980,all plots,27-Sep-79,,,,diary record,,glyphosate at 1.5 kg in 220 1,Glyphosate,1.5,kg/ha,220,l/ha,
,4511,,R/HB/2,1980,all plots,01-Nov-79,,,,diary record,,P applied,P applied,,,,,
,4512,,R/HB/2,1980,all plots,02-Nov-79,,,,diary record,,K applied,K applied,,,,,
,4513,,R/HB/2,1980,all plots,07-Nov-79,,,,diary record,,Chalk applied,Chalk applied,,,,,
,4514,,R/HB/2,1980,all plots,08-Nov-79,,,,diary record,,"Silicate of soda and FYM applied, ploughed",Silicate of soda and FYM applied,,,,,
,4514,,R/HB/2,1980,all plots,08-Nov-79,,,,diary record,,"Silicate of soda and FYM applied, ploughed",Ploughed,,,,,
,4515,,R/HB/2,1980,all plots,21-Feb-80,,,,diary record,,"spring-tine cultivated, seed sown",Spring-tine cultivated,,,,,
,4515,,R/HB/2,1980,all plots,21-Feb-80,,,,diary record,,"spring-tine cultivated, seed sown",Seed sown,,,,,
,4516,,R/HB/2,1980,all plots,16-Apr-80,,,,diary record,,N applied,N applied,,,,,
,4517,,R/HB/2,1980,all plots,09-May-80,,,,diary record,,mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 kg) and Tridemorph at 0.53 l in 250 1.,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,kg/ha,250,l/ha,
,4517,,R/HB/2,1980,all plots,09-May-80,,,,diary record,,mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 kg) and Tridemorph at 0.53 l in 250 1.,Tridemorph,0.53,l/ha,250,l/ha,
,4518,,R/HB/2,1980,all plots,18-Aug-80,,,,diary record,,Harvested,Harvested,,,,,
,4519,,R/HB/2,1981,all plots,01-Sep-80,,,,diary record,,paraquat at 0.84 kg for in 250 1,Paraquat,0.84,kg ion/ha,250,l/ha,
,4520,,R/HB/2,1981,all plots,07-Oct-80,,,,diary record,,Chalk applied,Chalk applied,,,,,
,4521,,R/HB/2,1981,all plots,01-Dec-80,,,,diary record,,"P, K, and silicate of soda applied","P, K and silicate of soda applied",,,,,
,4522,,R/HB/2,1981,all plots,03-Dec-80,,,,diary record,,"FYM applied, ploughed",FYM applied,,,,,
,4522,,R/HB/2,1981,all plots,03-Dec-80,,,,diary record,,"FYM applied, ploughed",Ploughed,,,,,
,4523,,R/HB/2,1981,all plots,17-Feb-81,,,,diary record,,"spring-tine cultivated, seed sown",Spring-tine cultivated,,,,,
,4523,,R/HB/2,1981,all plots,17-Feb-81,,,,diary record,,"spring-tine cultivated, seed sown",Seed sown,,,,,
,4524,,R/HB/2,1981,all plots,21-Apr-81,,,,diary record,,N applied,N applied,,,,,
,4525,,R/HB/2,1981,all plots,12-May-81,,,,diary record,,mecoprop with ioxynil and bromoxynil (as 'Brittox' at 2.5 1) and Tridemorph at 0.53 kg in 250 l,"Brittox (mecoprop, bromoxynil, ioxynil)",2.5,l/ha,250,l/ha,
,4525,,R/HB/2,1981,all plots,12-May-81,,,,diary record,,mecoprop with ioxynil and bromoxynil (as 'Brittox' at 2.5 1) and Tridemorph at 0.53 kg in 250 l,Tridemorph,0.53,kg/ha,250,l/ha,
,4526,,R/HB/2,1981,all plots,17-Aug-81,,18-Aug-81,,diary record,,combine harvested,Combine harvested,,,,,
,4527,,R/HB/2,1982,all plots,04-Nov-81,,,,diary record,,glyphosate at 1.4 kg applied to 'Form of N 1852-1966 N and C' plots,Glyphosate applied to 'Form of N 1852-1966 N and C' plots,1.4,kg/ha,,,
,4528,,R/HB/2,1982,all plots,12-Nov-81,,,,diary record,,P and K applied,PK applied,,,,,
,4529,,R/HB/2,1982,all plots,13-Nov-81,,,,diary record,,Silicate of soda applied,Silicate of soda applied,,,,,
,4530,,R/HB/2,1982,all plots,17-Nov-81,,,,diary record,,Chalk applied,Chalk applied,,,,,
,4531,,R/HB/2,1982,all plots,18-Nov-81,,,,diary record,,FYM applied,FYM applied,,,,,
,4532,,R/HB/2,1982,all plots,19-Nov-81,,,,diary record,,ploughed,Ploughed,,,,,
,4533,,R/HB/2,1982,all plots,28-Mar-82,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4534,,R/HB/2,1982,all plots,29-Mar-82,,,,diary record,,seed sown,Seed sown,,,,,
,4535,,R/HB/2,1982,all plots,05-May-82,,,,diary record,,N applied,N applied,,,,,
,4536,,R/HB/2,1982,all plots,17-May-82,,,,diary record,,"Dicamba, mecoprop and MCPA (as 'Poly-Farmon' at 5.0 1) and Tridemorph at 0.53 kg in 250 l","Poly-Farmon (Dicamba, mecoprop, MCPA)",5,l/ha,250,l/ha,
,4536,,R/HB/2,1982,all plots,17-May-82,,,,diary record,,"Dicamba, mecoprop and MCPA (as 'Poly-Farmon' at 5.0 1) and Tridemorph at 0.53 kg in 250 l",Tridemorph,0.53,kg/ha,,,
,4537,,R/HB/2,1982,all plots,16-Aug-82,,,,diary record,,combine harvested,Combine harvested,,,,,
,4538,,R/HB/2,1983,all plots,27-Oct-82,,,,diary record,,glyphosate at 1.4 kg in 120 1,Glyphosate,1.4,kg/ha,120,l/ha,
,4539,,R/HB/2,1983,all plots,08-Nov-82,,,,diary record,,"P, K, Mg and silicate of soda applied","P, K, Mg and silicate of soda applied",,,,,
,4540,,R/HB/2,1983,all plots,24-Nov-82,,,,diary record,,Chalk and FYM applied,Chalk and FYM applied,,,,,
,4541,,R/HB/2,1983,all plots,25-Nov-82,,,,diary record,,ploughed,Ploughed,,,,,
,4542,,R/HB/2,1983,all plots,08-Mar-83,,,,diary record,,spring-tine cultivated twice,Spring-tine cultivated twice,,,,,
,4543,,R/HB/2,1983,all plots,09-Mar-83,,,,diary record,,seed sown,Seed sown,,,,,
,4544,,R/HB/2,1983,all plots,23-May-83,,,,diary record,,N applied,N applied,,,,,
,4545,,R/HB/2,1983,all plots,24-May-83,,,,diary record,,"Dicamba, mecoprop and MCPA (as 'Herrisol' at 5.0 1) in 250 1.","Herrisol (Dicamba, Mecoprop, MCPA)",5,l/ha,250,l/ha,
,4546,,R/HB/2,1983,all plots,21-Jun-83,,,,diary record,,Tridemorph at 0.52 kg in 250 1.,Tridemorph,0.52,kg/ha,250,l/ha,
,4547,,R/HB/2,1983,all plots,09-Aug-83,,,,diary record,,combine harvested,Combine harvested,,,,,
,4548,,R/HB/2,1984,all plots,14-Sep-83,,,,diary record,,Chalk applied,Chalk applied,,,,,
,4549,,R/HB/2,1984,all plots,15-Nov-83,,,,diary record,,"P, K and silicate of soda applied","P, K and silicate of soda applied",,,,,
,4550,,R/HB/2,1984,all plots,16-Nov-83,,,,diary record,,"FYM applied, ploughed",FYM applied,,,,,
,4550,,R/HB/2,1984,all plots,16-Nov-83,,,,diary record,,"FYM applied, ploughed",Ploughed,,,,,
,4551,,R/HB/2,1984,all plots,07-Mar-84,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4552,,R/HB/2,1984,all plots,08-Mar-84,,,,diary record,,seed sown,Seed sown,,,,,
,4553,,R/HB/2,1984,all plots,16-Apr-84,,,,diary record,,N applied,N applied,,,,,
,4554,,R/HB/2,1984,all plots,16-May-84,,,,diary record,,"3,6-dichloropicolinic acid at 0.05 kg and bromoxynil at 0.24 kg with mecoprop (as 'CMPP' at 3 l) and Tridemorph at 0.52 kg in 250 l","3,6-dichloropicolinic acid",0.05,kg/ha,250,l/ha,
,4554,,R/HB/2,1984,all plots,16-May-84,,,,diary record,,"3,6-dichloropicolinic acid at 0.05 kg and bromoxynil at 0.24 kg with mecoprop (as 'CMPP' at 3 l) and Tridemorph at 0.52 kg in 250 l",Bromoxynil,0.24,kg/ha,250,l/ha,
,4554,,R/HB/2,1984,all plots,16-May-84,,,,diary record,,"3,6-dichloropicolinic acid at 0.05 kg and bromoxynil at 0.24 kg with mecoprop (as 'CMPP' at 3 l) and Tridemorph at 0.52 kg in 250 l",Mecoprop (as 'CMPP'),3,l/ha,250,l/ha,
,4554,,R/HB/2,1984,all plots,16-May-84,,,,diary record,,"3,6-dichloropicolinic acid at 0.05 kg and bromoxynil at 0.24 kg with mecoprop (as 'CMPP' at 3 l) and Tridemorph at 0.52 kg in 250 l",Tridemorph,0.52,kg/ha,250,l/ha,
,4555,,R/HB/2,1984,all plots,18-Aug-84,,,,diary record,,combine harvested,Combine harvested,,,,,
,4556,,R/HB/2,1985,all plots,01-Oct-84,,,,diary record,,Chalk at 2.9 t.,Chalk,2.9,tonnes/ha,,,
,4557,,R/HB/2,1985,all plots,30-Oct-84,,,,diary record,,Silicate of soda applied,Silicate of soda applied,,,,,
,4558,,R/HB/2,1985,all plots,21-Nov-84,,,,diary record,,P applied,P applied,,,,,
,4559,,R/HB/2,1985,all plots,26-Nov-84,,,,diary record,,K applied,K applied,,,,,
,4560,,R/HB/2,1985,all plots,27-Nov-84,,,,diary record,,"FYM applied, ploughed",FYM applied,,,,,
,4560,,R/HB/2,1985,all plots,27-Nov-84,,,,diary record,,"FYM applied, ploughed",Ploughed,,,,,
,4561,,R/HB/2,1985,all plots,12-Mar-85,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4562,,R/HB/2,1985,all plots,13-Mar-85,,,,diary record,,"spring-tine cultivated, seed sown",Spring-tine cultivated,,,,,
,4562,,R/HB/2,1985,all plots,13-Mar-85,,,,diary record,,"spring-tine cultivated, seed sown",Seed sown,,,,,
,4563,,R/HB/2,1985,all plots,22-Apr-85,,,,diary record,,N applied,N applied,,,,,
,4564,,R/HB/2,1985,all plots,09-May-85,,,,diary record,,Clopyralid at 0.05 kg and bromoxynil octanoate at 0.24 kg with mecoprop at 1.7 kg and Tridemorph at 0.52 kg in 500 l.,Clopyralid,0.05,kg/ha,500,l/ha,
,4564,,R/HB/2,1985,all plots,09-May-85,,,,diary record,,Clopyralid at 0.05 kg and bromoxynil octanoate at 0.24 kg with mecoprop at 1.7 kg and Tridemorph at 0.52 kg in 500 l.,Bromoxynil octanoate,0.24,kg/ha,500,l/ha,
,4564,,R/HB/2,1985,all plots,09-May-85,,,,diary record,,Clopyralid at 0.05 kg and bromoxynil octanoate at 0.24 kg with mecoprop at 1.7 kg and Tridemorph at 0.52 kg in 500 l.,Mecoprop,1.7,kg/ha,500,l/ha,
,4564,,R/HB/2,1985,all plots,09-May-85,,,,diary record,,Clopyralid at 0.05 kg and bromoxynil octanoate at 0.24 kg with mecoprop at 1.7 kg and Tridemorph at 0.52 kg in 500 l.,Tridemorph,0.52,kg/ha,500,l/ha,
,4565,,R/HB/2,1985,all plots,23-Aug-85,,,,diary record,,combine harvested,Combine harvested,,,,,
,4566,,R/HB/2,1986,all plots,18-Nov-85,,,,diary record,,"Silicate of soda, P and Mg applied","Silicate of soda, P and Mg applied",,,,,
,4567,,R/HB/2,1986,all plots,20-Nov-85,,,,diary record,,K and FYM applied,K and FYM applied,,,,,
,4568,,R/HB/2,1986,all plots,21-Nov-85,,,,diary record,,ploughed,Ploughed,,,,,
,4569,,R/HB/2,1986,all plots,17-Mar-86,,,,diary record,,"spring-tine cultivated twice, seed sown",Spring-tine cultivated twice,,,,,
,4569,,R/HB/2,1986,all plots,17-Mar-86,,,,diary record,,"spring-tine cultivated twice, seed sown",Seed sown,,,,,
,4570,,R/HB/2,1986,all plots,12-May-86,,,,diary record,,N applied,N applied,,,,,
,4571,,R/HB/2,1986,all plots,16-May-86,,,,diary record,,Clopyralid at 0.07 kg and bromoxynil octanoate at 0.34 kg with mecoprop at 2.5 kg and Tridemorph at 0.52 kg in 200 l,Clopyralid,0.07,kg/ha,200,l/ha,
,4571,,R/HB/2,1986,all plots,16-May-86,,,,diary record,,Clopyralid at 0.07 kg and bromoxynil octanoate at 0.34 kg with mecoprop at 2.5 kg and Tridemorph at 0.52 kg in 200 l,Bromoxynil octanoate,0.34,kg/ha,200,l/ha,
,4571,,R/HB/2,1986,all plots,16-May-86,,,,diary record,,Clopyralid at 0.07 kg and bromoxynil octanoate at 0.34 kg with mecoprop at 2.5 kg and Tridemorph at 0.52 kg in 200 l,Mecoprop,2.5,kg/ha,200,l/ha,
,4571,,R/HB/2,1986,all plots,16-May-86,,,,diary record,,Clopyralid at 0.07 kg and bromoxynil octanoate at 0.34 kg with mecoprop at 2.5 kg and Tridemorph at 0.52 kg in 200 l,Tridemorph,0.52,kg/ha,200,l/ha,
,4572,,R/HB/2,1986,all plots,29-Aug-86,,,,diary record,,combine harvested,Combine harvested,,,,,
