record_id	source_id	sequence	Experiment	harvest_year	plots	start_date_orig	start date	end_date_orig	end_date	type	flag	record	tidy_record	rate	unit	water_volume	water_volume_unit	
	7520		W/RN/3	1992	Winter wheat first test crop W:	03-Oct-91					1	rotary cultivated	Rotary cultivated					
	7521		W/RN/3	1992	Winter wheat first test crop W:	03-Oct-91					1	drilled Mercia at 140 kg.	Drilled Mercia	140	kg/ha			
	7522		W/RN/3	1992	Winter wheat first test crop W:	30-Oct-91					1	Stomp 400 at 2.5 l. Arelon WDG at 0.50 kg and Decis at 0.20 1 in 200 l.	Stomp 400	2.5	l/ha	200	l/ha	
	7522		W/RN/3	1992	Winter wheat first test crop W:	30-Oct-91					1	Stomp 400 at 2.5 l. Arelon WDG at 0.50 kg and Decis at 0.20 1 in 200 l.	Arelon WDG	0.5	kg/ha	200	l/ha	
	7522		W/RN/3	1992	Winter wheat first test crop W:	30-Oct-91					1	Stomp 400 at 2.5 l. Arelon WDG at 0.50 kg and Decis at 0.20 1 in 200 l.	Decis	0.2	l/ha	200	l/ha	
	7523		W/RN/3	1992	Winter wheat first test crop W:	13-Apr-92					1	LN7. 140 and 210: applied as 27% N.	N70 27.0% N	70	kgN/ha			
	7523		W/RN/3	1992	Winter wheat first test crop W:	13-Apr-92					1	LN7. 140 and 210: applied as 27% N.	N140 27.0% N	140	kgN/ha			
	7523		W/RN/3	1992	Winter wheat first test crop W:	13-Apr-92					1	LN7. 140 and 210: applied as 27% N.	N210 27.0% N	210	kgN/ha			
	7524		W/RN/3	1992	Winter wheat first test crop W:	03-May-92					1	during at l.0 1 in 300 l.	Dorin	1	l/ha	300	l/ha	
	7525		W/RN/3	1992	Winter wheat first test crop W:	15-May-92					1	during at l.0 1 and ally at 0.03 kg in 300 l.	Dorin	1	l/ha	300	l/ha	
	7525		W/RN/3	1992	Winter wheat first test crop W:	15-May-92					1	during at l.0 1 and ally at 0.03 kg in 300 l.	Ally	0.03	kg/ha	300	l/ha	
	7526		W/RN/3	1992	Winter wheat first test crop W:	09-Jun-92					1	Impact Excel at 2.0 1 in 200 l.	Impact Excel	2	l/ha	200	l/ha	
	7527		W/RN/3	1992	Winter wheat first test crop W:	29-Jul-92					1	Barclay Gallup at 2.0 1 and Team at 0.30 1 in 300 l.	Barclay Gallup	2	l/ha	300	l/ha	
	7527		W/RN/3	1992	Winter wheat first test crop W:	29-Jul-92					1	Barclay Gallup at 2.0 1 and Team at 0.30 1 in 300 l.	Team	0.3	l/ha	300	l/ha	
	7528		W/RN/3	1992	Winter wheat first test crop W:	29-Aug-92					1	combine harvested.	Combine harvested					
	7529		W/RN/3	1992	"Winter rye, second test crop R:"	08-Oct-91					1	ploughed.	Ploughed					
	7530		W/RN/3	1992	"Winter rye, second test crop R:"	11-Oct-91					1	Dolomite at 5.0 t.	Dolomite	5	t/ha			
	7531		W/RN/3	1992	"Winter rye, second test crop R:"	11-Oct-91					1	PK as (0:24:24) at 260 kg.	PK as (0:24:24)			260	kg/ha	
	7532		W/RN/3	1992	"Winter rye, second test crop R:"	11-Oct-91					1	Yaltox at 150 kg.	Yaltox	150	kg/ha			
	7533		W/RN/3	1992	"Winter rye, second test crop R:"	11-Oct-91					1	rotary cultivated	Rotary cultivated					
	7534		W/RN/3	1992	"Winter rye, second test crop R:"	11-Oct-91					1	Manod drilled at 110 kg.	Manod drilled	110	kg			
	7535		W/RN/3	1992	"Winter rye, second test crop R:"	16-Jan-92					1	Stomp 400 at 3.3 1 in 200 l.	Stomp 400	3.3	l/ha	200	l/ha	
	7536		W/RN/3	1992	"Winter rye, second test crop R:"	16-Apr-92					1	N30 27% N##60##90: applied as .	N30 27.0% N	30	kgN/ha			
	7536		W/RN/3	1992	"Winter rye, second test crop R:"	16-Apr-92					1	N30 27% N##60##90: applied as .	N60 27.0% N	60	kgN/ha			
	7536		W/RN/3	1992	"Winter rye, second test crop R:"	16-Apr-92					1	N30 27% N##60##90: applied as .	N90 27.0% N	90	kgN/ha			
	7537		W/RN/3	1992	"Winter rye, second test crop R:"	31-Jul-92					1	combine harvested.	Combine harvested					
	7538		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	14-Sep-92					1	ploughed.	Ploughed					
	7539		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	16-Sep-92					1	"LN1 and LLN1 only: 34.5% N at 220 kg. rotary harrowed with crumbler attached, drilled Rossa meadow fescue at 15 kg and Beret RVP timothy at 15 kg."	LN1 and LLN1 only: 34.5% N			220	kg/ha	
	7539		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	16-Sep-92					1	"LN1 and LLN1 only: 34.5% N at 220 kg. rotary harrowed with crumbler attached, drilled Rossa meadow fescue at 15 kg and Beret RVP timothy at 15 kg."	LN1 and LLN1 only: rotary harrowed with crumbler attached					
	7539		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	16-Sep-92					1	"LN1 and LLN1 only: 34.5% N at 220 kg. rotary harrowed with crumbler attached, drilled Rossa meadow fescue at 15 kg and Beret RVP timothy at 15 kg."	LN1 and LLN1 only: drilled Rossa meadow fescue at-15 kg and Beret RVP timothy at-15 kg					
	7540		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	16-Sep-92					1	"LC1 and LLC1 only: 34.5% N at 145 kg. rotary harrowed with crumbler attached, drilled Rossa meadow fescue at 12 kg, Beret RVP timothy at 14 kg and Huia white clover at 4 kg."	LC1 and LLC1 only: 34.5% N			145	kg/ha	
	7540		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	16-Sep-92					1	"LC1 and LLC1 only: 34.5% N at 145 kg. rotary harrowed with crumbler attached, drilled Rossa meadow fescue at 12 kg, Beret RVP timothy at 14 kg and Huia white clover at 4 kg."	Rotary harrowed with crumbler attached					
	7540		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	16-Sep-92					1	"LC1 and LLC1 only: 34.5% N at 145 kg. rotary harrowed with crumbler attached, drilled Rossa meadow fescue at 12 kg, Beret RVP timothy at 14 kg and Huia white clover at 4 kg."	"Drilled Rossa meadow fescue at-12 kg, Beret RVP timothy at-14 kg and Huia white clover at-4 kg"					
	7541		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	03-Mar-93					1	PK as (0:18:36) at 560 kg.	PK as (0:18:36)			560	kg/ha	
	7542		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	04-Mar-93					1	LN1 and LLN1 only: NK as (25:09:16) at 300 kg.	LN1 and LLN1 only: NK as (25:09:16)			300	kg/ha	
	7543		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	04-Mar-93					1	LC1 and LLC1 only: muriate of potash at 90 kg.	LC1 and LLC1 only: muriate of potash			90	kg/ha	
	7544		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	05-Mar-93					1	harrowed.	Harrowed					
	7545		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	08-Jun-93					1	first cut.	First cut					
	7546		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	09-Jun-93					1	Produce removed.	Produce removed					
	7547		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	01-Jul-93					1	LN1 and LLN1 only: NK as (25:0:16) at 300 kg.	LN1 and LLN1 only: NK as (25:0:16)			300	kg/ha	
	7548		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	01-Jul-93					1	LC1 and LLC1 only: muriate of potash at 90 kg.	LC1 and LLC1 only: muriate of potash			90	kg/ha	
	7549		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	30-Jul-93					1	Setter 33 at 5.0 2 in 200 l.	Setter 33	5	l/ha	200	l/ha	
	7550		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	15-Sep-93					1	second cut.	Second cut					
	7551		W/RN/3	1993	"grass ley and clover grass ley first year rotation LN1, LC1 LLN1 and LLC1:"	22-Sep-93					1	Produce removed.	Produce removed					
	7552		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	06-Oct-92					1	LLN5 only: Dolomite at 5.0 t.	LLN5 only: Dolomite	5	t/ha			
	7553		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	03-Mar-93					1	PK as (0:18:36) at 560 kg.	PK as (0:18:36)			560	kg/ha	
	7554		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	04-Mar-93					1	NK as (25:0:16) at 300 kg.	NK as (25:0:16)			300	kg/ha	
	7555		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	05-Mar-93					1	harrowed.	Harrowed					
	7556		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	08-Jun-93					1	first cut.	First cut					
	7557		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	09-Jun-93					1	Produce removed.	Produce removed					
	7558		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	01-Jul-93					1	NK as (25:0:16) at 300 kg.	NK as (25:0:16)			300	kg/ha	
	7559		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	30-Jul-93					1	Setter 33 at 5.0 1 in 200 l.	Setter 33	5	l/ha	200	l/ha	
	7560		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	15-Sep-93					1	second cut.	Second cut					
	7561		W/RN/3	1993	grass ley second to eighth year rotation LLN2-3 LLN2-8:	22-Sep-93					1	Produce removed.	Produce removed					
	7562		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	06-Oct-92					1	LLC5 only: Dolomite at 5.0 t.	LLC5 only: Dolomite	5	t/ha			
	7563		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	03-Mar-93					1	PK as (0:18:36) at 560 kg.	PK as (0:18:36)			560	kg/ha	
	7564		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	04-Mar-93					1	muriate of potash at 90 kg.	Muriate of potash			90	kg/ha	
	7565		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	05-Mar-93					1	harrowed.	Harrowed					
	7566		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	08-Jun-93					1	first cut.	First cut					
	7567		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	09-Jun-93					1	Produce removed.	Produce removed					
	7568		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	01-Jul-93					1	muriate of potash at 90 kg.	Muriate of potash			90	kg/ha	
	7569		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	30-Jul-93					1	Setter 33 at 5.0 1 in 200 l.	Setter 33	5	l/ha	200	l/ha	
	7570		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	15-Sep-93					1	second cut.	Second cut					
	7571		W/RN/3	1993	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	22-Sep-93					1	Produce removed.	Produce removed					
	7572		W/RN/3	1993	spring barley first and second treatment crop rotation AB:	14-Sep_92					1	ploughed.	Ploughed					
	7573		W/RN/3	1993	spring barley first and second treatment crop rotation AB:	03-Mar-93					1	NPK as (20:10:10) at 400 kg.	NPK as (20:10:10)			400	kg/ha	
	7574		W/RN/3	1993	spring barley first and second treatment crop rotation AB:	04-Mar-93					1	"rotary harrowed with crumbler attached, Alexis, dressed Baytan, drilled at 160 kg, harrowed."	Rotary harrowed with crumbler attached					
	7574		W/RN/3	1993	spring barley first and second treatment crop rotation AB:	04-Mar-93					1	"rotary harrowed with crumbler attached, Alexis, dressed Baytan, drilled at 160 kg, harrowed."	"Alexis, dressed Baytan, drilled"	160	kg			
	7574		W/RN/3	1993	spring barley first and second treatment crop rotation AB:	04-Mar-93					1	"rotary harrowed with crumbler attached, Alexis, dressed Baytan, drilled at 160 kg, harrowed."	Harrowed					
	7575		W/RN/3	1993	spring barley first and second treatment crop rotation AB:	22-Jun-93					1	during at l.0 1 in 200 l.	Dorin	1	l/ha	200	l/ha	
	7576		W/RN/3	1993	spring barley first and second treatment crop rotation AB:	16-Aug-93					1	combine harvested.	Combine harvested					
	7577		W/RN/3	1993	Winter beans third treatment crop rotation AF and AB:	30-Oct-92					1	"PK as (0:24:24) at 168 kg, Punch broadcast at 180 kg, ploughed."	PK as (0:24:24)			168	kg/ha	
	7577		W/RN/3	1993	Winter beans third treatment crop rotation AF and AB:	30-Oct-92					1	"PK as (0:24:24) at 168 kg, Punch broadcast at 180 kg, ploughed."	Punch broadcast	180	kg/ha			
	7577		W/RN/3	1993	Winter beans third treatment crop rotation AF and AB:	30-Oct-92					1	"PK as (0:24:24) at 168 kg, Punch broadcast at 180 kg, ploughed."	Ploughed					
	7578		W/RN/3	1993	Winter beans third treatment crop rotation AF and AB:	24-Feb-93					1	Carbatamex at 3.0 kg in 200 l.	Carbatamex	3	kg/ha	200	l/ha	
	7579		W/RN/3	1993	Winter beans third treatment crop rotation AF and AB:	15-Jun-93					1	late at l.0 kg with Chiltern Chorothalonil 500 at 2.0 1 in 300 l.	Benlate	1	kg/ha	300	l/ha	
	7579		W/RN/3	1993	Winter beans third treatment crop rotation AF and AB:	15-Jun-93					1	late at l.0 kg with Chiltern Chorothalonil 500 at 2.0 1 in 300 l.	Chiltern Chorothalonil 500	2	l/ha	300	l/ha	
	7580		W/RN/3	1993	Winter beans third treatment crop rotation AF and AB:	01-Sep-93					1	combine harvested.	Combine harvested					
	7581		W/RN/3	1993	fallow first and second treatment year rotation AF:	14-Sep-92					1	ploughed.	Ploughed					
	7582		W/RN/3	1993	fallow first and second treatment year rotation AF:	04-Mar-93					1	rotary cultivated with crumbler attached.	Rotary cultivated with crumbler attached					
	7583		W/RN/3	1993	fallow first and second treatment year rotation AF:	08-Jul-93					1	rotary cultivated.	Rotary cultivated					
	7584		W/RN/3	1993	Winter wheat first test crop W:	29-Sep-92					1	Roundup at 4.0 1 in 200 l.	Roundup	4	l/ha	200	l/ha	
	7585		W/RN/3	1993	Winter wheat first test crop W:	06-Oct-92					1	"PK as (0:24:24) at 260 kg, ploughed, Yaltox at 150 kg, spring-tine cultivated."	PK as (0:24:24)			260	-	
	7585		W/RN/3	1993	Winter wheat first test crop W:	06-Oct-92					1	"PK as (0:24:24) at 260 kg, ploughed, Yaltox at 150 kg, spring-tine cultivated."	Ploughed			-	-	
	7585		W/RN/3	1993	Winter wheat first test crop W:	06-Oct-92					1	"PK as (0:24:24) at 260 kg, ploughed, Yaltox at 150 kg, spring-tine cultivated."	Yaltox	150	kg/ha	-	-	
	7585		W/RN/3	1993	Winter wheat first test crop W:	06-Oct-92					1	"PK as (0:24:24) at 260 kg, ploughed, Yaltox at 150 kg, spring-tine cultivated."	Spring-tine cultivated			-	-	
	7586		W/RN/3	1993	Winter wheat first test crop W:	07-Oct-92					1	"rotary harrowed, Mercia, dressed Cerevax, drilled at 380 seed per square are."	Rotary harrowed					
	7586		W/RN/3	1993	Winter wheat first test crop W:	07-Oct-92					1	"rotary harrowed, Mercia, dressed Cerevax, drilled at 380 seed per square are."	"Mercia, dressed Cerevax, drilled"	380	seed per square are			
	7587		W/RN/3	1993	Winter wheat first test crop W:	19-Oct-92					1	Prebane 500 SC at 3.0 1 in 200 l.	Prebane 500 SC	3	l/ha	200	l/ha	
	7588		W/RN/3	1993	Winter wheat first test crop W:	05-Apr-93					1	LN7. 140 and 210: applied as 27% N.	N70 27.0% N	70	kgN/ha			
	7588		W/RN/3	1993	Winter wheat first test crop W:	05-Apr-93					1	LN7. 140 and 210: applied as 27% N.	N140 27.0% N	140	kgN/ha			
	7588		W/RN/3	1993	Winter wheat first test crop W:	05-Apr-93					1	LN7. 140 and 210: applied as 27% N.	N210 27.0% N	210	kgN/ha			
	7589		W/RN/3	1993	Winter wheat first test crop W:	15-Apr-93					1	new SC Cycocel at 2.5 1 with ally at 0.03 kg in 200 l.	New SC Cycocel	2.5	l/ha	200	l/ha	
	7589		W/RN/3	1993	Winter wheat first test crop W:	15-Apr-93					1	new SC Cycocel at 2.5 1 with ally at 0.03 kg in 200 l.	Ally	0.03	kg/ha	200	l/ha	
	7590		W/RN/3	1993	Winter wheat first test crop W:	01-Jun-93					1	Baylaton at 0.50 kg with Mistral at 0.50 1 in 200 l.	Baylaton	0.5	kg/ha	200	l/ha	
	7590		W/RN/3	1993	Winter wheat first test crop W:	01-Jun-93					1	Baylaton at 0.50 kg with Mistral at 0.50 1 in 200 l.	Mistral	0.5	l/ha	200	l/ha	
	7591		W/RN/3	1993	Winter wheat first test crop W:	22-Jun-93					1	during at l.0 1 in 200 l.	Dorin	1	l/ha	200	l/ha	
	7592		W/RN/3	1993	Winter wheat first test crop W:	17-Aug-93					1	combine harvested.	Combine harvested					
	7593		W/RN/3	1993	Winter rye second test crop R:	14-Sep-92					1	ploughed.	Ploughed					
	7594		W/RN/3	1993	Winter rye second test crop R:	06-Oct-92					1	"PK as (0:24:24) at 260 kg, Yaltox at 150 kg and dolomite at 5.0 t, spring-tine cultivated."	PK as (0:24:24)			260	-	
	7594		W/RN/3	1993	Winter rye second test crop R:	06-Oct-92					1	"PK as (0:24:24) at 260 kg, Yaltox at 150 kg and dolomite at 5.0 t, spring-tine cultivated."	Yaltox	150	kg/ha	-	-	
	7594		W/RN/3	1993	Winter rye second test crop R:	06-Oct-92					1	"PK as (0:24:24) at 260 kg, Yaltox at 150 kg and dolomite at 5.0 t, spring-tine cultivated."	Dolomite	5	t/ha	-	-	
	7594		W/RN/3	1993	Winter rye second test crop R:	06-Oct-92					1	"PK as (0:24:24) at 260 kg, Yaltox at 150 kg and dolomite at 5.0 t, spring-tine cultivated."	Spring-tine cultivated			-	-	
	7595		W/RN/3	1993	Winter rye second test crop R:	07-Oct-92					1	"rotary harrowed, Manod, dressed Baytan, drilled at 350 seed per square are."	Rotary harrowed					
	7595		W/RN/3	1993	Winter rye second test crop R:	07-Oct-92					1	"rotary harrowed, Manod, dressed Baytan, drilled at 350 seed per square are."	"Manod, dressed Baytan, drilled"	350	seed per square are			
	7596		W/RN/3	1993	Winter rye second test crop R:	19-Oct-92					1	Prebane 500 SC at 3.0 1 in 200 l.	Prebane 500 SC	3	l/ha	200	l/ha	
	7597		W/RN/3	1993	Winter rye second test crop R:	06-Apr-93					1	W 30. 60 and 90: applied as 27% N.	N30 27.0% N	30	kgN/ha			
	7597		W/RN/3	1993	Winter rye second test crop R:	06-Apr-93					1	W 30. 60 and 90: applied as 27% N.	N60 27.0% N	60	kgN/ha			
	7597		W/RN/3	1993	Winter rye second test crop R:	06-Apr-93					1	W 30. 60 and 90: applied as 27% N.	N90 27.0% N	90	kgN/ha			
	7598		W/RN/3	1993	Winter rye second test crop R:	15-Apr-93					1	new 5C Cycocel at 2.5 1 with ally at 0.03 kg in 200 l.	New 5C Cycocel	2.5	l/ha	200	l/ha	
	7598		W/RN/3	1993	Winter rye second test crop R:	15-Apr-93					1	new 5C Cycocel at 2.5 1 with ally at 0.03 kg in 200 l.	Ally	0.03	kg/ha	200	l/ha	
	7599		W/RN/3	1993	Winter rye second test crop R:	01-Jun-93					1	Baylaton at 0.50 kg with Mistral at 0.50 1 in 200 l.	Baylaton	0.5	kg/ha	200	l/ha	
	7599		W/RN/3	1993	Winter rye second test crop R:	01-Jun-93					1	Baylaton at 0.50 kg with Mistral at 0.50 1 in 200 l.	Mistral	0.5	l/ha	200	l/ha	
	7600		W/RN/3	1993	Winter rye second test crop R:	22-Jun-93					1	during at l.0 1 in 200 l.	Dorin	1	l/ha	200	l/ha	
	7601		W/RN/3	1993	Winter rye second test crop R:	16-Aug-93					1	combine harvested.	Combine harvested					
	7602		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	19-Aug-93					1	Roundup at 5.33 1 in 200 l.	Roundup	5.33	l/ha	200	l/ha	
	7603		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	10-Sep-93					1	ploughed.	Ploughed					
	7604		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	17-Sep-93					1	LN1 and LLN1 only: 27% N at 280 kg.	LN1 and LLN1 only: 27% N			280	kg/ha	
	7605		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	17-Sep-93					1	LC1 and LLC1 only: 27% N at 186 kg.	LC1 and LLC1 only: 27% N			186	kg/ha	
	7606		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	24-Sep-93					1	rotary harrowed.	Rotary harrowed					
	7607		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	24-Sep-93					1	LN1 and LLN1 only: 50% Bundy meadow fescue and 50% Beret timothy mixture drilled at 30 kg.	LN1 and LLN1 only: 50% Bundy meadow fescue and 50% Beret timothy mixture drilled	30	kg			
	7608		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	24-Sep-93					1	"LC1 and LLC1 only: 45% Bundy meadow fescue, 45% Beret timothy and 10% Huia white clover mixture drilled at 30 kg."	"LC1 and LLC1 only: 45% Bundy meadow fescue, 45% Beret timothy and 10% Huia white clover mixture drilled"	30	kg			
	7609		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	18-Apr-94					1	PK as (0:18:36) at 417 kg.	PK as (0:18:36)			417	kg/ha	
	7610		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	18-Apr-94					1	LN1 and LLN1 only: NK as (25:0:16) at 300 kg.	LN1 and LLN1 only: NK as (25:0:16)			300	kg/ha	
	7611		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	18-Apr-94					1	LC1 and LLC1 only: muriate of potash at 80 kg.	LC1 and LLC1 only: muriate of potash			80	kg/ha	
	7612		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	08-Jun-94					1	first cut.	First cut					
	7613		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	10-Jun-94					1	Produce removed.	Produce removed					
	7614		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	14-Jun-94					1	LN1 and LLN1 only: NK at (25:60:16) at 300 kg.	LN1 and LLN1 only: NK			(25:60:16)	kg/ha	
	7615		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	14-Jun-94					1	LC1 and LLC1 only: muriate of potash at 80 kg.	LC1 and LLC1 only: muriate of potash			80	kg/ha	
	7616		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	15-Jun-94					1	chalking harrowed.	Chalking harrowed					
	7617		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	02-Sep-94					1	second cut.	Second cut					
	7618		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	03-Oct-94					1	remainder of plot cut.	Remainder of plot cut					
	7619		W/RN/3	1994	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	04-Oct-94					1	Produce removed.	Produce removed					
	7620		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	21-Oct-93					1	LLN5 only: Dolomite at 5.0 ?t.	LLN5 only: Dolomite	5	t/ha			
	7621		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	18-Apr-94					1	"PK as (0:18:36) at 417 kg, NK as (25:0:16) at 300 kg."	PK as (0:18:36)			417	kg/ha	
	7621		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	18-Apr-94					1	"PK as (0:18:36) at 417 kg, NK as (25:0:16) at 300 kg."	NK as (25:0:16)			300	kg/ha	
	7622		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	08-Jun-94					1	first cut.	First cut					
	7623		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	10-Jun-94					1	Produce removed.	Produce removed					
	7624		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	14-Jun-94					1	NK as (25:0:16) at 300 kg.	NK as (25:0:16)			300	kg/ha	
	7625		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	15-Jun-94					1	chalking harrowed.	Chalking harrowed					
	7626		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	02-Sep-94					1	second cut.	Second cut					
	7627		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	03-Oct-94					1	remainder of plot cut.	Remainder of plot cut					
	7628		W/RN/3	1994	grass ley second to eighth year rotation LLN2-3 LLN2-8:	04-Oct-94					1	Produce removed.	Produce removed					
	7629		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	21-Oct-93					1	LLC5 only: Dolomite at 5.0 t.	LLC5 only: Dolomite	5	t/ha			
	7630		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	18-Apr-94					1	"PK as (0:18:36) at 417 kg, muriate of potash at 80 kg."	PK as (0:18:36)			417	kg/ha	
	7630		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	18-Apr-94					1	"PK as (0:18:36) at 417 kg, muriate of potash at 80 kg."	Muriate of potash			80	kg/ha	
	7631		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	08-Jun-94					1	first cut.	First cut					
	7632		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	10-Jun-94					1	Produce removed.	Produce removed					
	7633		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	14-Jun-94					1	muriate of potash at 80 kg.	Muriate of potash			80	kg/ha	
	7634		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	15-Jun-94					1	chalking harrowed.	Chalking harrowed					
	7635		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	02-Sep-94					1	second cut.	Second cut					
	7636		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	03-Oct-94					1	remainder of plot cut.	Remainder of plot cut					
	7637		W/RN/3	1994	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	04-Oct-94					1	Produce removed.	Produce removed					
	7638		W/RN/3	1994	spring barley first and second treatment crop rotation AB:	15-Mar-94					1	ploughed.	Ploughed					
	7639		W/RN/3	1994	spring barley first and second treatment crop rotation AB:	18-Mar-94					1	NPK as (20:10:10) at 400 kg.	NPK as (20:10:10)			400	kg/ha	
	7640		W/RN/3	1994	spring barley first and second treatment crop rotation AB:	21-Mar-94					1	"rotary harrowed, Alexis dressed Panoctine Opus drilled at 325 seed per m2."	Rotary harrowed					
	7640		W/RN/3	1994	spring barley first and second treatment crop rotation AB:	21-Mar-94					1	"rotary harrowed, Alexis dressed Panoctine Opus drilled at 325 seed per m2."	Alexis dressed Panoctine Opus drilled	325	seed per m2			
