source_id,experiment,harvest_year,plots,start_date,end_date,record_type,record_orig,flag,record,rate,unit,water_volume,water_volume_unit,prefix
1965,W/RN/12,1975,sugar beet,16-June-1975,18-June-1975,diary record,singled,1,Singled,,,,,
1966,W/RN/12,1975,sugar beet,1-Aug-1975,-,diary record,"insecticide applied with boron, demeton-s-methyl at 0.25 kg in 390 l",1,"Insecticide applied with boron, demeton-s-methyl",0.25,kg/ha,390,l/ha,
1967,W/RN/12,1975,sugar beet,1-Aug-1975,-,diary record,"boron applied, 8.2 kg B2O3 (as 'Solubor')",1,Boron applied (as 'Solubor'),8.2,kgB2O3/ha,,,
1968,W/RN/12,1975,sugar beet,10-July-1975,17-July-1975,diary record,Side hoed,1,Side hoed,,,,,
1969,W/RN/12,1975,sugar beet,11-Nov-1975,14-Nov-1975,diary record,lifted,1,Lifted,,,,,
1970,W/RN/12,1975,barley,14-Jan-1975,-,diary record,ploughed in sugar beet tops,1,Ploughed in sugar beet tops,,,,,
1971,W/RN/12,1975,barley,8-Mar-1975,-,diary record,spring-tine cultivated with crumbler,1,Spring-tine cultivated with crumbler attached,,,,,
1972,W/RN/12,1975,barley,4-Mar-1975,-,diary record,"seed sown, PK (0:20:20) at 280 kg combine drilled",1,Seed sown,,,,,
1972,W/RN/12,1975,barley,4-Mar-1975,,diary record,"seed sown, PK (0:20:20) at 280 kg combine drilled",1,PK (0:20:20) combine drilled,280,kg/ha,,,
1973,W/RN/12,1975,barley,18-Mar-1975,-,diary record,N applied,1,N applied,,,,,
1974,W/RN/12,1975,barley,20-May-1975,-,diary record,"weedkiller applied, ioxynil at 0.52 kg and mecoprop at 1.6 kg in 280 l ",1,Ioxynil,0.52,kg/ha,280,l/ha,
1974,W/RN/12,1975,barley,20-May-1975,,diary record,"weedkiller applied, ioxynil at 0.52 kg and mecoprop at 1.6 kg in 280 l ",1,Mecoprop,1.6,kg/ha,280,l/ha,
1975,W/RN/12,1975,barley,11-Aug-1975,-,diary record,combine harvested,1,Combine harvested,,,,,
1976,W/RN/12,1976,winter oats,5-Oct-1975,-,diary record,"glyphosate applied, at 1.7 kg in 340 l",1,Glyphosate,1.7,kg/ha,340,l/ha,
1977,W/RN/12,1976,winter oats,24-Oct-1975,-,diary record,ploughed,1,Ploughed,,,,,
1978,W/RN/12,1976,winter oats,25-Oct-1975,-,diary record,spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
1979,W/RN/12,1976,winter oats,27-Oct-1975,-,diary record,"seed sown, PK (0:20:20) at 300 kg combine drilled",1,Seed sown,,,,,
1979,W/RN/12,1976,winter oats,27-Oct-1975,,diary record,"seed sown, PK (0:20:20) at 300 kg combine drilled",1,PK (0:20:20) combine drilled,300,kg/ha,,,
1980,W/RN/12,1976,winter oats,20-Apr-1976,-,diary record,"ioxynil plus mecoprop applied, ioxynil at 0.63 kg and mecoprop at 1.9 kg in 280 l",1,Ioxynil,0.63,kg/ha,280,l/ha,
1980,W/RN/12,1976,winter oats,20-Apr-1976,,diary record,"ioxynil plus mecoprop applied, ioxynil at 0.63 kg and mecoprop at 1.9 kg in 280 l",1,Mecoprop,1.9,kg/ha,280,l/ha,
1981,W/RN/12,1976,winter oats,30-June-1976,-,diary record,Harvested green,1,Harvested green,,,,,
1982,W/RN/12,1976,barley,24-Nov-1975,-,diary record,ploughed in sugar beet tops,1,Ploughed in sugar beet tops,,,,,
1983,W/RN/12,1976,barley,2-Mar-1976,-,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
1984,W/RN/12,1976,barley,4-Mar-1976,-,diary record,N applied,1,N applied,,,,,
1985,W/RN/12,1976,barley,8-Mar-1976,-,diary record,"seed sown, PK (0:20:20) at 290 kg combine drilled ",1,Seed sown,,,,,
1985,W/RN/12,1976,barley,8-Mar-1976,,diary record,"seed sown, PK (0:20:20) at 290 kg combine drilled ",1,PK (0:20:20) combine drilled,290,kg/ha,,,
1986,W/RN/12,1976,barley,28-Apr-1976,-,diary record,"weedkiller applied, ioxynil at 0.53 kg and mecoprop at 1.6 kg in 280 l",1,Ioxynil,0.53,kg/ha,280,l/ha,
1986,W/RN/12,1976,barley,28-Apr-1976,,diary record,"weedkiller applied, ioxynil at 0.53 kg and mecoprop at 1.6 kg in 280 l",1,Mecoprop,1.6,kg/ha,280,l/ha,
1987,W/RN/12,1976,barley,27-July-1976,-,diary record,combine harvested,1,Combine harvested,,,,,
1988,W/RN/12,1977,winter oats,23-Sept-1976,-,diary record,"glyphosate applied, at 1.7 kg in 280 l",1,Glyphosate,1.7,kg/ha,280,l/ha,
1989,W/RN/12,1977,winter oats,15-Oct-1976,-,diary record,ploughed,1,Ploughed,,,,,
1990,W/RN/12,1977,winter oats,8-Nov-1976,-,diary record,"spring-tine cultivated, seed sown, (0:20:20) at 290 kg, combine drilled.",1,Spring-tine cultivated,,,280,l/ha,
1990,W/RN/12,1977,winter oats,8-Nov-1976,,diary record,"spring-tine cultivated, seed sown, (0:20:20) at 290 kg, combine drilled.",1,Seed sown,,,280,l/ha,
1990,W/RN/12,1977,winter oats,8-Nov-1976,,diary record,"spring-tine cultivated, seed sown, (0:20:20) at 290 kg, combine drilled.",1,PK (0:20:20) combine drilled,290,kg/ha,280,l/ha,
1991,W/RN/12,1977,winter oats,15-May-1977,-,diary record,"ioxynil plus mecoprop applied, ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 220 l",1,Ioxynil,0.53,kg/ha,220,l/ha,
1991,W/RN/12,1977,winter oats,15-May-1977,,diary record,"ioxynil plus mecoprop applied, ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 220 l",1,Mecoprop,1.6,kg/ha,220,l/ha,
1992,W/RN/12,1977,winter oats,7-July-1977,8-July-1977,diary record,Harvested green,1,Harvested green,,,,,
1993,W/RN/12,1977,potatoes,28-July-1976,-,diary record,Heavy-tine cultivated,1,Heavy-tine cultivated,,,,,
1994,W/RN/12,1977,potatoes,16-Aug-1976,-,diary record,power harrowed,1,Power harrowed,,,,,
1995,W/RN/12,1977,potatoes,15-Oct-1976,-,diary record,ploughed,1,Ploughed,,,,,
1996,W/RN/12,1977,potatoes,17-Jan-1977,-,diary record,"Winter PK applied, (0:20:20) at 1140 kg",1,PK applied (0:20:20),1140,kg/ha,,,
1997,W/RN/12,1977,potatoes,6-Apr-1977,-,diary record,"spring PK applied, (0:20:20) at 1210 kg",1,"Spring PK, (0:20:20)",1210,kg/ha,,,
1998,W/RN/12,1977,potatoes,6-Apr-1977,-,diary record,"kieserite applied, 60 kg Mg as kieserite.",1,Kieserite,60,kgMgO/ha,,,
1999,W/RN/12,1977,potatoes,13-Apr-1977,-,diary record,Heavy-tine cultivated,1,Heavy-tine cultivated,,,,,
2000,W/RN/12,1977,potatoes,19-Apr-1977,21-Apr-1977,diary record,N applied,1,N applied,,,,,
2001,W/RN/12,1977,potatoes,22-Apr-1977,-,diary record,"power harrowed, potatoes planted",1,Power harrowed,,,,,
2001,W/RN/12,1977,potatoes,22-Apr-1977,,diary record,"power harrowed, potatoes planted",1,Potatoes planted,,,,,
2002,W/RN/12,1977,potatoes,25-May-1977,-,diary record,"grubbed and earthed up, weedkiller applied, linuron at 1.3 kg plus paraquat at 0.42 kg ion in 420 l",1,Grubbed and earthed up,,,,,
2002,W/RN/12,1977,potatoes,25-May-1977,,diary record,"grubbed and earthed up, weedkiller applied, linuron at 1.3 kg plus paraquat at 0.42 kg ion in 420 l",1,Linuron,1.3,kg/ha,420,l/ha,
2002,W/RN/12,1977,potatoes,25-May-1977,,diary record,"grubbed and earthed up, weedkiller applied, linuron at 1.3 kg plus paraquat at 0.42 kg ion in 420 l",1,Paraquat,0.42,kg ion/ha,420,l/ha,
2003,W/RN/12,1977,potatoes,23-June-1977,-,diary record,"Fungicide applied, mancozeb at 1.3 kg in 420 l",1,Mancozeb,1.3,kg/ha,420,l/ha,
2004,W/RN/12,1977,potatoes,8-July-1977,-,diary record,"Fungicide with insecticide applied, mancozeb at 1.3 kg plus pirimicarb at 0.14 kg in 390 l",1,Mancozeb,1.3,kg/ha,390,l/ha,
2004,W/RN/12,1977,potatoes,8-July-1977,,diary record,"Fungicide with insecticide applied, mancozeb at 1.3 kg plus pirimicarb at 0.14 kg in 390 l",1,Pirimicarb,0.14,kg/ha,390,l/ha,
2005,W/RN/12,1977,potatoes,21-July-1977,-,diary record,"Fungicide with insecticide applied, mancozeb at 1.3 kg plus pirimicarb at 0.14 kg in 370 l",1,Mancozeb,1.3,kg/ha,370,l/ha,
2005,W/RN/12,1977,potatoes,21-July-1977,,diary record,"Fungicide with insecticide applied, mancozeb at 1.3 kg plus pirimicarb at 0.14 kg in 370 l",1,Pirimicarb,0.14,kg/ha,370,l/ha,
2006,W/RN/12,1977,potatoes,12-Aug-1977,-,diary record,"Fungicide with insecticide applied, mancozeb at 1.3 kg plus pirimicarb at 0.14 kg in 370 l",1,Mancozeb,1.3,kg/ha,370,l/ha,
2006,W/RN/12,1977,potatoes,12-Aug-1977,,diary record,"Fungicide with insecticide applied, mancozeb at 1.3 kg plus pirimicarb at 0.14 kg in 370 l",1,Pirimicarb,0.14,kg/ha,370,l/ha,
2007,W/RN/12,1977,potatoes,21-Oct-1977,-,diary record,Haulm mechanically destroyed,1,Haulm mechanically destroyed,,,,,
2008,W/RN/12,1977,potatoes,1-Nov-1977,-,diary record,lifted,1,Lifted,,,,,
2009,W/RN/12,1978,winter wheat,10-Nov-1977,-,diary record,"PK applied, 110 kg P205 as superphosphate, 60 kg K2O as muriate of potash",1,Superphosphate,110,kgP2O5/ha,,,
2009,W/RN/12,1978,winter wheat,10-Nov-1977,,diary record,"PK applied, 110 kg P205 as superphosphate, 60 kg K2O as muriate of potash",1,Muriate of potash,60,kgK2O/ha,,,
2010,W/RN/12,1978,winter wheat,11-Nov-1977,-,diary record,ploughed,1,Ploughed,,,,,
2011,W/RN/12,1978,winter wheat,14-Nov-1977,-,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Spring-tine cultivated with crumbler attached,,,,,
2011,W/RN/12,1978,winter wheat,14-Nov-1977,,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Seed sown,,,,,
2012,W/RN/12,1978,winter wheat,11-Apr-1978,-,diary record,N applied,1,N applied,,,,,
2013,W/RN/12,1978,winter wheat,10-May-1978,-,diary record,"weedkiller applied, mecoprop, bromoxynil, and ioxynil ('Brittox' at 3.5 kg in 280 1)",1,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,kg/ha,280,l/ha,
2014,W/RN/12,1978,winter wheat,25-Aug-1978,-,diary record,combine harvested,1,Combine harvested,,,,,
2015,W/RN/12,1978,potatoes,24-Apr-1978,-,diary record,planted,1,Planted,,,,,
2016,W/RN/12,1978,potatoes,15-May-1978,-,diary record,"weedkiller applied, Linuron at 1.3 kg plus paraquat at 0.42 kg ion in 280 1",1,Linuron,1.3,kg/ha,280,l/ha,
2016,W/RN/12,1978,potatoes,15-May-1978,,diary record,"weedkiller applied, Linuron at 1.3 kg plus paraquat at 0.42 kg ion in 280 1",1,Paraquat,0.42,kg ion/ha,280,l/ha,
2017,W/RN/12,1978,potatoes,6-June-1978,-,diary record,grubbed,1,Grubbed,,,,,
2018,W/RN/12,1978,potatoes,9-June-1978,-,diary record,earthed up,1,Earthed up,,,,,
2019,W/RN/12,1978,potatoes,5-July-1978,-,diary record,"mancozeb applied, mancozeb at 1.3 kg in 280 l ",1,Mancozeb,1.3,kg/ha,280,l/ha,
2020,W/RN/12,1978,potatoes,20-July-1978,-,diary record,"mancozeb applied, mancozeb at 1.3 kg in 420 l",1,Mancozeb,1.3,kg/ha,420,l/ha,
2021,W/RN/12,1978,potatoes,11-Aug-1978,-,diary record,"mancozeb applied with insecticide, mancozeb at 1.3 kg plus pirimicarb at 0.14 kg in 420 l",1,Mancozeb,1.3,kg/ha,420,l/ha,
2021,W/RN/12,1978,potatoes,11-Aug-1978,,diary record,"mancozeb applied with insecticide, mancozeb at 1.3 kg plus pirimicarb at 0.14 kg in 420 l",1,Pirimicarb,0.14,kg/ha,420,l/ha,
2022,W/RN/12,1978,potatoes,23-Aug-1978,-,diary record,"Fentin acetate with maneb applied, 'Fennite A' at 1.7 kg in 280 l",1,"Fennite A (Fentin acetate, Maneb)",1.7,kg/ha,280,l/ha,
2023,W/RN/12,1978,potatoes,23-Sept-1978,-,diary record,"Haulm desiccant applied,  undiluted BOV at 170 l",1,Haulm desiccant undiluted BOV,170,l/ha,,,
2024,W/RN/12,1978,potatoes,11-Oct-1978,-,diary record,lifted,1,Lifted,,,,,
2025,W/RN/12,1979,winter wheat,13-Oct-1978,-,diary record,Heavy spring-tine cultivated,1,Heavy spring-tine cultivated,,,,,
2026,W/RN/12,1979,winter wheat,13-Oct-1978,-,diary record,"P and K applied, P2O5 at 110 kg as superphosphate, K2O at 60 kg as muriate of potash",1,Superphosphate,110,kgP2O5/ha,,,
2026,W/RN/12,1979,winter wheat,13-Oct-1978,,diary record,"P and K applied, P2O5 at 110 kg as superphosphate, K2O at 60 kg as muriate of potash",1,Muriate of potash,60,kgK2O/ha,,,
2027,W/RN/12,1979,winter wheat,13-Oct-1978,-,variety,spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
2028,W/RN/12,1979,winter wheat,14-Oct-1978,-,diary record,seed sown,1,Seed sown,,,,,
2029,W/RN/12,1979,winter wheat,18-Oct-1978,-,diary record,"weedkiller applied, Methabenzthiazuron at 1.5 kg in 220 l",1,Methabenzthiazuron,1.5,kg/ha,220,l/ha,
2030,W/RN/12,1979,winter wheat,18-Apr-1979,-,diary record,N applied,1,N applied,,,,,
2031,W/RN/12,1979,winter wheat,29-Aug-1979,-,diary record,combine harvested,1,Combine harvested,,,,,
2032,W/RN/12,1979,sugar beet,7-Nov-1978,-,diary record,Chalk applied at 5.0 t,1,Chalk applied,5.0,tonnes/ha,,,
2033,W/RN/12,1979,sugar beet,24-Nov-1978,-,diary record,"autumn PK applied, (0:20:20) at 1210 kg",1,"Autumn PK applied, (0:20:20)",1210,kg/ha,,,
2034,W/RN/12,1979,sugar beet,30-Apr-1979,-,diary record,"spring PK, (0:20:20) at 605 kg",1,"Spring PK, (0:20:20)",605,kg/ha,,,
2035,W/RN/12,1979,sugar beet,30-Apr-1979,-,diary record,"Mg applied, MgO at 60 kg as kieserite",1,"Mg applied, MgO as kieserite",60,kg/ha,,,
2036,W/RN/12,1979,sugar beet,30-Apr-1979,-,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
2037,W/RN/12,1979,sugar beet,1-May-1979,-,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Spring-tine cultivated with crumbler attached,,,,,
2037,W/RN/12,1979,sugar beet,1-May-1979,,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Seed sown,,,,,
2038,W/RN/12,1979,sugar beet,4-May-1979,-,diary record,N applied,1,N applied,,,,,
2039,W/RN/12,1979,sugar beet,11-June-1979,15-June-1979,diary record,singled,1,Singled,,,,,
2040,W/RN/12,1979,sugar beet,18-June-1979,-,diary record,Tractor hoed three times,1,Tractor hoed three times,,,,,
2041,W/RN/12,1979,sugar beet,2-July-1979,-,diary record,Tractor hoed three times,1,Tractor hoed three times,,,,,
2042,W/RN/12,1979,sugar beet,16-July-1979,-,diary record,Tractor hoed three times,1,Tractor hoed three times,,,,,
2043,W/RN/12,1979,sugar beet,30-June-1979,-,diary record,"Boron applied with insecticide, at 8.0 kg B2O3 (as 'Solubor')",1,"Boron applied with insecticide, B2O3 (as 'Solubor')",8.0,kg/ha,,,
2044,W/RN/12,1979,sugar beet,30-June-1979,-,diary record,"insecticide applied, pirimicarb at 0.14 kg in 250 1",1,Pirimicarb,0.14,kg/ha,250,l/ha,
2045,W/RN/12,1979,sugar beet,1-Nov-1979,-,diary record,lifted,1,Lifted,,,,,
2046,W/RN/12,1979,clover grass ley,7-Nov-1978,-,diary record,"Chalk applied, at 5.0 t",1,Chalk applied,5.0,tonnes/ha,,,
2047,W/RN/12,1979,clover grass ley,24-Nov-1978,-,diary record,"autumn PK applied, (0:20:20) at 1210 kg",1,"Autumn PK applied, (0:20:20)",1210,kg/ha,,,
2048,W/RN/12,1979,clover grass ley,30-Apr-1979,-,diary record,"spring PK applied, (0:20:20) at 605 kg",1,"Spring PK, (0:20:20)",605,kg/ha,,,
2049,W/RN/12,1979,clover grass ley,30-Apr-1979,-,diary record,"Mg applied, MgO at 60 kg as kieserite",1,"Mg applied, MgO as kieserite",60,kg/ha,,,
2050,W/RN/12,1979,clover grass ley,30-Apr-1979,-,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
2051,W/RN/12,1979,clover grass ley,1-May-1979,-,diary record,spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
2052,W/RN/12,1979,clover grass ley,4-May-1979,-,diary record,N applied,1,N applied,,,,,
2053,W/RN/12,1979,clover grass ley,4-June-1979,-,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Spring-tine cultivated with crumbler attached,,,,,
2053,W/RN/12,1979,clover grass ley,4-June-1979,,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Seed sown,,,,,
2054,W/RN/12,1979,clover grass ley,30-July-1979,-,diary record,topped,1,Topped,,,,,
2055,W/RN/12,1980,s barley,22-Nov-1979,-,diary record,ploughed in sugar beet tops,1,Ploughed in sugar beet tops,,,,,
2056,W/RN/12,1980,s barley,14-Jan-1980,-,diary record,"P and K applied, P2O5 at 110 kg as superphosphate, K20 at 60 kg as muriate of potash",1,Superphosphate,110,kgP2O5/ha,,,
2056,W/RN/12,1980,s barley,14-Jan-1980,,diary record,"P and K applied, P2O5 at 110 kg as superphosphate, K20 at 60 kg as muriate of potash",1,Muriate of potash,60,kgK2O/ha,,,
2057,W/RN/12,1980,s barley,29-Feb-1980,-,diary record,Heavy spring-tine cultivated,1,Heavy spring-tine cultivated,,,,,
2058,W/RN/12,1980,s barley,3-Mar-1980,-,diary record,spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
2059,W/RN/12,1980,s barley,4-Mar-1980,-,diary record,seed sown,1,Seed sown,,,,,
2060,W/RN/12,1980,s barley,21-Mar-1980,-,diary record,N applied,1,N applied,,,,,
2061,W/RN/12,1980,s barley,8-May-1980,-,diary record,"weedkiller applied, mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) in 280 1",1,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,l/ha,280,l/ha,
2062,W/RN/12,1980,s barley,13-May-1980,-,diary record,"Tridemorph applied, Tridemorph at 0.53 kg in 280 l",1,Tridemorph,0.53,kg/ha,280,l/ha,
2063,W/RN/12,1980,s barley,5-June-1980,-,diary record,"'Milgo E' applied, Ethirimol (as 'Milgo E' at 1.3 1) in 280 ",1,Ethirimol (as 'Milgo E'),1.3,l/ha,280,l/ha,
2064,W/RN/12,1980,s barley,28-Aug-1980,-,diary record,combine harvested,1,Combine harvested,,,,,
2065,W/RN/12,1980,sugar beet,13-Nov-1979,-,diary record,"Chalk applied, at 5.0 t",1,Chalk applied,5.0,tonnes/ha,,,
2066,W/RN/12,1980,sugar beet,22-Nov-1979,-,diary record,ploughed,1,Ploughed,,,,,
2067,W/RN/12,1980,sugar beet,4-Mar-1980,-,diary record,"autumn PK applied, (0:20:20) at 1210 kg",1,"Autumn PK applied, (0:20:20)",1210,kg/ha,,,
2068,W/RN/12,1980,sugar beet,11-Mar-1980,-,diary record,ploughed,1,Ploughed,,,,,
2069,W/RN/12,1980,sugar beet,31-Mar-1980,-,diary record,"spring PK applied, (0:20:20) at 610 kg",1,"Spring PK, (0:20:20)",610,kg/ha,,,
2070,W/RN/12,1980,sugar beet,31-Mar-1980,-,diary record,"Mg applied, MgO at 60 kg as kieserite",1,"Mg applied, MgO as kieserite",60,kg/ha,,,
2071,W/RN/12,1980,sugar beet,8-Apr-1980,-,diary record,Heavy spring-tine cultivated,1,Heavy spring-tine cultivated,,,,,
2072,W/RN/12,1980,sugar beet,9-Apr-1980,-,diary record,rotary cultivated,1,Rotary cultivated,,,,,
2073,W/RN/12,1980,sugar beet,11-Apr-1980,-,diary record,"N applied, seed sown",1,N applied,,,,,
2073,W/RN/12,1980,sugar beet,11-Apr-1980,,diary record,"N applied, seed sown",1,Seed sown,,,,,
2074,W/RN/12,1980,sugar beet,22-May-1980,-,diary record,Tractor hoed,1,Tractor hoed,,,,,
2075,W/RN/12,1980,sugar beet,4-June-1980,-,diary record,Tractor hoed,1,Tractor hoed,,,,,
2076,W/RN/12,1980,sugar beet,20-June-1980,-,diary record,Tractor hoed,1,Tractor hoed,,,,,
2077,W/RN/12,1980,sugar beet,29-May-1980,-,diary record,singled,1,Singled,,,,,
2078,W/RN/12,1980,sugar beet,16-June-1980,-,diary record,Side-hoed by hand,1,Side-hoed by hand,,,,,
2079,W/RN/12,1980,sugar beet,19-June-1980,-,diary record,"Boron applied, Boron at 8.0 kg B2O3 (as 'Solubor') in 300 1",1,"Boron applied, Boron B2O3 (as 'Solubor')",8.0,kg/ha,300,l/ha,
2080,W/RN/12,1980,sugar beet,4-Nov-1980,7-Nov-1980,diary record,lifted,1,Lifted,,,,,
2081,W/RN/12,1980,first year clover grass ley,13-Nov-1979,-,diary record,"Chalk applied, at 5.0 t",1,Chalk applied,5.0,tonnes/ha,,,
2082,W/RN/12,1980,first year clover grass ley,22-Nov-1979,-,diary record,ploughed,1,Ploughed,,,,,
2083,W/RN/12,1980,first year clover grass ley,4-Mar-1980,-,diary record,"PK applied, (0:20:20) at 1210 kg",1,PK applied (0:20:20),1210,kg/ha,,,
2084,W/RN/12,1980,first year clover grass ley,11-Mar-1980,-,diary record,ploughed,1,Ploughed,,,,,
2085,W/RN/12,1980,first year clover grass ley,31-Mar-1980,-,diary record,"PK applied, (0:20:20) at 610 kg",1,PK applied (0:20:20),610,kg/ha,,,
2086,W/RN/12,1980,first year clover grass ley,31-Mar-1980,-,diary record,"Mg applied, MgO at 60 kg as kieserite",1,"Mg applied, MgO as kieserite",60,kg/ha,,,
2087,W/RN/12,1980,first year clover grass ley,8-Apr-1980,-,diary record,Heavy spring-tine cultivated,1,Heavy spring-tine cultivated,,,,,
2088,W/RN/12,1980,first year clover grass ley,9-Apr-1980,-,diary record,rotary cultivated,1,Rotary cultivated,,,,,
2089,W/RN/12,1980,first year clover grass ley,11-Apr-1980,-,diary record,N applied,1,N applied,,,,,
2090,W/RN/12,1980,first year clover grass ley,17-Apr-1980,-,diary record,seed sown,1,Seed sown,,,,,
2091,W/RN/12,1980,first year clover grass ley,9-June-1980,-,diary record,topped,1,Topped,,,,,
2092,W/RN/12,1980,first year clover grass ley,26-June-1980,-,diary record,"paraquat applied because of poor germination, paraquat at 0.84 kg ion in 450 l",1,Paraquat applied because of poor germination,0.84,kg ion/ha,450,l/ha,
2093,W/RN/12,1980,first year clover grass ley,30-June-1980,-,diary record,rotary cultivated,1,Rotary cultivated,,,,,
2094,W/RN/12,1980,first year clover grass ley,2-July-1980,-,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
2095,W/RN/12,1980,first year clover grass ley,11-July-1980,-,diary record,"spring-tine cultivated with crumbler attached, seed re-sown",1,Spring-tine cultivated with crumbler attached,,,,,
2095,W/RN/12,1980,first year clover grass ley,11-July-1980,,diary record,"spring-tine cultivated with crumbler attached, seed re-sown",1,Seed re-sown,,,,,
2096,W/RN/12,1980,second year clover grass ley,20-Mar-1980,-,diary record,"P and K applied, P2O5 at 110 kg as superphosphate, K20 at 60 kg as muriate of potash",1,Superphosphate,110,kgP2O5/ha,,,
2096,W/RN/12,1980,second year clover grass ley,20-Mar-1980,,diary record,"P and K applied, P2O5 at 110 kg as superphosphate, K20 at 60 kg as muriate of potash",1,Muriate of potash,60,kgK2O/ha,,,
2097,W/RN/12,1980,second year clover grass ley,4-June-1980,-,diary record,cut,1,Cut,,,,,
2098,W/RN/12,1980,second year clover grass ley,8-Sept-1980,-,diary record,cut,1,Cut,,,,,
2099,W/RN/12,1980,second year clover grass ley,18-Sept-1980,-,diary record,topped,1,Topped,,,,,
2100,W/RN/12,1981,s barley,11-Dec-1980,-,diary record,ploughed in sugar beet tops,1,Ploughed in sugar beet tops,,,,,
2101,W/RN/12,1981,s barley,16-Feb-1981,-,diary record,"P and K applied, P205 at 110 kg as superphosphate, K20 at 60 kg as muriate of potash",1,Superphosphate,110,kgP2O5/ha,,,
2101,W/RN/12,1981,s barley,16-Feb-1981,,diary record,"P and K applied, P205 at 110 kg as superphosphate, K20 at 60 kg as muriate of potash",1,Muriate of potash,60,kgK2O/ha,,,
2102,W/RN/12,1981,s barley,18-Feb-1981,-,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
2103,W/RN/12,1981,s barley,27-Feb-1981,-,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Spring-tine cultivated with crumbler attached,,,,,
2103,W/RN/12,1981,s barley,27-Feb-1981,,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Seed sown,,,,,
2104,W/RN/12,1981,s barley,26-Mar-1981,-,diary record,N applied,1,N applied,,,,,
2105,W/RN/12,1981,s barley,15-Apr-1981,-,diary record,"weedkiller and Fungicide applied, mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) plus Tridemorph at 0.53 kg in 280 1",1,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,l/ha,280,l/ha,
2105,W/RN/12,1981,s barley,15-Apr-1981,,diary record,"weedkiller and Fungicide applied, mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) plus Tridemorph at 0.53 kg in 280 1",1,Tridemorph,0.53,kg/ha,280,l/ha,
2106,W/RN/12,1981,s barley,17-Aug-1981,-,diary record,combine harvested,1,Combine harvested,,,,,
2107,W/RN/12,1981,s beans,3-Dec-1980,-,diary record,Mg applied,1,Mg applied,,,,,
2108,W/RN/12,1981,s beans,4-Dec-1980,-,diary record,PK applied,1,PK applied,,,,,
2109,W/RN/12,1981,s beans,16-Jan-1981,-,diary record,Organic manures applied,1,Organic manures applied,,,,,
2110,W/RN/12,1981,s beans,16-Feb-1981,-,diary record,PK and Mg applied,1,"P, K and Mg applied",,,,,
2111,W/RN/12,1981,s beans,18-Feb-1981,-,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
2112,W/RN/12,1981,s beans,6-Apr-1981,-,diary record,"phorate applied, at 5.6 kg",1,Phorate,5.6,kg/ha,,,
2113,W/RN/12,1981,s beans,6-Apr-1981,-,diary record,"rotary cultivated with crumbler attached, seed sown",1,Rotary cultivated with crumbler attached,,,,,
2113,W/RN/12,1981,s beans,6-Apr-1981,,diary record,"rotary cultivated with crumbler attached, seed sown",1,Seed sown,,,,,
2114,W/RN/12,1981,s beans,7-Apr-1981,-,diary record,"weedkiller applied, Simazine at 0.84 kg in 280 l",1,Simazine,0.84,kg/ha,280,l/ha,
2115,W/RN/12,1981,s beans,18-June-1981,-,diary record,"pirimicarb applied, pirimicarb at 0.14 kg in 280 l",1,Pirimicarb,0.14,kg/ha,280,l/ha,
2116,W/RN/12,1981,s beans,27-July-1981,-,diary record,"pirimicarb applied, pirimicarb at 0.14 kg in 280 l",1,Pirimicarb,0.14,kg/ha,280,l/ha,
2117,W/RN/12,1981,s beans,3-Sept-1981,-,diary record,combine harvested,1,Combine harvested,,,,,
2118,W/RN/12,1981,first year clover grass ley,16-Jan-1981,-,diary record,ploughed,1,Ploughed,,,,,
2119,W/RN/12,1981,first year clover grass ley,16-Feb-1981,-,diary record,"PK applied, (0:14:28) at 1000 kg",1,PK applied (0:14:28),1000,kg/ha,,,
