record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,record,tidy_record,Column,rate,unit,water_volume,water_volume_unit
,7386,,R/CS/10,1992,Sawyers I (R)-,05-Mar-92,,,,,1,34.5% N at 220 kg.,Nitram (34.5% N),76,kgN/ha,220,kg/ha,
,7387,,R/CS/10,1992,Sawyers I (R)-,13-Apr-92,,,,,1,ploughed (crop failed.,Ploughed (crop failed),,,,,
,7395,,R/CS/10,1993,Sawyers I (R):,29-Sep-92,,,,,1,ploughed.,Ploughed,,,,,
,7396,,R/CS/10,1993,Sawyers I (R):,07-Oct-92,,,,,1,"rotary harrowed, CH 304/70, cultivated with rhizobium, drilled at 100 kg.",Rotary harrowed,,,,,
,7396,,R/CS/10,1993,Sawyers I (R):,07-Oct-92,,,,,1,"rotary harrowed, CH 304/70, cultivated with rhizobium, drilled at 100 kg.","Drilled CH 304/70, cultivated with rhizobium",100,kg/ha,,,
,7397,,R/CS/10,1993,Sawyers I (R):,13-Oct-92,,,,,1,Opogard 500 FW at 2.8 1 in 200 1.,Opogard 500 FW,2.8,l/ha,200,l/ha,
,7398,,R/CS/10,1993,Sawyers I (R):,16-Apr-93,,,,,1,sulphur 30: 30 kg S ae gypsum.,Sulphur 30: as Gypsum (17.5%S),30,kgS/ha,171,kg/ha,
,7399,,R/CS/10,1993,Sawyers I (R):,22-Jun-93,,,,,1,power Dimathoate 40 at 1.7 1 in 200 1.,Power Dimathoate 40,1.7,l/ha,200,l/ha,
,7400,,R/CS/10,1993,Sawyers I (R):,02-Jul-93,,,,,1,Mistral at 1.0 1 in 200 1.,Mistral,1,l/ha,200,l/ha,
,7401,,R/CS/10,1993,Sawyers I (R):,02-Jul-93,,,,,1,Sportak 45 at 1.1 1 in 200 1.,Sportak 45,1.1,l/ha,200,l/ha,
,7402,,R/CS/10,1993,Sawyers I (R):,06-Sep-93,,,,,1,Stefes Diquat at 3.0 1 with Vassgro Spreader at 0.30 1 in 260 1.,Stefes Diquat,3,l/ha,260,l/ha,
,7402,,R/CS/10,1993,Sawyers I (R):,06-Sep-93,,,,,1,Stefes Diquat at 3.0 1 with Vassgro Spreader at 0.30 1 in 260 1.,Vassgro Spreader,0.3,l/ha,,,
,7403,,R/CS/10,1993,Sawyers I (R):,10-Oct-93,,,,,1,combine harvested.,Combine harvested,,,,,
,7408,,R/CS/10,1994,Sawyers I (R):,16-Oct-93,,,,,1,ploughed.,Ploughed,,,,,
,7409,,R/CS/10,1994,Sawyers I (R):,19-Oct-93,,,,,1,disced.,Disced,,,,,
,7410,,R/CS/10,1994,Sawyers I (R):,20-Oct-93,,,,,1,"spring-tine cultivated, CH304/70 drilled at 40 seed per m.",Spring-tine cultivated,,,,,
,7410,,R/CS/10,1994,Sawyers I (R):,20-Oct-93,,,,,1,"spring-tine cultivated, CH304/70 drilled at 40 seed per m.",Drilled CH304/70,40,seeds/m2,,,
,7411,,R/CS/10,1994,Sawyers I (R):,26-Oct-93,,,,,1,Opogard 500 FW at 2.8 1 in 200 1.,Opogard 500 FW,2.8,l/ha,200,l/ha,
,7412,,R/CS/10,1994,Sawyers I (R):,16-Feb-94,,,,,1,Atlantis Simazine at 1.0 1 in 200 1.,Atlantis Simazine,1,l/ha,200,l/ha,
,7413,,R/CS/10,1994,Sawyers I (R):,13-Jun-94,,,,,1,sulphur 30: 30 kg S as gypsum.,Sulphur 30: as Gypsum (17.5%S),30,kgS/ha,171,kg/ha,
,7414,,R/CS/10,1994,Sawyers I (R):,06-Sep-94,,,,,1,Barclay Gallup at 4.0 1 in 200 1.,Barclay Gallup,4,l/ha,200,l/ha,
,7420,,R/CS/10,1995,Sawyers I (R):,06-Sep-94,,,,,1,Barclay Gallup at 4.0 1 in 200 1.,Barclay Gallup,4,l/ha,200,l/ha,
,7421,,R/CS/10,1995,Sawyers I (R):,12-Sep-94,,,,,1,topped.,Topped,,,,,
,7422,,R/CS/10,1995,Sawyers I (R):,14-Sep-94,,,,,1,ploughed.,Ploughed,,,,,
,7423,,R/CS/10,1995,Sawyers I (R):,29-Sep-94,,,,,1,"disced, hay spring-tine cultivated.",Disced,,,,,
,7423,,R/CS/10,1995,Sawyers I (R):,29-Sep-94,,,,,1,"disced, hay spring-tine cultivated.",Heavy spring-tine cultivated.,,,,,
,7424,,R/CS/10,1995,Sawyers I (R):,30-Sep-94,,,,,1,"rotary harrowed, Genesis, dressed Rappor, drilled at 380 seed per m.",Rotary harrowed,,,,,
,7424,,R/CS/10,1995,Sawyers I (R):,30-Sep-94,,,,,1,"rotary harrowed, Genesis, dressed Rappor, drilled at 380 seed per m.","Drilled Genesis, dressed Rappor",380,seeds/m2,,,
,7425,,R/CS/10,1995,Sawyers I (R):,24-Nov-94,,,,,1,Alpha Isoproturon 500 at 2.5 1 with Stomp 400 at 2.5 1 in 200 1.,Alpha Isoproturon 500,2.5,l/ha,200,l/ha,
,7425,,R/CS/10,1995,Sawyers I (R):,24-Nov-94,,,,,1,Alpha Isoproturon 500 at 2.5 1 with Stomp 400 at 2.5 1 in 200 1.,Stomp 400,2.5,l/ha,,,
,7426,,R/CS/10,1995,Sawyers I (R):,13-Apr-95,,,,,1,34.5% N at 435 kg.,Nitram (34.5% N),150,kgN/ha,435,kg/ha,
,7427,,R/CS/10,1995,Sawyers I (R):,01-May-95,,,,,1,sulphur 30: Gypsum (17.5% S) at 171 kg.,Sulphur 30: as Gypsum (17.5%S),30,kgS/ha,171,kg/ha,
,7428,,R/CS/10,1995,Sawyers I (R):,10-May-95,,,,,1,Halo at 2.0 1 in 200 1.,Halo,2,l/ha,200,l/ha,
,7429,,R/CS/10,1995,Sawyers I (R):,16-Jun-95,,,,,1,Halo at 2.0 1 with Patrol at 0.5 1 in 300 1.,Halo,2,l/ha,300,l/ha,
,7429,,R/CS/10,1995,Sawyers I (R):,16-Jun-95,,,,,1,Halo at 2.0 1 with Patrol at 0.5 1 in 300 1.,Patrol,0.5,l/ha,,,
,7430,,R/CS/10,1995,Sawyers I (R):,02-Aug-95,,,,,1,combine harvested.,Combine harvested,,,,,
,7441,,R/CS/10,1996,Sawyers I (R):,10-Aug-95,,,,,1,Straw baled.,Straw baled,,,,,
,7442,,R/CS/10,1996,Sawyers I (R):,22-Aug-95,,,,,1,subsoiled.,Subsoiled,,,,,
,7443,,R/CS/10,1996,Sawyers I (R):,25-Sep-95,,,,,1,ploughed.,Ploughed,,,,,
,7444,,R/CS/10,1996,Sawyers I (R):,28-Sep-95,,,,,1,"rotary harrowed, Hereward, dressed Panoctine, drilled at 380 seed per m*.",Rotary harrowed,,,,,
,7444,,R/CS/10,1996,Sawyers I (R):,28-Sep-95,,,,,1,"rotary harrowed, Hereward, dressed Panoctine, drilled at 380 seed per m*.","Drilled Hereward, dressed Panoctine",380,seeds/m2,,,
,7445,,R/CS/10,1996,Sawyers I (R):,11-Mar-96,,,,,1,34.5% N at 116 kg.,Nitram (34.5% N),40,kgN/ha,116,kg/ha,
,7446,,R/CS/10,1996,Sawyers I (R):,09-Apr-96,,,,,1,sulphur 30: Gypsum (17.5% S) at 171 kg.,Sulphur 30: as Gypsum (17.5%S),30,kgS/ha,171,kg/ha,
,7447,,R/CS/10,1996,Sawyers I (R):,15-Apr-96,,,,,1,34.5% N at 463 kg.,Nitram (34.5% N),160,kgN/ha,463,kg/ha,
,7448,,R/CS/10,1996,Sawyers I (R):,26-Apr-96,,,,,1,ally at 30 g with Cheetah Super at 1.25 1 and Barclay Holdup at 2.3 1 in 200 1.,Ally,30,g/ha,200,l/ha,
,7448,,R/CS/10,1996,Sawyers I (R):,26-Apr-96,,,,,1,ally at 30 g with Cheetah Super at 1.25 1 and Barclay Holdup at 2.3 1 in 200 1.,Cheetah Super,1.25,l/ha,,,
,7448,,R/CS/10,1996,Sawyers I (R):,26-Apr-96,,,,,1,ally at 30 g with Cheetah Super at 1.25 1 and Barclay Holdup at 2.3 1 in 200 1.,Barclay Holdup,2.3,l/ha,,,
,7449,,R/CS/10,1996,Sawyers I (R):,13-Jun-96,,,,,1,Alto 100 SL at 0.6 1 with Mallard 750 Ec at 0.4 1 in 300 1.,Alto 100 SL,0.6,l/ha,300,l/ha,
,7449,,R/CS/10,1996,Sawyers I (R):,13-Jun-96,,,,,1,Alto 100 SL at 0.6 1 with Mallard 750 Ec at 0.4 1 in 300 1.,Mallard 750 Ec,0.4,l/ha,,,
,7450,,R/CS/10,1996,Sawyers I (R):,09-Aug-96,,,,,1,combine harvested.,Combine harvested,,,,,
