ï»¿source_id,experiment,harvest_year,plot,start year,orig_record,record,flag,amount,unit,water_volume,water_unit,suffix
8662,RW/CS/326,2004,great knott iii,13-Jun-04,tm) Folicur at 0.7 1 in 200 l.,Tm) Folicur,1,0.7,l/ha,200,l/ha,
8663,RW/CS/326,2004,great knott iii,13-Jun-04,tm) Amistar at 0.5 1 in 200 1.,Tm) Amistar,1,0.5,l/ha,200,l/ha,
8664,RW/CS/326,2004,great knott iii,13-Jun-04,tm) Hallmark with Zeon Technology at 50 ml in 200 l.,Tm) Hallmark with Zeon Technology,1,50,ml/ha,200,l/ha,
8665,RW/CS/326,2004,great knott iii,31-Aug-04,combine harvested plots for yield.,Combine harvested plots for yield,1,,,,,
8666,RW/CS/326,2004,great knott iii,31-Aug-04,Straw baled and weighed.,Straw baled and weighed,1,,,,,
8667,RW/CS/326,2004,far field i,19-Aug-03,CleanCrop Egret applied at 4.0 1 on 200 l.,CleanCrop Egret,1,4.0,l/ha,200,l/ha,
8668,RW/CS/326,2004,far field i,29-Aug-03,Straw treatment applied.,Straw treatment applied,1,,,,,
8669,RW/CS/326,2004,far field i,29-Sep-03,muriate of potash at 250 kg.,Muriate of potash,1,,,250,kg/ha,
8670,RW/CS/326,2004,far field i,05-Oct-03,ploughed 30 cm furrows.,Ploughed 30 cm furrows,1,,,,,
8671,RW/CS/326,2004,far field i,06-Oct-03,cultipressed,Cultipressed,1,,,,,
8672,RW/CS/326,2004,far field i,07-Oct-03,"drilled, Consort, tr. Sibutol Secur at 300 seeds/m2 with the Accord drill.","Drilled, Consort, tr. Sibutol Secur with the Accord drill",1,300,seeds/m2,,,
8673,RW/CS/326,2004,far field i,17-Dec-03,tm) Arelon 500 at 3.5 1 in 200 1.,Tm) Arelon 500,1,3.5,l/ha,200,l/ha,
8674,RW/CS/326,2004,far field i,17-Dec-03,tm) Treflan at 1.5 1 in 200 l.,Tm) Treflan,1,1.5,l/ha,200,l/ha,
8675,RW/CS/326,2004,far field i,12-Mar-04,tm) Cutonic Copper Ultra at 0.25 1 in 200 l.,Tm) Cutonic Copper Ultra,1,0.25,l/ha,200,l/ha,
8676,RW/CS/326,2004,far field i,12-Mar-04,tm) Aventis manganese 500 at 1.5 1 in 200 l.,Tm) Aventis manganese 500,1,1.5,l/ha,200,l/ha,
8677,RW/CS/326,2004,far field i,18-Mar-04,"sulphuric Gold 30% N, 7.6% S at 167 kg.","Sulphur Gold (30% N, 7.6% S)",1,,,167,kg/ha,
8678,RW/CS/326,2004,far field i,29-Mar-04,Duplosan KV at 1.0 1 in 200 l. ,Duplosan KV,1,1.0,l/ha,200,l/ha,
8679,RW/CS/326,2004,far field i,19-Apr-04,tm) ally at 30 g in 200 l.,Tm) Ally,1,30,g/ha,200,l/ha,
8680,RW/CS/326,2004,far field i,19-Apr-04,tm) Biotril 24/16 at 0.5 1 in 200 l.,Tm) Biotril 24/16,1,0.5,l/ha,200,l/ha,
8681,RW/CS/326,2004,far field i,19-Apr-04,tm) Phase II at 1.0 1 in 200 l.,Tm) Phase II,1,1.0,l/ha,200,l/ha,
8682,RW/CS/326,2004,far field i,03-May-04,"sulphuric Gold 30% N, 7.6% S at 467 kg.","Sulphur Gold (30% N, 7.6% S)",1,,,467,kg/ha,
8683,RW/CS/326,2004,far field i,03-Jun-04,tm) Opus at 0.5 1 in 200 l.,Tm) Opus,1,0.5,l/ha,200,l/ha,
8684,RW/CS/326,2004,far field i,03-Jun-04,tm) Twist at 0.75 1 in 200 l.,Tm) Twist,1,0.75,l/ha,200,l/ha,
8685,RW/CS/326,2004,far field i,05-Jul-04,Aphox at 280 g in 200 l.,Aphox,1,280,g/ha,200,l/ha,
8686,RW/CS/326,2004,far field i,05-Sep-04,combine harvested plots for yield. swathed straw,Combine harvested plots for yield,1,,,,,
8686,RW/CS/326,2004,far field i,05-Sep-04,combine harvested plots for yield. swathed straw,Swathed straw,1,,,,,
8687,RW/CS/326,2004,far field i,07-Sep-04,"sampled, baled and weighed straw.","Sampled, baled and weighed straw",1,,,,,
8688,RW/CS/326,2005,great knott iii,02-Sep-04,Straw treatment applied.,Straw treatment applied,1,,,,,
8689,RW/CS/326,2005,great knott iii,07-Sep-04,chopped straw.,Straw chopped,1,,,,,
8690,RW/CS/326,2005,great knott iii,21-Sep-04,ploughed 35 cm furrows.,Ploughed 35 cm furrows,1,,,,,
8691,RW/CS/326,2005,great knott iii,22-Sep-04,cultipressed,Cultipressed,1,,,,,
8692,RW/CS/326,2005,great knott iii,27-Sep-04,"Combination drilled, Hereward, tr. Sibutol Secur, at 350 seed* with the Accord drill, rolled.","Combination drilled, Hereward, tr. Sibutol Secur, with the Accord drill",1,350,seed,,,
8692,RW/CS/326,2005,great knott iii,27-Sep-04,"Combination drilled, Hereward, tr. Sibutol Secur, at 350 seed* with the Accord drill, rolled.",Rolled,1,,,,,
8693,RW/CS/326,2005,great knott iii,05-Nov-04,tm) Claire at 3.3 1 in 200 l.,Tm) Claire,1,3.3,l/ha,200,l/ha,
8694,RW/CS/326,2005,great knott iii,05-Nov-04,tm) Aplha IPU 500 at 2.5 1 in 200 l.,Tm) Alpha IPU 500,1,2.5,l/ha,200,l/ha,
8695,RW/CS/326,2005,great knott iii,05-Nov-04,tm) Hallmark with Zeon Technology at 50 ml in 200 l.,Tm) Hallmark with Zeon Technology,1,50,ml/ha,200,l/ha,
8696,RW/CS/326,2005,great knott iii,19-Mar-05,tm) Duplosan KV at 1.5 1 in 200 1.,Tm) Duplosan KV,1,1.5,l/ha,200,l/ha,
8697,RW/CS/326,2005,great knott iii,19-Mar-05,tm) Atlantis at 0.4 1 in 200 l.,Tm) Atlantis,1,0.4,l/ha,200,l/ha,
8698,RW/CS/326,2005,great knott iii,19-Mar-05,tm) Biopower at 1.0 1 in 200 l.,Tm) Biopower,1,1.0,l/ha,200,l/ha,
8699,RW/CS/326,2005,great knott iii,03-Apr-05,sulphuric Gold at 167 kg. (50 kg N).,Sulphur Gold (50 kg N),1,,,167,kg/ha,
8700,RW/CS/326,2005,great knott iii,30-Apr-05,34.5% N at 406 kg. (140 kg N).,34.5% N,1,140,kgN/ha,406,kg/ha,
8701,RW/CS/326,2005,great knott iii,27-May-05,tm) Opus at 0.75 1 in 200 l.,Tm) Opus,1,0.75,l/ha,200,l/ha,
8702,RW/CS/326,2005,great knott iii,27-May-05,tm) Twist at 0.8 1 in 200 l.,Tm) Twist,1,0.8,l/ha,200,l/ha,
8703,RW/CS/326,2005,great knott iii,27-May-05,tm) Starane 2 at 0.75 1 in 200 l.,Tm) Starane 2,1,0.75,l/ha,200,l/ha,
8704,RW/CS/326,2005,great knott iii,17-Aug-05,"combine harvested plots for yield, combined discards, swathed straw and weighed.","Combine harvested plots for yield, combined discards",1,,,,,
8704,RW/CS/326,2005,great knott iii,17-Aug-05,"combine harvested plots for yield, combined discards, swathed straw and weighed.",Swathed straw,1,,,,,
8704,RW/CS/326,2005,great knott iii,17-Aug-05,"combine harvested plots for yield, combined discards, swathed straw and weighed.",Straw weighed,1,,,,,
8705,RW/CS/326,2005,far field i,07-Sep-04,Straw treatment applied.,Straw treatment applied,1,,,,,
8706,RW/CS/326,2005,far field i,26-Sep-04,glyphosate 360 at 4.0 1 in 200 l.,Glyphosate 360,1,4.0,l/ha,200,l/ha,
8707,RW/CS/326,2005,far field i,02-Oct-04,ploughed 35 cm furrows.,Ploughed 35 cm furrows,1,,,,,
8708,RW/CS/326,2005,far field i,02-Oct-04,"power harrowed, drilled, Hereward, tr. Sibutol Secur at 350 seed* with the Accord drill.",Power harrowed,1,,,,,
8708,RW/CS/326,2005,far field i,02-Oct-04,"power harrowed, drilled, Hereward, tr. Sibutol Secur at 350 seed* with the Accord drill.","Drilled Hereward, tr. Sibutol, with the Accord drill",1,350,seed*,,,
8709,RW/CS/326,2005,far field i,14-Nov-04,tm) Claire at 2.5 1 in 200 l.,Tm) Claire,1,2.5,l/ha,200,l/ha,
8710,RW/CS/326,2005,far field i,14-Nov-04,tm) Aplha IPU 500 at 2.5 1 1n 200 l.,Tm) Alpha IPU 500,1,2.5,l/ha,200,l/ha,
8711,RW/CS/326,2005,far field i,14-Nov-04,tm) Hallmark with Zeon Technology at 50 ml in 200 1.,Tm) Hallmark with Zeon Technology,1,50,ml/ha,200,l/ha,
8712,RW/CS/326,2005,far field i,09-Apr-05,"sulphuric Gold 30% N, 7.6% S at 167 kg. ","Sulphur Gold (30% N, 7.6% S)",1,,,167,kg/ha,
8713,RW/CS/326,2005,far field i,14-May-05,"sulphuric Gold 30% N, 7.6% S at 467 kg.","Sulphur Gold (30% N, 7.6% S)",1,,,467,kg/ha,
8714,RW/CS/326,2005,far field i,15-May-05,tm) Opus at 0.75 1 in 200 l.,Tm) Opus,1,0.75,l/ha,200,l/ha,
8715,RW/CS/326,2005,far field i,15-May-05,tm) Amistar Opti at 1.5 1 in 200 l.,Tm) Amistar Opti,1,1.5,l/ha,200,l/ha,
8716,RW/CS/326,2005,far field i,15-May-05,tm) Starane 2 at 0.5 1 in 200 l. ,Tm) Starane 2,1,0.5,l/ha,200,l/ha,
8717,RW/CS/326,2005,far field i,09-Jun-05,tm) Amistar at 0.3 1 in 200 l.,Tm) Amistar,1,0.3,l/ha,200,l/ha,
8718,RW/CS/326,2005,far field i,09-Jun-05,tm) Opus at 0.5 1 in 200 l.,Tm) Opus,1,0.5,l/ha,200,l/ha,
8719,RW/CS/326,2005,far field i,02-Sep-05,"combine harvested plots for yield, combined discards, swathed straw, sampled, baled and weighed straw.","Combine harvested plots for yield, combined discards",1,,,,,
8719,RW/CS/326,2005,far field i,02-Sep-05,"combine harvested plots for yield, combined discards, swathed straw, sampled, baled and weighed straw.",Swathed straw,1,,,,,
8719,RW/CS/326,2005,far field i,02-Sep-05,"combine harvested plots for yield, combined discards, swathed straw, sampled, baled and weighed straw.","Sampled, baled and weighed straw",1,,,,,
8720,RW/CS/326,2006,great knott iii,18-Aug-05,"Straw treatment applied, baled remaining straw.",Straw treatment applied,1,,,,,
8720,RW/CS/326,2006,great knott iii,18-Aug-05,"Straw treatment applied, baled remaining straw.",Baled remaining straw,1,,,,,
8721,RW/CS/326,2006,great knott iii,26-Sep-05,ploughed 35 cm furrows.,Ploughed 35 cm furrows,1,,,,,
8722,RW/CS/326,2006,great knott iii,28-Sep-05,"cultipressed, combination drilled, Hereward, tr. Sibutol Secur, at 350 seed, rolled.",Cultipressed,1,,,,,
8722,RW/CS/326,2006,great knott iii,28-Sep-05,"cultipressed, combination drilled, Hereward, tr. Sibutol Secur, at 350 seed, rolled.","Combination drilled Hereward, tr. Sibutol Secur",1,350,seeds/m2,,,
8722,RW/CS/326,2006,great knott iii,28-Sep-05,"cultipressed, combination drilled, Hereward, tr. Sibutol Secur, at 350 seed, rolled.",Rolled,1,,,,,
8723,RW/CS/326,2006,great knott iii,03-Oct-05,Crystal at 4.0 1 in 200 l.,Crystal,1,4.0,l/ha,200,l/ha,
8724,RW/CS/326,2006,great knott iii,05-Dec-05,Hallmark with Zeon Technology at 50 ml in 200 l.,Hallmark with Zeon Technology,1,50,ml/ha,200,l/ha,
8725,RW/CS/326,2006,great knott iii,15-Mar-06,Double top at 185 kg. (50 kg N).,Double top,1,50,kgN/ha,185,kg/ha,
8726,RW/CS/326,2006,great knott iii,21-Apr-06,tm) Opus at 0.75 1 in 200 l.,Tm) Opus,1,0.75,l/ha,200,l/ha,
8727,RW/CS/326,2006,great knott iii,21-Apr-06,tm) Bravo 500 at 1.01 main 200 l.,Tm) Bravo 500,1,1.0,l/ha,200,l/ha,
8728,RW/CS/326,2006,great knott iii,21-Apr-06,tm) flexitined at 0.2 1 in 200 l.,Tm) Flexity,1,0.2,l/ha,200,l/ha,
8729,RW/CS/326,2006,great knott iii,24-Apr-06,Double top at 435 kg. (140 kg N).,Double top,1,140,kgN/ha,435,kg/ha,
8730,RW/CS/326,2006,great knott iii,16-May-06,tm) ally Max SX at 42 g in 200 l.,Tm) ally Max SX,1,42,g/ha,200,l/ha,
8731,RW/CS/326,2006,great knott iii,16-May-06,tm) Starane 2 at 0.75 1 in 200 l.,Tm) Starane 2,1,0.75,l/ha,200,l/ha,
8732,RW/CS/326,2006,great knott iii,02-Jun-06,tm) Opus at 0.75 1 in 200 l.,Tm) Opus,1,0.75,l/ha,200,l/ha,
8733,RW/CS/326,2006,great knott iii,02-Jun-06,tm) Bravo 500 at 1.0 1 in 200 l.,Tm) Bravo 500,1,1.0,l/ha,200,l/ha,
8734,RW/CS/326,2006,great knott iii,02-Jun-06,tm) Vivid at 0.4 1 in 200 l.,Tm) Vivid,1,0.4,l/ha,200,l/ha,
8735,RW/CS/326,2006,great knott iii,16-Aug-06,"combine harvested plots for yield, combined discards, swathed straw, sample and weighed.","Combine harvested plots for yield, combined discards",1,,,,,
8735,RW/CS/326,2006,great knott iii,16-Aug-06,"combine harvested plots for yield, combined discards, swathed straw, sample and weighed.",Swathed straw,1,,,,,
8735,RW/CS/326,2006,great knott iii,16-Aug-06,"combine harvested plots for yield, combined discards, swathed straw, sample and weighed.",Straw sampled and weighed,1,,,,,
8736,RW/CS/326,2006,far field i,07-Sep-05,Straw treatment applied. remaining straw baled and removed.,Straw treatment applied,1,,,,,
8736,RW/CS/326,2006,far field i,07-Sep-05,Straw treatment applied. remaining straw baled and removed.,Remaining straw baled and removed,1,,,,,
8737,RW/CS/326,2006,far field i,22-Sep-05,Azural at 3.0 1 in 200 l.,Azural,1,3.0,l/ha,200,l/ha,
8738,RW/CS/326,2006,far field i,01-Oct-05,ploughed 35 cm furrows.,Ploughed 35 cm furrows,1,,,,,
8739,RW/CS/326,2006,far field i,08-Oct-05,rolled.,Rolled,1,,,,,
8740,RW/CS/326,2006,far field i,12-Oct-05,"Combination drilled, Hereward, tr. Sibutol Secur at 350 seeds/m2 with the Accord drill.","Combination drilled, Hereward, tr. Sibutol Secur, with the Accord drill",1,350,seeds/m2,,,
8741,RW/CS/326,2006,far field i,14-Oct-05,rolled.,Rolled,1,,,,,
8742,RW/CS/326,2006,far field i,13-Nov-05,tm) Alpha IPU 500 at 2.0 1 in 200 l.,Tm) Alpha IPU 500,1,2.0,l/ha,200,l/ha,
8743,RW/CS/326,2006,far field i,13-Nov-05,tm) Hallmark with Zeon Technology at 50 ml in 200 l.,Tm) Hallmark with Zeon Technology,1,50,ml/ha,200,l/ha,
8744,RW/CS/326,2006,far field i,13-Nov-05,tm) Mantrac 500 at 1.01 in 200 l.,Tm) Mantrac 500,1,1.0,l/ha,200,l/ha,
8745,RW/CS/326,2006,far field i,13-Nov-05,tm) Stomp 40 SC at 2.5 1 in 200 l.,Tm) Stomp 40 SC,1,2.5,l/ha,200,l/ha,
8746,RW/CS/326,2006,far field i,17-Mar-06,"N sulphuric 30% N, 7.6% S at 185 kg.","N sulphur 30% N, 7.6% S",1,,,185,kg/ha,
8747,RW/CS/326,2006,far field i,07-Apr-06,tm) Pacifica at 0.4 kg in 200 l.,Tm) Pacifica,1,0.4,kg/ha,200,l/ha,
8748,RW/CS/326,2006,far field i,07-Apr-06,tm) Biopower at 1.01 in 200 l.,Tm) Biopower,1,1.0,l/ha,200,l/ha,
8749,RW/CS/326,2006,far field i,07-Apr-06,tm) Duplosan KV at 2.01 in 200 1.,Tm) Duplosan KV,1,2.0,l/ha,200,l/ha,
8750,RW/CS/326,2006,far field i,07-Apr-06,: tm) Biopower at 1.01 in 200 1.,Tm) Biopower,1,1.0,l/ha,200,l/ha,
8751,RW/CS/326,2006,far field i,24-Apr-06,tm) Opus at 0.75 1 in 200 1.,Tm) Opus,1,0.75,l/ha,200,l/ha,
8752,RW/CS/326,2006,far field i,24-Apr-06,tm) Bravo 500 at 1.25 1 in 200 l.,Tm) Bravo 500,1,1.25,l/ha,200,l/ha,
8753,RW/CS/326,2006,far field i,24-Apr-06,tm) Mantrac 500 at 1.25 1 in 200 l.,Tm) Mantrac 500,1,1.25,l/ha,200,l/ha,
8754,RW/CS/326,2006,far field i,25-Apr-06,"Double top 27% N, 12 S at 481 kg.","Double top 27% N, 12 S",1,,,481,kg/ha,
8755,RW/CS/326,2006,far field i,16-May-06,tm) Quantum SX at 30 g in 200 1.,Tm) Quantum SX,1,30,g/ha,200,l/ha,
8756,RW/CS/326,2006,far field i,16-May-06,tm) Copper man at 2.0 1 in 200 1.,Tm) Copper man,1,2.0,l/ha,200,l/ha,
8757,RW/CS/326,2006,far field i,07-Jun-06,tm) Bravo 500ar at 1.0 1 in 200 l.,Tm) Bravo 500ar,1,1.0,l/ha,200,l/ha,
8758,RW/CS/326,2006,far field i,07-Jun-06,tm) Opus at 0.75 1 in 200 l.,Tm) Opus,1,0.75,l/ha,200,l/ha,
8759,RW/CS/326,2006,far field i,07-Jun-06,tm) Vivid at 0.4 1 in 200 1.,Tm) Vivid,1,0.4,l/ha,200,l/ha,
8760,RW/CS/326,2006,far field i,27-Aug-06,"combine harvested plots for yield, combined discards, swathed straw, sampled, baled and weighed straw.","Combine harvested plots for yield, combined discards",1,,,,,
8760,RW/CS/326,2006,far field i,27-Aug-06,"combine harvested plots for yield, combined discards, swathed straw, sampled, baled and weighed straw.",Swathed straw,1,,,,,
8760,RW/CS/326,2006,far field i,27-Aug-06,"combine harvested plots for yield, combined discards, swathed straw, sampled, baled and weighed straw.","Sampled, baled and weighed straw",1,,,,,
8761,R/BK/1,1992,all sections,30-Sep-91,P applied.,P applied,1,,,,,
8762,R/BK/1,1992,all sections,07-Oct-91,"K, Na and Mg applied.",K applied,1,,,,,
8762,R/BK/1,1992,all sections,07-Oct-91,"K, Na and Mg applied.",Na applied,1,,,,,
8762,R/BK/1,1992,all sections,07-Oct-91,"K, Na and Mg applied.",Mg applied,1,,,,,
8763,R/BK/1,1992,all sections,09-Oct-91,FYM applied.,FYM applied,1,,,,,
8764,R/BK/1,1992,all sections,11-Oct-91,ploughed and furrow pressed.,Ploughed,1,,,,,
8764,R/BK/1,1992,all sections,11-Oct-91,ploughed and furrow pressed.,Furrow pressed,1,,,,,
8765,R/BK/1,1992,all sections,14-Oct-91,rotary harrowed.,Rotary harrowed,1,,,,,
8766,R/BK/1,1992,w wheat,31-Aug-91,Straw chopped (section 0).,Straw chopped (section 0),1,,,,,
8767,R/BK/1,1992,w wheat,09-Oct-91,Chalk applied at 2.9 t (sections 4 and 6),Chalk applied (sections 4 and 6),1,2.9,t/ha,,,
8768,R/BK/1,1992,w wheat,10-Oct-91,autumn N treatment applied.,Autumn N treatment applied,1,,,,,
8769,R/BK/1,1992,w wheat,15-Oct-91,"rotary harrowed. Apollo, dressed Fonofos seed treatment, drilled at 200 kg.",Rotary harrowed,1,,,,,
8769,R/BK/1,1992,w wheat,15-Oct-91,"rotary harrowed. Apollo, dressed Fonofos seed treatment, drilled at 200 kg.","Apollo, dressed Fonofos seed treatment, drilled",1,200,kg,,,
8770,R/BK/1,1992,w wheat,16-Oct-91,rolled.,Rolled,1,,,,,
8771,R/BK/1,1992,w wheat,06-Dec-91,Stomp 400 (except section 8). 3.3 l 200 1,Stomp 400 (except section 8). 3.3 l 200 1,1,,,,,
8772,R/BK/1,1992,w wheat,06-Dec-91,Stefes IPU (except section 8). 2.5 l 200 l,Stefes IPU (except section 8),1,2.5,l/ha,200,l/ha,
8773,R/BK/1,1992,w wheat,10-Apr-92,spring N treatment applied.,Spring N treatment applied,1,,,,,
8774,R/BK/1,1992,w wheat,14-May-92,"Sportak 45 at 0.90 1, Calixin at 0.50 1 and Tripart Brevis at 2.25 1 in 200 1 (except section 6).",Sportak 45,1,0.90,l/ha,200,l/ha,(except section 6)
8774,R/BK/1,1992,w wheat,14-May-92,"Sportak 45 at 0.90 1, Calixin at 0.50 1 and Tripart Brevis at 2.25 1 in 200 1 (except section 6).",Calixin,1,0.50,l/ha,,,
8774,R/BK/1,1992,w wheat,14-May-92,"Sportak 45 at 0.90 1, Calixin at 0.50 1 and Tripart Brevis at 2.25 1 in 200 1 (except section 6).",Tripart Brevis,1,2.25,l/ha,200,l/ha,(except section 6)
8775,R/BK/1,1992,w wheat,09-Jun-92,Chiltern 01â”œÂ® at 2.0 1 and Mistral at 1.0 1 in 200 1 (except section 6).,Chiltern Ole,1,2.0,l/ha,200,l/ha,(except section 6)
8775,R/BK/1,1992,w wheat,09-Jun-92,Chiltern 01â”œÂ® at 2.0 1 and Mistral at 1.0 1 in 200 1 (except section 6).,Mistral,1,1.0,l/ha,200,l/ha,(except section 6)
8776,R/BK/1,1992,w wheat,23-Jun-92,Radar at 0.50 1 and Mistral at 0.50 1 in 200 1 (except section 6).,Radar,1,0.50,l/ha,200,l/ha,(except section 6)
8776,R/BK/1,1992,w wheat,23-Jun-92,Radar at 0.50 1 and Mistral at 0.50 1 in 200 1 (except section 6).,Mistral,1,0.50,l/ha,200,l/ha,(except section 6)
8777,R/BK/1,1992,w wheat,28-Jun-92,Roundup at 6.0 1 with High Stefes Mixture B at 2.9 1 in 150 1 (except section 8).,Roundup,1,6.0,l/ha,150,l/ha,(except section 8)
8777,R/BK/1,1992,w wheat,28-Jun-92,Roundup at 6.0 1 with High Stefes Mixture B at 2.9 1 in 150 1 (except section 8).,High Stefes Mixture B,1,2.9,l/ha,150,l/ha,
8778,R/BK/1,1992,w wheat,06-Aug-92,combine harvested.,Combine harvested,1,,,,,
8779,R/BK/1,1992,potatoes,15-Jan-92,Chisel ploughed.,Chisel ploughed,1,,,,,
8780,R/BK/1,1992,potatoes,10-Apr-92,N treatment applied.,N treatment applied,1,,,,,
8781,R/BK/1,1992,potatoes,13-Apr-92,hay spring-tine cultivated.,Heavy spring-tine cultivated,1,,,,,
8782,R/BK/1,1992,potatoes,23-Apr-92,rotary harrowed. planted Pentland Crown Elite 2.,Rotary harrowed,1,,,,,
8782,R/BK/1,1992,potatoes,23-Apr-92,rotary harrowed. planted Pentland Crown Elite 2.,Planted Pentland Crown Elite 2,1,,,,,
8783,R/BK/1,1992,potatoes,13-May-92,Rotalin at 5.5 1 in 400 1.,Rotalin,1,5.5,l/ha,400,l/ha,
8784,R/BK/1,1992,potatoes,22-Jun-92,Manex at 2.0 1 with Nu Film P at 0.18 1 in 200 1.,Manex,1,2.0,l/ha,200,l/ha,
8784,R/BK/1,1992,potatoes,22-Jun-92,Manex at 2.0 1 with Nu Film P at 0.18 1 in 200 1.,Nu Film P,1,0.18,l/ha,200,l/ha,
8785,R/BK/1,1992,potatoes,08-Jul-92,"Manex at 2.0 1 and Aphox at 0.28 kg with Nu Film P at 0.18 1 in 200 1,",Manex,1,2.0,l/ha,200,l/ha,
8785,R/BK/1,1992,potatoes,08-Jul-92,"Manex at 2.0 1 and Aphox at 0.28 kg with Nu Film P at 0.18 1 in 200 1,",Aphox,1,0.28,kg/ha,200,l/ha,
8785,R/BK/1,1992,potatoes,08-Jul-92,"Manex at 2.0 1 and Aphox at 0.28 kg with Nu Film P at 0.18 1 in 200 1,",Nu Film P,1,0.18,l/ha,200,l/ha,
8786,R/BK/1,1992,potatoes,16-Jul-92,Manex at 2.0 1 with Nu Film P at 0.18 1 in 200 1.,Manex,1,2.0,l/ha,200,l/ha,
8786,R/BK/1,1992,potatoes,16-Jul-92,Manex at 2.0 1 with Nu Film P at 0.18 1 in 200 1.,Nu Film P,1,0.18,l/ha,200,l/ha,
8787,R/BK/1,1992,potatoes,28-Jul-92,Manex at 2.5 1 with Nu Film P at 0.18 1 in 200 1.,Manex,1,2.5,l/ha,200,l/ha,
8787,R/BK/1,1992,potatoes,28-Jul-92,Manex at 2.5 1 with Nu Film P at 0.18 1 in 200 1.,Nu Film P,1,0.18,l/ha,200,l/ha,
8788,R/BK/1,1992,potatoes,17-Aug-92,Chiltern Super-Tin 4L at 0.56 1 with Nu Film P at 0.18 1 in 200 1.,Chiltern Super-Tin 4L,1,0.56,l/ha,200,l/ha,
8788,R/BK/1,1992,potatoes,17-Aug-92,Chiltern Super-Tin 4L at 0.56 1 with Nu Film P at 0.18 1 in 200 1.,Nu Film P,1,0.18,l/ha,200,l/ha,
8789,R/BK/1,1992,potatoes,29-Aug-92,Chiltern Super-Tin 4L at 0.56 1 with Nu Film P at 0.18 1 in 200 l.,Chiltern Super-Tin 4L,1,0.56,l/ha,200,l/ha,
8789,R/BK/1,1992,potatoes,29-Aug-92,Chiltern Super-Tin 4L at 0.56 1 with Nu Film P at 0.18 1 in 200 l.,Nu Film P,1,0.18,l/ha,200,l/ha,
8790,R/BK/1,1992,potatoes,10-Sep-92,Reglone at 4.0 1 in 200 l.,Reglone,1,4.0,l/ha,200,l/ha,
8791,R/BK/1,1992,potatoes,22-Sep-92,Haulm mechanically destroyed.,Haulm mechanically destroyed,1,,,,,
8792,R/BK/1,1992,potatoes,02-Oct-92,lifted.,Lifted,1,,,,,
8793,R/BK/1,1992,fallow,15-Jan-92,Chisel ploughed.,Chisel ploughed,1,,,,,
8794,R/BK/1,1992,fallow,13-Apr-92,hay spring-tine cultivated.,Heavy spring-tine cultivated,1,,,,,
8795,R/BK/1,1992,fallow,18-May-92,"hay spring-tine cultivated,",Heavy spring-tine cultivated,1,,,,,
8796,R/BK/1,1992,fallow,25-Jun-92,cultivated by rotary grubber.,Cultivated by rotary grubber,1,,,,,
8797,R/BK/1,1993,all sections,08-Oct-92,P applied.,P applied,1,,,,,
8798,R/BK/1,1993,all sections,13-Oct-92,"Mg, K and Na applied.",K applied,1,,,,,
8798,R/BK/1,1993,all sections,13-Oct-92,"Mg, K and Na applied.",Na applied,1,,,,,
8798,R/BK/1,1993,all sections,13-Oct-92,"Mg, K and Na applied.",Mg applied,1,,,,,
8799,R/BK/1,1993,all sections,14-Oct-92,FYM applied.,FYM applied,1,,,,,
8800,R/BK/1,1993,all sections,15-Oct-92,ploughed.,Ploughed,1,,,,,
8801,R/BK/1,1993,all sections,19-Oct-92,rotary harrowed. plots 21 to 1l.,Rotary harrowed. plots 21 to 1l,1,,,,,
8802,R/BK/1,1993,all sections,04-Nov-92,hay spring-tine cultivated plots 01 & 12-20.,Heavy spring-tine cultivated plots 01 & 12-20,1,,,,,
8803,R/BK/1,1993,w wheat,07-Aug-92,Straw chopped (section 0 only).,Straw chopped (section 0 only),1,,,,,
8804,R/BK/1,1993,w wheat,08-Oct-92,autumn N treatment applied.,Autumn N treatment applied,1,,,,,
8805,R/BK/1,1993,w wheat,06-Nov-92,"rotary harrowed. Apollo, dressed Fonofos seed treatment, drilled at 380 seed per square are.",Rotary harrowed,1,,,,,
8805,R/BK/1,1993,w wheat,06-Nov-92,"rotary harrowed. Apollo, dressed Fonofos seed treatment, drilled at 380 seed per square are.","Apollo, dressed Fonofos seed treatment, drilled",1,380,seed per square are,,,
8806,R/BK/1,1993,w wheat,19-Mar-93,rolled.,Rolled,1,,,,,
8807,R/BK/1,1993,w wheat,20-Apr-93,spring N treatment applied. .,Spring N treatment applied,1,,,,,
8808,R/BK/1,1993,w wheat,22-Apr-93,Astix at 2.0 1 and Oxytril CM at 1.5 1 in 200 1 (except section 8).,Astix,1,2.0,l/ha,200,l/ha,(except section 8)
8808,R/BK/1,1993,w wheat,22-Apr-93,Astix at 2.0 1 and Oxytril CM at 1.5 1 in 200 1 (except section 8).,Oxytril CM,1,1.5,l/ha,200,l/ha,(except section 8)
8809,R/BK/1,1993,w wheat,06-May-93,"Mistral at 1.0 1, Sportak 45 at 0.90 1 and Tripart Brevis at 2.25 1 in 200 1 (except section 6).",Mistral,1,1.0,l/ha,200,l/ha,(except section 6)
8809,R/BK/1,1993,w wheat,06-May-93,"Mistral at 1.0 1, Sportak 45 at 0.90 1 and Tripart Brevis at 2.25 1 in 200 1 (except section 6).",Sportak 45,1,0.90,l/ha,,,
